"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","slope","folded_aspect","tpi","tri","roughness","flowdir"
"35",1222,1678,1988,2554,3427,3096,0.124614707177455,0.266077472734111,0.186901485965878,1.28470824949698,0.265743305632502,-68.9141999999997,5295.3932,1842.4718,40,1297,0.00589248817414045,41.0730092525482,0.125,0.125,1,8
"36",1056,1472,1733,2221,2897,2605,0.123419322205362,0.259574468085106,0.18510557592616,1.28159261396422,0.251403887688985,-51.9253999999997,4565.138,1602.6629,30,1300,0.00833314005285501,40.2876110076904,-0.25,0.25,1,1
"37",1021,1470,1733,2353,3103,2767,0.151737640724425,0.30424968102856,0.227578612504588,1.35776110790537,0.283291976840364,35.6729000000002,4734.6001,1663.4348,25,1279,0.0131753943860531,41.5366568565369,0.25,0.25,1,4
"38",1104,1504,1788,2285,2964,2734,0.122023078811687,0.262463033375581,0.183012151712287,1.27796420581655,0.247474747474747,-63.6016,4706.0139,1604.6988,35,1275,0,43.4292036294937,0,0,0,128
"39",1154,1780,2126,3018,3470,3126,0.173405909797823,0.313202247191011,0.260083584410536,1.41956726246472,0.240171551107934,209.2298,5686.8682,1988.652,0,1271,8.88178419700125e-16,40.2876110076904,0,0,0,8
"40",1057,1471,1677,2287,2734,2375,0.153884964682139,0.344827586206897,0.230798335225123,1.36374478234943,0.239628202221718,61.4560000000002,4467.9925,1625.2107,0,1264,0.0186317432671785,42.9655561447144,-0.5,0.5,1,128
"41",1308,1767,2064,2647,3359,3090,0.123752918700913,0.279107621600919,0.185609678446355,1.28246124031008,0.238797713442744,-70.5914999999998,5422.7179,1858.9517,15,1359,0.078892856836319,40.6093616485596,0.625,1.875,5,16
"42",1207,1696,1978,2579,3195,2660,0.131885012069344,0.278472801408581,0.197805814591333,1.30384226491405,0.235260003866229,16.1993000000001,5135.754,1954.9733,25,1447,0.163620829582214,40.1100149154663,-1.125,4.125,13,16
"43",1242,1658,1888,2336,3073,2917,0.106060606060606,0.257471264367816,0.15907207953604,1.23728813559322,0.238863132432977,-164.4216,4958.9561,1641.7093,20,1238,0.0300372242927551,39.304817199707,0.5,0.75,3,32
"44",1242,1658,1888,2336,3073,2917,0.106060606060606,0.257471264367816,0.15907207953604,1.23728813559322,0.238863132432977,-164.4216,4958.9561,1641.7093,40,1238,0.0300372242927551,39.304817199707,0.5,0.75,3,32
"45",1224,1622,1829,2265,2907,2683,0.106497313141182,0.268472906403941,0.159726462327513,1.23838162930563,0.227618243243243,-144.848,4761.2086,1634.2185,20,1326,0.128917276859283,39.5022130012512,0.125,2.875,13,32
"46",901,1235,1398,1859,2258,1893,0.141541295670863,0.330181922360693,0.212279355333845,1.32975679542203,0.235229759299781,20.4198000000001,3678.4515,1388.3203,85,1382,0.209111601114273,41.1007797718048,-0.25,4.75,17,4
"47",728,1072,1204,2361,2623,1987,0.324544179523142,0.701042171594765,0.486748001682793,1.9609634551495,0.370786516853933,574.8896,3892.039,1560.7629,10,1746,0.146261930465698,39.218418598175,1.875,3.625,14,32
"48",1205,1606,1869,2381,3002,2727,0.120470588235294,0.280794120873094,0.180684625338196,1.27394328517924,0.23260110860193,-71.2672999999998,4879.1769,1699.0622,30,1352,0.0235658623278141,41.0730092525482,0.25,0.5,2,16
"49",1286,1677,1902,2186,2435,2277,0.0694716242661448,0.179564997470916,0.104194692429987,1.14931650893796,0.122896011067558,-210.4221,4550.7609,1584.1212,0,1250,0.0343457013368607,43.1842249631882,-0.25,0.75,3,1
"50",1404,1952,2154,2552,3102,2831,0.084572885677858,0.201131999191429,0.126845851481993,1.18477251624884,0.180365296803653,-220.5678,5374.4957,1895.4481,20,1265,0.107912488281727,39.1116056442261,0,2.5,9,32
"51",1658,2193,2490,2915,3580,3285,0.0786308973172988,0.195997048515034,0.117935436129868,1.17068273092369,0.179571663920923,-272.3351,6174.4838,2162.2228,10,1322,0.0166651234030724,45,0.375,0.375,1,64
"52",1527,2056,2294,2782,3649,3480,0.0961386918833727,0.239473942486996,0.144193834334679,1.21272885789015,0.227999326939256,-249.7943,5972.5943,1976.2451,5,1340,0.0242908541113138,39.2572340965271,-0.375,0.625,2,32
"53",1412,1884,2181,2683,3373,3024,0.103207236842105,0.242277992277992,0.154794942954055,1.23016964695094,0.214620093626215,-139.8424,5567.0859,1977.753,15,1375,0.0300372242927551,39.6996083259583,0.5,0.75,3,32
"54",1143,1585,1767,2191,2508,2444,0.107124810510359,0.25109558213905,0.160666919287609,1.23995472552349,0.173333333333333,-115.119,4472.8542,1467.607,25,1323,0.0117845674976707,39.5022130012512,0,0.25,2,32
"55",1198,1581,1880,2425,2879,2609,0.126596980255517,0.288604109298877,0.189873417721519,1.28989361702128,0.209918050010506,-16.5509,4833.088,1692.5874,25,1446,0.0588575042784214,42.6438055038452,0,1.25,6,2
"56",1018,1374,1596,1888,2300,2149,0.0838117106773823,0.190600522193211,0.125699526474387,1.18295739348371,0.180698151950719,-149.1958,3958.2525,1358.3347,15,1351,0.0636516436934471,40.0902156829834,-0.25,1.5,4,16
"57",1107,1503,1785,2346,2726,2303,0.135802469135802,0.29498369965296,0.203679051192061,1.31428571428571,0.20860119707382,48.3886000000002,4565.9634,1714.6991,25,1408,0.0708370506763458,44.9412441775203,1.125,1.875,6,64
"58",1617,2222,2486,2845,3139,2791,0.0673419621084224,0.159286538290886,0.101003469942793,1.14440868865648,0.116088888888889,-256.200099999999,5884.2325,2156.0334,30,1523,0.411492973566055,42.6032872200012,0.125,9.625,44,2
"59",1355,1880,2122,2379,2656,2335,0.0570984225727616,0.129811092029498,0.0856381206264578,1.12111215834119,0.111762243616576,-242.3571,4963.9921,1841.3096,25,1514,0.181502908468246,41.9038305282593,1,4.5,13,2
"60",1245,1635,1838,2211,2427,2106,0.0921215114843171,0.238949391415759,0.138165205580936,1.20293797606094,0.13810082063306,-115.8574,4462.0394,1657.4928,40,1383,0.0825181677937508,41.1443166732788,0.375,1.875,6,4
"61",1525,2183,2566,2910,3598,3410,0.0628195763330898,0.125191061940461,0.0942207614352232,1.13406079501169,0.167423750811162,-307.736,6216.6765,2114.6788,15,1282,0.0186317432671785,42.3220548629761,0.5,0.5,1,4
"62",1264,1776,2010,2282,2960,2731,0.0633737185461323,0.139831379806704,0.0950495049504951,1.13532338308458,0.191146881287726,-277.4102,4970.7695,1732.2065,30,1298,0.0186317432671785,42.3220548629761,0.5,0.5,1,1
"63",1217,1674,1928,2385,2939,2602,0.105958729422676,0.236713974930074,0.158919670800974,1.23703319502075,0.207725498253544,-100.2323,4896.3222,1765.6071,25,1433,0.0558435767889023,42.9655561447144,-0.5,1.25,5,2
"64",1104,1469,1646,2117,2616,2340,0.125166090884932,0.317043618739903,0.18772419290554,1.2861482381531,0.227592679493196,-60.1614999999998,4317.1179,1530.6435,25,1484,0.10403935611248,44.5006532669067,1.25,2.75,9,64
"65",1177,1638,1843,2253,2825,2605,0.10009765625,0.228565057420002,0.150128158183815,1.22246337493218,0.210368466152528,-146.9975,4715.5235,1630.2426,35,1282,0.0372505597770214,42.3220548629761,0.375,0.875,3,2
"66",731,1014,936,4035,2265,1421,0.623415811707906,1.8581364672023,0.93502966911395,4.31089743589744,0.415182755388941,2133.9181,4439.3467,1834.9522,0,1277,0,43.4292036294937,0,0,0,64
"67",731,1014,936,4035,2265,1421,0.623415811707906,1.8581364672023,0.93502966911395,4.31089743589744,0.415182755388941,2133.9181,4439.3467,1834.9522,0,1277,0,43.4292036294937,0,0,0,64
"68",1281,1679,1957,2548,3211,2826,0.13118756936737,0.315469200384328,0.196759516146932,1.30199284619315,0.242647058823529,-29.1236,5157.6343,1851.8932,20,1522,0.0715636238455772,39.6673617362976,0.375,1.625,5,32
"69",1140,1545,1734,2484,2983,2534,0.177809388335704,0.432127218253054,0.266682470072301,1.43252595155709,0.264786940852237,132.6431,4774.7084,1764.2001,15,1511,0.111341014504433,39.8239636421204,0.625,2.625,9,32
"70",1380,1758,1993,2357,3174,2933,0.0836781609195402,0.229450327786183,0.125502815768302,1.18263923733066,0.22856589897426,-252.1594,5134.0248,1761.1509,15,1222,0.0186317432671785,39.1804623603821,-0.5,0.5,1,128
"71",975,1273,1541,2290,2092,1657,0.195510310623858,0.443247721623861,0.293227195615294,1.48604802076574,0.151665290393614,303.5956,3929.5912,1542.5839,5,1448,0.0448462851345539,43.8097100257874,-1.75,1.75,6,2
"72",859,1169,1344,2323,2092,1723,0.266975729479138,0.620326954758586,0.40040899795501,1.72842261904762,0.217694994179278,465.3662,3787.9715,1421.7429,5,1501,0.13280713558197,43.3667848110199,-8.875,8.875,24,2
"73",859,1169,1344,2323,2092,1723,0.266975729479138,0.620326954758586,0.40040899795501,1.72842261904762,0.217694994179278,465.3662,3787.9715,1421.7429,15,1501,0.13280713558197,43.3667848110199,-8.875,8.875,24,2
"74",1200,1588,2050,2825,2970,2477,0.158974358974359,0.316274893894874,0.238437083376064,1.3780487804878,0.183266932270916,233.9826,5157.984,1953.1325,40,1779,0.0764539241790771,42.249014377594,0.125,1.875,6,2
"75",986,1209,1346,2526,3062,2215,0.304752066115702,0.919576059850374,0.457069076823757,1.87667161961367,0.38929219600726,522.9781,4364.5323,1826.4252,0,1756,0.0372505597770214,42.9655561447144,0.375,0.875,3,2
"76",851,1146,1321,1958,2415,2149,0.194266544678256,0.454675231977159,0.291355389541089,1.48221044663134,0.292826552462527,133.1355,3753.535,1311.1174,25,1851,0.13583517074585,39.6319155693054,-2,3.25,12,16
"77",906,1106,1262,1624,2578,2314,0.125433125433125,0.37676935886761,0.188117096830071,1.28684627575277,0.342708333333333,-124.3168,3612.7192,1243.3638,45,1527,0.00589248817414045,39.5022130012512,-0.125,0.125,1,128
"78",1199,1657,1882,2725,3270,2870,0.182982418059475,0.41936125758631,0.27444384156267,1.44792773645058,0.269409937888199,161.4152,5220.4846,1863.0886,40,1523,0.0166651234030724,38.7168145179749,0.375,0.375,1,64
"79",1083,1416,1628,2259,2971,2674,0.16233599176743,0.403917552170017,0.243472668810289,1.38759213759214,0.292020004348771,31.5493000000001,4550.1914,1573.8943,0,1514,0.0533088147640228,44.1039445996284,-1,1.75,5,128
"80",839,1141,1234,2625,2993,2150,0.360456076703809,0.930434782608696,0.540614069179946,2.12722852512156,0.416134374260705,708.9634,4264.6678,1781.8372,0,1594,0.0898958370089531,44.4119973778725,0.5,2,7,64
"81",839,1141,1234,2625,2993,2150,0.360456076703809,0.930434782608696,0.540614069179946,2.12722852512156,0.416134374260705,708.9634,4264.6678,1781.8372,15,1594,0.0898958370089531,44.4119973778725,0.5,2,7,64
"82",1189,1625,1997,2661,2948,2642,0.142550450837269,0.289880380686283,0.21380272619942,1.33249874812218,0.192315470171891,97.3864000000004,5078.8184,1801.9098,0,1720,0.0841692388057709,39.9346208572388,-0.5,2,6,16
"83",816,1137,1208,2293,2214,1783,0.309911453870323,0.792665108123904,0.46480079965729,1.89817880794702,0.293980128579778,515.9107,3725.4624,1413.3312,50,1696,0.0235658623278141,42.6438055038452,0.25,0.5,2,1
"84",816,1137,1208,2293,2214,1783,0.309911453870323,0.792665108123904,0.46480079965729,1.89817880794702,0.293980128579778,515.9107,3725.4624,1413.3312,15,1696,0.0235658623278141,42.6438055038452,0.25,0.5,2,1
"85",991,1316,1499,2017,2563,2313,0.147326507394767,0.361782371839642,0.220958339257785,1.34556370913943,0.261939931068439,-1.89350000000007,4069.0265,1415.0458,20,1694,0,43.4292036294937,0,0,0,128
"86",1033,1423,1814,2418,2508,2304,0.142722117202268,0.27180271802718,0.214057885410514,1.3329658213892,0.160573808422027,125.474,4507.0631,1567.691,30,1737,8.88178419700125e-16,40.2876110076904,0,0,0,128
"87",1116,1486,1828,2362,2789,2514,0.12744630071599,0.269098971981455,0.191146641212266,1.29212253829322,0.208143816330951,12.728,4661.9468,1641.4138,0,1695,0.0343457013368607,43.1842249631882,-1.625,1.625,4,2
"88",1256,1661,1998,2562,3066,2742,0.123684210526316,0.274800233872539,0.185505975222015,1.28228228228228,0.210900473933649,-17.0378999999999,5111.085,1815.0463,35,1703,0.0657857209444046,44.3944553136826,0.25,1.5,6,128
"89",1060,1560,1868,2718,3225,2731,0.185346707370257,0.355529529864481,0.277989752534612,1.45503211991435,0.266444139014333,232.4812,5093.9323,1887.9359,35,1640,0.0186317432671785,44.5363523960114,-0.125,0.375,2,128
"90",859,1173,1494,2143,2458,2136,0.178443772339841,0.347765512806773,0.267628865979381,1.43440428380187,0.243927125506073,187.662,3978.609,1437.1872,20,1718,0.0377128832042217,43.3185464143753,0.125,0.875,3,2
"91",631,922,973,2687,2739,1939,0.468306010928962,1.1295637274285,0.702363065155033,2.76156217882837,0.475754310344828,1012.5071,3894.5881,1615.9734,0,1817,0.0847799479961395,43.2318080663681,-0.75,2,7,2
"92",1222,1627,1866,2414,2925,2733,0.12803738317757,0.308142150247413,0.192033640929798,1.29367631296892,0.221039448966813,-53.1130999999998,4885.9969,1652.0998,20,1596,0.137076154351234,42.2950344085693,-0.375,3.375,11,4
"93",1068,1451,1724,2245,2669,2369,0.131267321743512,0.28438864628821,0.196876180879204,1.30220417633411,0.2151149556112,9.64749999999998,4442.0866,1588.8262,5,1585,0.0474716164171696,44.3389568328857,0.125,1.125,4,128
"94",1065,1544,1961,2421,2390,2180,0.104974897307166,0.185468913797274,0.157444381061038,1.23457419683835,0.0985980234428867,33.9935000000003,4581.4172,1634.6715,0,1427,0.0647275745868683,42.6438055038452,3.125,3.875,12,8
"95",1067,1374,1739,2191,2717,2380,0.11501272264631,0.244403590353628,0.172497137768732,1.25991949396205,0.219479353680431,-20.3439,4404.6788,1595.2273,0,1445,0.0353406183421612,44.2146018147469,-0.875,1.125,3,128
"96",1271,1686,2077,2492,2832,2446,0.0908295031735609,0.191332411249424,0.136229346755663,1.1998074145402,0.153799144428601,-78.2936999999998,4986.7267,1855.4851,0,1499,0.433493793010712,41.622162103653,-4.25,11,31,4
"97",1271,1686,2077,2492,2832,2446,0.0908295031735609,0.191332411249424,0.136229346755663,1.1998074145402,0.153799144428601,-78.2936999999998,4986.7267,1855.4851,30,1499,0.433493793010712,41.622162103653,-4.25,11,31,4
"98",995,1275,1543,1958,2533,2478,0.118537560696944,0.27633506458916,0.177780951020991,1.26895657809462,0.24288518155054,-83.3974,4071.8571,1289.9134,40,1497,0.0131753943860531,42.1801578998566,-0.25,0.25,1,16
"99",768,1035,1178,1893,2210,1758,0.232823184630414,0.558244846970643,0.349177926094742,1.60696095076401,0.304604486422668,253.1751,3420.0253,1330.6891,25,1756,0.0956312716007233,40.8876614570618,-1,2.25,8,4
"100",718,966,1121,1558,2118,1824,0.163120567375887,0.376724137931034,0.244635193133047,1.38983050847458,0.307811052794072,33.2130000000001,3143.7688,1141.1542,0,1785,0.107912488281727,40.2876110076904,-0.125,2.375,7,16
"101",905,1280,1546,2228,2650,2349,0.180710121886592,0.361420243773185,0.271029275400715,1.44113842173351,0.263107721639657,161.1967,4219.0554,1490.4938,30,1751,0.110262058675289,43.7747592926025,0.125,2.625,9,128
"102",872,1142,1406,2128,2674,2284,0.204301075268817,0.448447204968944,0.306408261423115,1.51351351351351,0.31078431372549,204.4686,4012.7152,1458.2394,30,1755,0.107753969728947,43.7022123336792,0.25,2.5,7,1
"103",958,1351,1576,2363,3045,2547,0.1997969027672,0.424487594390507,0.299657316918391,1.4993654822335,0.317896559186323,196.5221,4522.478,1685.2162,20,1724,0.15246656537056,44.1378299593925,-1.5,4,14,128
"104",900,1174,1460,1859,2004,1727,0.120216932811088,0.257751937984496,0.180298237686399,1.27328767123288,0.157043879907621,31.1379999999999,3569.5528,1323.7301,5,1611,0.580735564231873,40.9921050071716,-1.375,14.625,56,8
"105",805,1075,1267,1834,2011,1767,0.182844243792325,0.4169730842771,0.274222150572304,1.4475138121547,0.226967663209274,143.8682,3399.4132,1217.2043,5,1750,0.0186317432671785,44.5363523960114,0.5,0.5,1,64
"106",878,1077,1239,2000,2634,2257,0.234949058351343,0.667543859649123,0.352369192776663,1.61420500403551,0.360185902401239,206.4923,3802.4643,1362.3556,45,1768,0.0625570043921471,40.3541793823242,0.125,1.375,4,16
"107",845,1111,1353,1967,2149,1962,0.184939759036145,0.409497132186208,0.277367866285198,1.45380635624538,0.227298686464877,162.308,3634.4354,1248.4146,0,1754,0.0448462851345539,40.6681175231934,-0.5,1,3,16
"108",934,1212,1495,1971,2502,2397,0.13733410271206,0.302260604521209,0.20597144093466,1.31839464882943,0.251938954215662,-10.1477999999999,3985.8088,1290.8265,0,1603,0.0499583967030048,40.2876110076904,0.375,1.125,3,16
"109",1157,1631,1928,2385,2906,2605,0.105958729422676,0.216526106320478,0.158919670800974,1.23703319502075,0.202316921803889,-78.933,4856.5665,1730.7343,30,1535,0.0727582350373268,41.3179879188538,0.125,1.625,6,8
"110",684,870,898,2042,2457,1804,0.389115646258503,1.24293785310734,0.583574222071076,2.2739420935412,0.46467958271237,563.0096,3352.8826,1371.598,45,2228,0.0212427191436291,42.055802822113,-0.75,1,3,2
"111",926,1286,1526,2845,2593,2164,0.30176161061542,0.652066442554874,0.452590643943726,1.86435124508519,0.259043457149794,682.6446,4508.5999,1658.736,15,1789,8.88178419700125e-16,43.4292036294937,0,0,0,128
"112",913,1212,1355,1912,2372,2242,0.170492806856443,0.435769050226882,0.255700076511094,1.41107011070111,0.272873624899383,37.8355000000003,3794.0021,1243.5439,40,1735,0.0242908541113138,43.969623208046,-0.625,0.625,2,128
"113",1183,1639,1993,2427,2774,2678,0.0981900452488688,0.196789698013966,0.147268408551069,1.21776216758655,0.163834696874344,-94.6612000000001,4900.798,1625.593,40,1701,8.88178419700125e-16,43.4292036294937,0,0,0,16
"114",1183,1639,1993,2427,2774,2678,0.0981900452488688,0.196789698013966,0.147268408551069,1.21776216758655,0.163834696874344,-94.6612000000001,4900.798,1625.593,10,1701,8.88178419700125e-16,43.4292036294937,0,0,0,16
"115",1083,1461,1731,2186,2281,2112,0.1161603267807,0.255589259633749,0.174218251435865,1.26285384170999,0.137088733798604,-8.79119999999978,4238.9057,1477.015,50,1732,0.0294542610645294,44.8581029474735,0.125,0.625,2,64
"116",1083,1461,1731,2186,2281,2112,0.1161603267807,0.255589259633749,0.174218251435865,1.26285384170999,0.137088733798604,-8.79119999999978,4238.9057,1477.015,0,1732,0.0294542610645294,44.8581029474735,0.125,0.625,2,64
"117",895,1181,1326,1833,1802,1634,0.160493827160494,0.411860276198213,0.240702642823232,1.38235294117647,0.152173913043478,88.8451999999999,3397.971,1198.6086,40,1768,0.0358276851475239,39.6673617362976,0,0.75,3,16
"118",1009,1321,1524,2204,2639,2524,0.182403433476395,0.449557054079069,0.273568459165884,1.44619422572178,0.267835695411963,99.4592000000001,4268.2853,1377.0118,0,1736,8.88178419700125e-16,40.2876110076904,0,0,0,32
"119",845,1171,1325,2094,2385,2022,0.22491956712489,0.518543492919757,0.337330019008627,1.58037735849057,0.285714285714286,251.4184,3804.3713,1396.0664,0,1719,0.0186317432671785,42.9655561447144,-0.375,0.375,2,128
"120",681,1068,976,3691,2732,1851,0.581744161131348,1.52854408287355,0.87252276379218,3.78176229508197,0.473570658036677,1771.7539,4521.1103,1857.0182,5,1695,0.0263462159782648,43.1074531078339,0,0.5,2,1
"121",922,1246,1472,2736,2449,1950,0.300380228136882,0.678985818650623,0.450516811215397,1.85869565217391,0.249171129813823,665.575,4304.4744,1649.1268,0,1695,0.0242908541113138,42.8887841701508,-0.625,0.625,2,128
"122",1085,1494,1764,2811,3041,2487,0.228852459016393,0.497765522487401,0.343241175827778,1.59353741496599,0.26576482830385,407.4803,4953.8639,1881.7774,30,1517,0.0235658623278141,41.0730092525482,0.25,0.5,2,4
"123",1085,1494,1764,2811,3041,2487,0.228852459016393,0.497765522487401,0.343241175827778,1.59353741496599,0.26576482830385,407.4803,4953.8639,1881.7774,0,1517,0.0235658623278141,41.0730092525482,0.25,0.5,2,4
