"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","folded_aspect_ns","slope","folded_aspect","tpi","tri","roughness","flowdir","satvi"
"18",1237,1590,1880,2263,3239,2985,0.0924450881004103,0.224422829016758,0.138650898998431,1.20372340425532,0.265481539363157,-1120.7098,4599.2429,-3091.5551,30.66,1686,146.309936523438,1.72100615501404,168.690063476562,0.125,0.625,2,16,0.398183416349253
"19",788,1021,1328,2030,2581,1976,0.209053007742704,0.429200293470286,0.31353282715498,1.52861445783133,0.320542338193911,-398.4366,3524.0834,-2352.048,42.66,2167,173.659805297852,10.6835079193115,141.340194702148,-0.25,4.5,12,4,0.480752014324082
"20",1017,1314,1543,1763,2224,1849,0.0665456745311555,0.162026808071881,0.0998034175109633,1.14257939079715,0.180780461906026,-820.7592,3518.0743,-1886.0046,18,1681,107.354026794434,15.609525680542,62.3540267944336,2.25,6.5,24,2,0.271134704711347
"21",1116,1504,1870,2429,3291,2869,0.130030239590602,0.26467803030303,0.195022677055472,1.29893048128342,0.275334237550862,-900.3278,4627.1008,-3108.9487,79.33,1951,165.963760375977,1.96786379814148,149.036239624023,0.625,0.875,3,4,0.412961348445219
"22",884,1319,1779,2295,3123,2377,0.126656848306333,0.203470031545741,0.189961958522518,1.29005059021922,0.274173806609547,-675.6062,4225.2048,-2833.4406,35.33,2401,147.264770507812,15.5034084320068,167.735229492188,3.875,7.125,27,8,0.411218765935747
"23",1107,1511,1878,2472,3431,2944,0.136551724137931,0.273053231589593,0.20480404551201,1.31629392971246,0.292522132228292,-896.603,4703.7273,-3253.4678,49.34,1774,45,2.69895100593567,0,0.75,1.25,4,128,0.438741877766268
"24",989,1285,1553,2090,2967,2586,0.147405984079056,0.336339721909057,0.22107863318238,1.34578235672891,0.31283185840708,-789.6978,4015.7519,-2841.1194,54.66,1830,122.799530029297,12.574686050415,77.7995300292969,-1.125,5.125,19,2,0.469195885410906
"25",914,1308,1634,2233,3322,2834,0.154900439617274,0.288925332818831,0.232320620555915,1.36658506731946,0.340597255851493,-783.8738,4250.15,-3243.4606,10.66,1686,59.9314155578613,5.22670364379883,14.9314155578613,1.625,2.875,8,2,0.510844345808534
"26",839,1194,1561,2019,3121,2568,0.127932960893855,0.224796309021302,0.191872643485547,1.29340166559898,0.333190944041008,-759.3836,3912.1879,-3011.6975,50.67,1837,159.623565673828,8.84250831604004,155.376434326172,1.25,3.75,12,8,0.499733048585158
"27",1080,1474,1897,2411,3527,3083,0.119312906220984,0.225676150333685,0.178948589996519,1.27095413811281,0.300516224188791,-964.4906,4688.4712,-3418.8535,0,1703,116.565048217773,1.06752026081085,71.5650482177734,0.5,0.5,1,4,0.450732786431929
"28",1093,1470,1844,2541,3412,2861,0.158950969213227,0.322178053064621,0.238399270322654,1.37798264642082,0.298325722983257,-791.5464,4699.6583,-3205.3288,1.33,1694,16.6992435455322,4.97235822677612,28.3007564544678,0.5,2,7,64,0.447446019214306
"29",1188,1630,2031,2496,3082,2847,0.102717031146455,0.201368439286333,0.154058531198233,1.22895125553914,0.205554469000587,-984.8946,4761.0252,-2872.4614,42.66,1976,52.1250305175781,2.71992325782776,97.1250305175781,0.125,1.125,4,32,0.308301554708126
"30",1151,1578,2036,2637,3281,2919,0.128611170554248,0.241501245680302,0.192896116400984,1.29518664047151,0.234154598457777,-881.9022,4884.3503,-3074.2089,58,1931,112.166343688965,6.9262490272522,67.1663436889648,0.75,2.75,10,2,0.351198871650212
"31",1580,2218,2776,3207,3913,3604,0.0720374394116664,0.134452208634889,0.108047129606418,1.15525936599424,0.169980565106892,-1387.7072,6231.0844,-3569.8443,42.66,1867,90,1.01777750994864e-13,135,0,0,0,1,0.254951790118843
"32",778,991,1308,1889,3020,2363,0.181732874569909,0.372149628490904,0.272556684910086,1.44418960244648,0.395563770794824,-585.974,3564.6984,-2915.6273,15.33,1420,90,0.477453768253326,135,-0.5,0.5,1,64,0.593277116784105
"33",833,1106,1438,1962,3020,2501,0.154117647058824,0.301600092091631,0.231142479047199,1.3643949930459,0.354867653656348,-689.7922,3753.5905,-2934.0904,29.33,1421,156.801406860352,3.63139343261719,158.198593139648,-1.625,1.625,5,16,0.532241785353819
"34",934,1245,1637,2241,3410,2901,0.155750386797318,0.29847796007116,0.233595462163207,1.36896762370189,0.351297800673668,-783.7792,4269.8024,-3354.1291,6,1414,90,5.08888754974322e-14,45,0,0,0,64,0.526894502228826
"35",863,1219,1535,2201,3405,2793,0.178265524625268,0.337078651685393,0.267362505018065,1.43387622149837,0.378542510121458,-703.6902,4148.1275,-3328.4046,2.67,1439,90,0,45,0,0,0,64,0.567756299969639
"36",862,1078,1381,1879,3171,2622,0.152760736196319,0.336395568765199,0.229105965342739,1.36060825488776,0.39323374340949,-756.8924,3726.5554,-3123.5855,3.33,1414,90,0.954841256141663,135,0.375,0.375,1,16,0.589785831960461
"37",903,1131,1436,1889,2918,2363,0.136240601503759,0.303334672559261,0.204330175913396,1.31545961002786,0.340376665135508,-733.2384,3691.4729,-2763.1597,64.67,1385,116.565048217773,2.13429999351501,161.565048217773,-0.125,0.875,3,16,0.510506372717878
"38",805,1047,1359,1814,2982,2429,0.143397415694926,0.28932977235152,0.215062234126359,1.33480500367918,0.373876986869385,-706.7682,3566.0685,-2903.3155,46.67,1401,171.869903564453,1.6876049041748,143.130096435547,-0.125,0.625,2,4,0.560750892548658
"39",752,947,1183,1738,2804,2245,0.190003423485108,0.434000625586487,0.284956358035256,1.46914623837701,0.406571356909957,-573.6614,3315.766,-2724.9911,33.33,1538,116.565048217773,1.06752026081085,161.565048217773,0.125,0.375,2,16,0.609780564263323
"40",770,942,1155,1816,2780,2256,0.222484012117132,0.556022880215343,0.333669863705199,1.57229437229437,0.412960609911055,-513.1292,3359.8626,-2706.428,31.33,1561,86.9872131347656,4.53271436691284,131.987213134766,1.875,2.375,6,8,0.619362215728624
"41",691,885,1205,1738,2705,2317,0.181107713217805,0.351908094546415,0.271615423815186,1.44232365145228,0.383631713554987,-557.8536,3266.8661,-2715.5132,7.33,1506,90,1.01777750994864e-13,45,0,0,0,128,0.575373993095512
"42",1716,2271,2804,3254,3983,3457,0.0742819412347309,0.15605493133583,0.111413716266403,1.160485021398,0.173714454103433,-1395.0184,6336.7778,-3491.3068,14.67,1465,63.4349479675293,1.06752026081085,18.4349479675293,-0.125,0.375,2,128,0.260552486187845
"43",1444,1901,2412,2959,3827,3374,0.10184323217278,0.207134201757043,0.152750628316113,1.22678275290216,0.226799166533098,-1174.2312,5685.5124,-3533.8694,63.34,1593,161.565048217773,0.754894495010376,153.434951782227,-0.25,0.25,1,16,0.340171488100008
"44",1001,1315,1577,2290,3160,2726,0.184380656839928,0.419856318454835,0.276535229476406,1.45212428662016,0.334177749630568,-717.4476,4247.0945,-3038.8745,38.66,1781,101.309936523438,1.21711814403534,146.309936523438,0,0.5,2,8,0.501213720316623
"45",1536,2084,2645,3235,4181,3809,0.100340136054422,0.194437121012391,0.150497406683105,1.22306238185255,0.225021974802227,-1306.7162,6224.5364,-3935.2931,1.34,1548,63.4349479675293,1.06752026081085,18.4349479675293,-0.5,0.5,1,128,0.337508239947264
"46",746,1003,1300,1738,2612,2273,0.144173798551679,0.2776369168357,0.216225111074543,1.33692307692308,0.335378323108384,-647.5242,3342.127,-2572.3525,0.67,1379,174.17366027832,11.5975980758667,129.17366027832,2.5,5.25,16,4,0.503003194888179
"47",519,768,937,1466,1992,1593,0.220141489804411,0.413733771312373,0.330143540669856,1.56456776947705,0.360191191532946,-318.5798,2586.4999,-1894.3512,82.67,1741,46.6846923828125,11.3338165283203,91.6846923828125,0.25,4.25,17,32,0.540194572452637
"48",654,898,1156,1634,2354,1964,0.171326164874552,0.325968357883252,0.256943200143343,1.41349480968858,0.341310541310541,-498.8768,3030.7006,-2275.8316,21.47,1411,84.8055725097656,2.63502645492554,39.8055725097656,-0.25,1,3,1,0.51189289275032
"49",898,1271,1722,2424,3566,3059,0.16931982633864,0.29143141813351,0.253949113710358,1.40766550522648,0.348714069591528,-737.5326,4488.8502,-3542.2831,0,1458,172.568588256836,5.52021265029907,127.568588256836,1.375,2.625,8,2,0.523021650751631
"50",1321,1783,2225,2850,3569,3265,0.123152709359606,0.248272026694208,0.184710865924539,1.28089887640449,0.231964100793925,-1047.1024,5369.5331,-3360.3422,0,1567,112.380142211914,4.38048696517944,157.380142211914,-0.875,1.875,6,8,0.347916127362154
"51",817,1092,1449,2039,2891,2659,0.169151376146789,0.320199717790079,0.25369069800774,1.4071773636991,0.332258064516129,-669.2858,3795.9921,-2921.9359,1.33,1838,169.824493408203,9.37478256225586,124.824493408203,-3.75,5,16,2,0.498329685520101
"52",713,981,1265,1744,2378,2188,0.159189099368561,0.300313479623824,0.238743977404885,1.37865612648221,0.305517430688993,-580.5488,3245.0945,-2364.2593,2,1854,3.62148475646973,18.2538623809814,41.3785152435303,-0.875,7.875,25,64,0.45821325648415
"53",879,1189,1571,2035,2865,2365,0.12867443150305,0.238217476126912,0.192984888395952,1.29535327816677,0.291704238052299,-704.8138,3848.5751,-2695.6096,5.34,1471,110.556045532227,4.0725884437561,65.5560455322266,-0.25,1.75,5,1,0.437507043840866
"54",896,1278,1700,2316,3364,2744,0.153386454183267,0.265654648956357,0.230051039462218,1.36235294117647,0.328593996840442,-716.8208,4310.6456,-3226.6038,0,1477,95.7105941772461,4.78729057312012,50.7105941772461,0.5,2,5,1,0.492842333892783
"55",844,1239,1741,2390,3740,3371,0.157104817235536,0.249346857230675,0.235628706281012,1.37277426766226,0.364714468162744,-826.7418,4530.2152,-3864.6359,0,1568,132.273681640625,7.06204414367676,87.273681640625,-1.125,2.875,10,1,0.547021800602025
"56",1128,1580,2099,2692,3742,3244,0.12377374243373,0.217152482788926,0.185641239695294,1.2825154835636,0.281287450778976,-961.9408,5097.1172,-3597.1856,0,1446,104.036239624023,3.93109583854675,149.036239624023,1.125,1.875,6,8,0.421895061200034
"57",1046,1441,1931,2360,3580,3133,0.0999766954089956,0.175762045231072,0.149947570779448,1.22216468151217,0.299219742333515,-1006.8754,4661.099,-3502.4181,0,1419,135,1.35022449493408,90,0,0.5,2,4,0.448788895944843
"58",1103,1471,1795,2240,3205,2760,0.110285006195787,0.234778938482642,0.16540701276174,1.24791086350975,0.282,-951.0246,4411.3705,-3014.4326,38.67,1475,23.1985912322998,1.8175220489502,21.8014087677002,0.25,0.75,2,1,0.422957704229577
"59",820,1118,1383,2068,3100,2449,0.1984931903796,0.406094379890918,0.297696653628857,1.49530007230658,0.383002453714031,-579.0602,3816.084,-2966.0888,74,2050,114.075500488281,23.2185859680176,69.0755004882812,-3.5,10,34,1,0.574439611910338
"60",894,1178,1346,1549,1773,1464,0.0701208981001727,0.173741869222869,0.105163184251425,1.15081723625557,0.136902853478679,-678.5796,3029.729,-1428.1967,25.33,1796,164.407196044922,20.4064712524414,150.592803955078,-0.875,9.125,26,8,0.205321365603462
"61",796,1042,1288,1919,2609,2199,0.196757093857187,0.428901576943991,0.295089633671083,1.48990683229814,0.338978701565307,-526.9794,3484.3264,-2497.9503,64,1867,86.0090866088867,10.1818943023682,41.0090866088867,-1.5,4.25,12,1,0.508402822322001
"62",1116,1525,1993,2582,3442,3015,0.128743169398907,0.238616107600065,0.193093650967107,1.29553437029604,0.266605335786569,-899.2814,4847.8612,-3276.8887,0,1498,8.13010215759277,1.6876049041748,36.8698978424072,0.125,0.625,2,64,0.399871216999356
"63",1341,1826,2310,2637,3127,2826,0.0661006670709521,0.126931138886732,0.0991409802930773,1.14155844155844,0.150266691189994,-1129.978,5107.4373,-2778.2507,40,1867,83.6598052978516,2.16078901290894,38.6598052978516,0.125,0.875,3,128,0.225379310344828
"64",719,1017,1353,2079,2866,2514,0.211538461538462,0.377692227655811,0.317261471230881,1.53658536585366,0.358615785731216,-499.593,3692.8329,-2872.7953,8.67,1506,135,0.337614715099335,180,-0.125,0.125,1,8,0.537859936011376
"65",592,784,920,1980,2157,1664,0.36551724137931,0.865730153544593,0.548181348043441,2.15217391304348,0.402014949626259,-5.52979999999997,3019.3166,-2003.7449,86.67,1777,151.699249267578,17.0979232788086,106.699249267578,0.625,7.125,26,4,0.602924451665313
"66",755,1012,1205,1772,2543,2089,0.190460194827007,0.424337674000898,0.285642317380353,1.47053941908714,0.356990394877268,-536.6952,3290.3633,-2422.8495,64.67,1385,116.565048217773,2.13429999351501,161.565048217773,-0.125,0.875,3,16,0.535414165666267
"67",751,1063,1277,1841,2707,2320,0.180885182809493,0.364199922510655,0.271284271284271,1.44166014095536,0.358935742971888,-602.8916,3459.7283,-2651.3656,40,1364,135,1.01275038719177,180,0.375,0.375,1,16,0.538336052202284
"68",740,977,1236,1843,2618,2147,0.197141929197791,0.409029649595687,0.295664880662445,1.4911003236246,0.358588479501816,-501.0092,3359.0826,-2515.2217,13.34,1390,90,5.08888754974322e-14,135,0,0,0,32,0.537812945907381
"69",629,804,1013,1705,2543,2187,0.254598969830758,0.564161095711723,0.381828214088652,1.68311944718657,0.430258717660292,-405.8166,3056.8889,-2575.4467,35.33,1597,71.5650482177734,0.754894495010376,26.5650482177734,-0.5,0.5,1,4,0.645297342893294
"70",579,831,988,1706,2383,1992,0.266518188567186,0.545178435839028,0.399703098905177,1.72672064777328,0.413823791159893,-331.4218,2973.0469,-2357.9154,48.66,1606,173.659805297852,2.16078901290894,128.659805297852,-0.125,0.875,3,4,0.620643630431559
"71",679,929,1240,1846,2953,2388,0.196370706416073,0.361187269042794,0.294508342783088,1.48870967741935,0.408538039589793,-534.8222,3436.9909,-2926.3722,3.33,1565,146.309936523438,1.72100615501404,168.690063476562,0.5,0.75,3,8,0.612733993084536
"72",605,859,1063,1738,2607,2185,0.240985362370582,0.471434557899148,0.361413528466893,1.63499529633114,0.420708446866485,-418.098,3127.0075,-2610.9268,32.66,1628,90,0.954841256141663,45,-0.375,0.375,1,64,0.630976706170821
"73",625,843,1037,1629,2551,2009,0.22205551387847,0.467688418391531,0.333020813800863,1.57087753134041,0.421962095875139,-435.5562,3000.8033,-2481.1072,33.33,1538,116.565048217773,1.06752026081085,161.565048217773,0.125,0.375,2,16,0.632854953323115
"74",574,776,988,1707,2417,1961,0.266790352504638,0.539627739417592,0.400111296605454,1.72773279352227,0.419676945668135,-302.231,2952.9418,-2380.1741,31.33,1561,86.9872131347656,4.53271436691284,131.987213134766,1.875,2.375,6,8,0.62942299221847
"75",531,750,915,1841,2251,1826,0.335994194484761,0.691147932527243,0.50389987302739,2.0120218579235,0.421983575489577,-112.512,2932.6539,-2195.6225,37.33,1576,99.4623184204102,2.90182161331177,54.4623184204102,0.25,1.25,4,128,0.6328754144955
"76",1070,1374,1783,2540,3656,3045,0.175109877399954,0.362965093977752,0.262634439690066,1.42456533931576,0.344364772936201,-777.0346,4713.9706,-3522.9232,4,1817,165.963760375977,1.96786379814148,120.963760375977,0,0.75,3,2,0.516499678279254
"77",997,1296,1644,2166,3214,2760,0.137007874015748,0.286592730866366,0.205484844508595,1.31751824817518,0.323178262659531,-836.5288,4195.6725,-3105.4388,42.66,1895,129.289413452148,3.38906717300415,84.2894134521484,0.25,1.25,5,2,0.484717505402902
"78",1159,1531,1854,2395,3520,3245,0.127324076253236,0.280165717244951,0.190963642781504,1.29180151024811,0.310011164867882,-1045.1004,4735.5657,-3472.8811,45.33,1712,180,0.954841256141663,135,0.375,0.375,1,4,0.464973485905666
"79",857,1190,1548,2204,3251,2626,0.174840085287846,0.323758760240845,0.262225183211193,1.42377260981912,0.354865596999375,-647.5914,4079.7795,-3127.3223,32,2006,16.557071685791,9.1369457244873,28.442928314209,0,4,12,1,0.532242941973122
"80",1054,1417,1794,2350,3495,2908,0.134169884169884,0.26679462571977,0.201230546507419,1.30992196209588,0.32161089052751,-884.3618,4538.6232,-3332.7214,10.66,1686,59.9314155578613,5.22670364379883,14.9314155578613,1.625,2.875,8,2,0.482370734473958
"81",1133,1531,1869,2493,3726,3145,0.143053645116919,0.299395451492179,0.214555873925501,1.3338683788122,0.331903485254692,-953.6584,4831.5615,-3575.1683,2,1712,47.3859443664551,8.05635929107666,2.38594436645508,1.125,3.375,14,1,0.497810740773836
"82",1165,1499,1827,2151,2923,2632,0.081447963800905,0.185079401348109,0.122156591680282,1.17733990147783,0.230736842105263,-1017.7688,4310.1717,-2710.9276,76,1638,81.8698959350586,1.6876049041748,36.8698959350586,0.125,0.625,2,1,0.346068834859488
"83",1315,1714,2140,2630,3467,2955,0.10272536687631,0.2184184719622,0.154071900220103,1.22897196261682,0.236668450151596,-1051.17,5080.7605,-3154.1499,63.34,1593,161.565048217773,0.754894495010376,153.434951782227,-0.25,0.25,1,16,0.354971020954079
"84",2177,3027,3754,4240,4848,4339,0.0607955966975231,0.116407185628743,0.0911876915379323,1.12946190729888,0.127179725645199,-1815.9746,8197.4569,-4190.8671,13.33,1526,90,5.08888754974322e-14,135,0,0,0,16,0.19075850043592
"85",1529,2149,2783,3303,4616,4104,0.0854419980282616,0.152322924600152,0.128152468578001,1.18684872439813,0.247736180564941,-1431.0274,6495.6287,-4396.7827,0.67,1547,0,0.954841256141663,45,0.375,0.375,1,64,0.371579160754105
"86",453,673,695,2370,1749,1133,0.546492659053834,1.33211388579609,0.819605284619149,3.41007194244604,0.43126022913257,604.0008,2931.5471,-1461.8964,0,2556,52.5946350097656,5.09561967849731,97.5946350097656,0.5,2,8,32,0.646758028226631
"87",473,725,864,2508,2262,1613,0.487544483985765,0.991436497406827,0.731208302446256,2.90277777777778,0.44721689059501,459.3638,3315.3117,-2070.8007,4.67,2016,61.4600143432617,15.128378868103,16.4600143432617,-0.875,6.375,22,128,0.67071805533344
"88",770,1090,1514,2059,3071,2569,0.152532885530367,0.253771652076737,0.228767314957325,1.35997357992074,0.33958560523446,-649.2282,3844.553,-3016.2053,0,1550,98.1300964355469,14.8510627746582,143.130096435547,3.375,7.125,22,8,0.509322865554465
"89",762,1071,1540,2573,3049,2307,0.25115487478726,0.423430070503361,0.376686519995138,1.67077922077922,0.328829810416213,-224.1742,4155.5158,-2828.2986,0,1483,180,8.99714374542236,135,0.375,3.875,12,4,0.493190979409522
"90",785,1166,1656,2264,3135,2700,0.155102040816327,0.240753939969906,0.232623389873741,1.36714975845411,0.308703819661866,-639.0726,4113.8595,-3088.8059,0,1500,145.491470336914,9.19103336334229,169.508529663086,-3.125,5.375,14,4,0.463007408953355
"91",800,1083,1437,1852,2003,1785,0.126178169656431,0.231843575418994,0.189238486092111,1.28879610299235,0.16453488372093,-533.8568,3308.9274,-1793.339,0,1682,171.724105834961,24.8515167236328,143.275894165039,2.5,11,35,4,0.24676645836361
"92",640,911,1203,1923,2323,1785,0.230326295585413,0.414555504375864,0.345434191588038,1.59850374064838,0.317640385706183,-271.071,3214.89,-2133.319,0,1882,98.7905578613281,22.2431182861328,143.790557861328,1.375,10.125,30,16,0.476393024245002
"93",632,812,1183,2474,2306,1569,0.353021602406344,0.667804676184565,0.52946001367054,2.09129332206255,0.321868730295214,216.8478,3510.3772,-1992.972,0,2197,135,17.0357418060303,180,-1.375,7.875,27,8,0.482733916033816
"94",1134,1533,2088,2639,3198,2764,0.116564417177914,0.206738706288459,0.174828133262824,1.26388888888889,0.209988649262202,-839.7938,4838.4048,-2936.5265,0,1427,162.552810668945,8.6913013458252,117.552810668945,1.75,3.75,12,4,0.314953182635014
"95",978,1202,1480,2019,2423,2058,0.154044012575021,0.377980364656381,0.231033004714959,1.36418918918919,0.241609018703561,-620.7752,3692.2822,-2173.6917,31.33,1620,54.4623222351074,2.05277514457703,9.46232223510742,0.25,0.75,3,128,0.362367106442936
"96",1031,1418,1770,2217,2626,2442,0.112114371708051,0.218881598276369,0.168150470219436,1.25254237288136,0.194722474977252,-815.1506,4155.7857,-2435.4534,34.66,1774,135,1.6876049041748,90,0.625,0.875,3,2,0.292050494711703
"97",873,1097,1448,1861,2655,2295,0.124811121184648,0.257963772642099,0.187188397038828,1.28522099447514,0.294174993906897,-711.8802,3581.4905,-2541.7616,56,1769,153.434951782227,2.13429999351501,161.565048217773,-0.375,0.875,3,4,0.441208724259778
"98",1056,1369,1863,2418,3539,2897,0.129642606867554,0.244407257354236,0.194441200513839,1.29790660225443,0.310255460940392,-850.2588,4602.879,-3359.2636,0,1538,122.47119140625,6.20105361938477,77.47119140625,-2,3,10,2,0.465340120314669
"99",638,833,1060,1684,2157,1765,0.227405247813411,0.478527607361963,0.341045727819275,1.58867924528302,0.34100093254585,-334.8184,2919.742,-2042.0468,40.67,1874,3.366455078125,4.05866432189941,48.366455078125,-0.125,1.625,5,64,0.511421911421911
"100",954,1258,1728,2164,2576,2234,0.112024665981501,0.202677575306805,0.168015414258189,1.25231481481481,0.197026022304833,-694.5684,3966.8706,-2347.0802,26,1591,170.537673950195,2.90182161331177,144.462326049805,-1.5,2,6,2,0.295504704379138
"101",1006,1344,1886,2428,2810,2294,0.1256374594344,0.218548387096774,0.188434349287287,1.28738069989396,0.196763202725724,-651.9608,4328.201,-2493.9098,4.67,1401,66.8014068603516,1.8175220489502,21.8014068603516,-0.25,0.75,2,1,0.295113382305973
"102",767,1171,1588,2093,2410,1871,0.137190980711763,0.215094982536843,0.205758522341437,1.31801007556675,0.2056028014007,-487.3912,3665.7265,-2110.2089,0,1548,8.13010215759277,3.37228679656982,36.8698978424072,-0.875,1.375,4,64,0.308365637113918
"103",929,1196,1563,2023,2280,1914,0.128276631344116,0.259330251437592,0.192388122124634,1.29430582213692,0.186572989851678,-595.959,3651.9675,-1993.2136,0,1613,86.9872131347656,4.53271436691284,41.9872131347656,1.25,2,6,1,0.279823077923767
"104",898,1166,1597,2096,2578,2030,0.135120498239913,0.252326051779935,0.202653309868688,1.31246086412023,0.23497005988024,-577.3188,3779.7742,-2289.685,3.34,1634,120.963760375977,13.6557855606079,165.963760375977,2.375,5.875,19,8,0.352412884684469
"105",724,963,1156,1755,2117,1833,0.205771212641704,0.45907418761496,0.3086038124678,1.5181660899654,0.293614421020471,-420.8438,3090.6484,-1984.2054,34,1659,45,4.04469108581543,0,0.25,1.5,6,1,0.440354360775928
"106",770,933,1250,1681,2132,1783,0.14704878880928,0.316260639859114,0.220535561998977,1.3448,0.260792430514488,-507.182,3075.7112,-1959.2023,18.67,1714,111.801406860352,2.56950283050537,156.801406860352,1.625,1.625,4,8,0.391130820399113
"107",716,970,1305,1859,2138,1876,0.175094816687737,0.320601851851852,0.262600726813083,1.42452107279693,0.24194016845774,-427.9046,3232.8594,-2003.377,16.67,1793,118.300750732422,3.52040505409241,163.300750732422,-0.25,1.5,5,8,0.362857557717439
"108",868,1173,1640,2040,2135,1733,0.108695652173913,0.18618506795755,0.163021328623828,1.24390243902439,0.13112582781457,-539.5364,3600.9782,-1797.7678,0,1479,164.744888305664,2.71992325782776,150.255111694336,-0.125,1.125,3,16,0.196662693682956
"109",775,1071,1568,2201,2693,2203,0.167949058105598,0.272962483829237,0.251890171110227,1.40369897959184,0.264022529922553,-464.4462,3813.9611,-2519.0676,0,1651,26.5650520324707,2.13429999351501,18.4349479675293,-0.375,0.875,3,64,0.395987328405491
