"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","folded_aspect_ns","slope","folded_aspect","tpi","tri","roughness","flowdir","satvi","tndvi","lat"
"1",1123,1577,1973,2579,3082,2926,0.133128295254833,0.252689517137853,0.199670510708402,1.30714647744551,0.219386745796241,27.1914000000003,5092.3092,1687.3192,0,1295,1.57079637050629,0.0166651234030724,43.4292036294937,-0.375,0.375,1,4,0.32904757195134,56.6564147627417,2298452.41019552
"2",1520,2066,2508,2938,3417,3209,0.0789570326845391,0.163200242902687,0.118424676397687,1.17145135566188,0.153417721518987,-194.0746,6048.2073,2076.9495,20,1273,0.785398185253143,0.0176758281886578,44.2146018147469,-0.375,0.375,1,128,0.230107163952409,53.947851634227,2266261.17425414
"3",1081,1435,1622,2126,2742,2416,0.134471718249733,0.335865653738505,0.201680672268908,1.31072749691739,0.256645279560037,-38.8667999999998,4347.0563,1556.3646,25,1259,5.30039167404175,0.0300372242927551,39.6996083259583,0.5,0.75,3,32,0.384923817161187,56.7235859124867,2280269.95990182
"4",728,1072,1204,2361,2623,1987,0.324544179523142,0.701042171594765,0.486748001682793,1.9609634551495,0.370786516853933,574.8896,3892.039,1560.7629,10,1746,5.78158140182495,0.146261930465698,39.218418598175,1.875,3.625,14,32,0.556107119529719,66.2272089761571,2251770.74684605
"5",1286,1677,1902,2186,2435,2277,0.0694716242661448,0.179564997470916,0.104194692429987,1.14931650893796,0.122896011067558,-210.4221,4550.7609,1584.1212,0,1250,1.81577503681183,0.0343457013368607,43.1842249631882,-0.25,0.75,3,1,0.184322766570605,53.4735812133072,2274893.47076368
"6",1097,1476,1765,2190,2786,2575,0.107458912768647,0.233336993521467,0.161167993932499,1.24079320113314,0.224346297517029,-95.7122999999999,4533.4718,1552.5282,5,1343,2.67794513702393,0.0372505597770214,42.3220548629761,-0.375,0.875,3,4,0.336482478303856,55.3729456384324,2271058.89871624
"7",1617,2222,2486,2845,3139,2791,0.0673419621084224,0.159286538290886,0.101003469942793,1.14440868865648,0.116088888888889,-256.200099999999,5884.2325,2156.0334,30,1523,2.39671277999878,0.411492973566055,42.6032872200012,0.125,9.625,44,2,0.174117856190561,53.3670981054211,2217628.63104185
"8",1140,1545,1734,2484,2983,2534,0.177809388335704,0.432127218253054,0.266682470072301,1.43252595155709,0.264786940852237,132.6431,4774.7084,1764.2001,15,1511,5.17603635787964,0.111341014504433,39.8239636421204,0.625,2.625,9,32,0.397138314785374,58.8904694167852,2235901.13992294
"9",1380,1758,1993,2357,3174,2933,0.0836781609195402,0.229450327786183,0.125502815768302,1.18263923733066,0.22856589897426,-252.1594,5134.0248,1761.1509,15,1222,5.81953763961792,0.0186317432671785,39.1804623603821,-0.5,0.5,1,128,0.342815674891147,54.183908045977,2245050.91100083
"10",859,1169,1344,2323,2092,1723,0.266975729479138,0.620326954758586,0.40040899795501,1.72842261904762,0.217694994179278,465.3662,3787.9715,1421.7429,5,1501,1.6332151889801,0.13280713558197,43.3667848110199,-8.875,8.875,24,2,0.326494980357922,63.3487864739569,2243284.59741092
"11",1199,1657,1882,2725,3270,2870,0.182982418059475,0.41936125758631,0.27444384156267,1.44792773645058,0.269409937888199,161.4152,5220.4846,1863.0886,40,1523,6.28318548202515,0.0166651234030724,38.7168145179749,0.375,0.375,1,64,0.404075691411936,59.1491209029737,2260771.61708015
"12",816,1137,1208,2293,2214,1783,0.309911453870323,0.792665108123904,0.46480079965729,1.89817880794702,0.293980128579778,515.9107,3725.4624,1413.3312,50,1696,2.35619449615479,0.0235658623278141,42.6438055038452,0.25,0.5,2,1,0.4409057706355,65.4955726935161,2303658.77731962
"13",1067,1374,1739,2191,2717,2380,0.11501272264631,0.244403590353628,0.172497137768732,1.25991949396205,0.219479353680431,-20.3439,4404.6788,1595.2273,0,1445,0.785398185253143,0.0353406183421612,44.2146018147469,-0.875,1.125,3,128,0.329182093571188,55.7506361323155,2271293.9410361
"14",995,1275,1543,1958,2533,2478,0.118537560696944,0.27633506458916,0.177780951020991,1.26895657809462,0.24288518155054,-83.3974,4071.8571,1289.9134,40,1497,2.81984210014343,0.0131753943860531,42.1801578998566,-0.25,0.25,1,16,0.364283085980621,55.9268780348472,2268831.88999481
"15",877,1206,1459,2227,2719,2315,0.208355941399891,0.435917811329322,0.312491523124915,1.52638793694311,0.301579703207276,233.6077,4147.6583,1515.2416,15,1767,2.44685435295105,0.129442989826202,42.553145647049,0.125,2.875,11,2,0.452315424195285,60.4177970699946,2274584.88228227
"16",845,1111,1353,1967,2149,1962,0.184939759036145,0.409497132186208,0.277367866285198,1.45380635624538,0.227298686464877,162.308,3634.4354,1248.4146,10,1754,4.33188247680664,0.0448462851345539,40.6681175231934,-0.5,1,3,16,0.340899357601713,59.2469879518072,2283186.50510509
"17",934,1212,1495,1971,2502,2397,0.13733410271206,0.302260604521209,0.20597144093466,1.31839464882943,0.251938954215662,-10.1477999999999,3985.8088,1290.8265,0,1603,4.71238899230957,0.0499583967030048,40.2876110076904,0.375,1.125,3,16,0.377861163227017,56.866705135603,2268094.76878454
"18",708,935,1126,1843,2464,2175,0.241495453014483,0.54483282674772,0.362182185553123,1.63676731793961,0.372701949860724,216.6925,3484.1422,1202.6158,30,2276,6.05638647079468,0.0555331110954285,38.9436135292053,-0.875,1.625,6,32,0.558975073109595,62.0747726507241,2278473.95891201
"19",895,1181,1326,1833,1802,1634,0.160493827160494,0.411860276198213,0.240702642823232,1.38235294117647,0.152173913043478,88.8451999999999,3397.971,1198.6086,40,1768,5.33263826370239,0.0358276851475239,39.6673617362976,0,0.75,3,16,0.228224388684673,58.0246913580247,2306520.8923914
"20",1009,1321,1524,2204,2639,2524,0.182403433476395,0.449557054079069,0.273568459165884,1.44619422572178,0.267835695411963,99.4592000000001,4268.2853,1377.0118,0,1736,4.71238899230957,8.88178419700125e-16,40.2876110076904,0,0,0,32,0.401705296024979,59.1201716738197,2289484.02415358
"21",680,921,1033,2231,2454,1855,0.36703431372549,0.899399399399399,0.550467146576811,2.15972894482091,0.407513622024663,625.3557,3567.1582,1420.585,0,1849,1.05634498596191,0.109640583395958,43.9436550140381,-0.75,2.5,9,64,0.611182795698925,68.3517156862745,2333882.00688928
"22",1241,1645,1854,2573,3111,2621,0.162412468940592,0.409406673499601,0.243591191417278,1.38781014023732,0.253172205438066,87.1662000000001,5014.3289,1872.9707,0,1687,1.57079637050629,0.0166651234030724,43.4292036294937,-0.375,0.375,1,128,0.37972006847246,58.1206234470296,2329781.37385713
