"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","slope","folded_aspect","tpi","tri","roughness","flowdir"
"1118",1696,2223,2646,3022,3448,3230,0.0663373323923783,0.152128176080272,0.0994972214871659,1.14210128495843,0.131604857236626,-270.9693,6288.421,2178.6901,25,1449,0.0294542610645294,42.0003044605255,0.125,0.625,2,4
"1119",1754,2432,3011,3514,4467,3939,0.077088122605364,0.149240446237835,0.115623323883227,1.16705413483892,0.194704466434876,-230.9444,7352.8741,2674.8071,25,1615,0.0166651234030724,41.8584072589874,0.375,0.375,1,4
"1120",1734,2431,2955,3480,4218,4003,0.0815850815850816,0.159943943456008,0.122368114365628,1.17766497461929,0.17607695524885,-236.1263,7234.8701,2442.6172,30,1543,0.0176758281886578,42.6438055038452,-0.375,0.375,1,128
"1121",1375,1818,2176,2601,2908,2686,0.0889679715302491,0.198765316621457,0.133437990580848,1.1953125,0.143981117230527,-129.1651,5259.1384,1838.6323,35,1547,0.0212427191436291,43.6265991926193,0.5,0.5,2,128
"1122",1193,1583,1870,2340,2637,2268,0.111638954869359,0.25468733066002,0.167438546490916,1.25133689839572,0.170179720434879,-29.6089999999999,4624.4425,1719.7948,30,1693,0.0823094099760056,41.0730092525482,-1.125,1.875,9,8
"1123",1502,2029,2377,2934,3774,3303,0.104876671060064,0.234743762643291,0.15730019768427,1.23432898611695,0.227117541863112,-132.8205,6087.6595,2213.1806,35,1729,0.0294542610645294,42.0003044605255,0.125,0.625,2,4
"1124",1630,2130,2516,3161,4135,3527,0.113616346661969,0.267279960218797,0.170409511228534,1.25635930047695,0.243422041798226,-102.4736,6527.2736,2425.7813,35,1674,0.0670846626162529,43.5535587072372,-0.375,1.625,5,1
"1125",1634,2099,2573,3064,3752,3464,0.0871030690083378,0.196462868117798,0.130643015521064,1.19082782743879,0.186403162055336,-190.4845,6356.842,2199.6787,25,1672,0.0263462159782648,39.9658603668213,0.375,0.625,2,16
"1126",1583,1996,2405,2933,3706,3271,0.0989134507306107,0.240371483201311,0.148356279853892,1.21954261954262,0.212894779905089,-146.4977,6076.7667,2190.857,40,1575,0.0294542610645294,41.0730092525482,-0.375,0.625,3,8
"1127",2113,2844,3267,3747,4949,4493,0.0684345594525235,0.159946684438521,0.102644522061444,1.14692378328742,0.204722492697176,-425.9553,8150.8701,2875.5428,0,1544,0.0186317432671785,42.9655561447144,-0.5,0.5,1,128
"1128",1871,2470,2960,3487,4429,3817,0.0817434465642935,0.182593028896126,0.122605661108957,1.17804054054054,0.198809040465557,-239.0527,7308.9367,2714.7154,25,1547,0.0898958370089531,41.2704048156738,-1,2,9,8
"1129",1806,2368,2850,3324,4270,3785,0.0767735665694849,0.172238372093023,0.115151024374443,1.16631578947368,0.199438202247191,-270.432,7041.8621,2543.2829,20,1547,0.0766789019107819,40.9962372779846,-0.625,1.625,8,8
"1130",1725,2367,2792,3257,4337,4008,0.0768722102826914,0.164369034994698,0.115298785023556,1.16654727793696,0.216720437649039,-313.979,7026.6818,2421.2274,25,1541,0.0242908541113138,40.8280305862427,-1,1,3,8
"1131",1418,1923,2317,2895,3361,3105,0.110897927858787,0.234463735193899,0.166330935251799,1.24946050927924,0.183867558999648,-62.2876999999997,5796.269,2004.1538,40,1645,0.0186317432671785,39.8239636421204,0.5,0.5,1,64
"1132",1499,2094,2512,3189,4400,4037,0.118751096298895,0.2411140394615,0.178111023414891,1.26950636942675,0.273148148148148,-120.8133,6699.6457,2286.4016,50,1654,0.0186317432671785,42.3220548629761,0.125,0.375,2,4
"1133",1450,2095,2401,3026,4062,3588,0.115164916159941,0.238258615431534,0.17273146015661,1.26030820491462,0.257001392542163,-123.0373,6326.1602,2268.8971,30,1711,0.0300372242927551,42.4464099407196,-0.5,0.75,3,2
"1134",1880,2567,3177,3676,4444,4132,0.0728148256238144,0.144403287417525,0.109214270080981,1.15706641485678,0.166251148143288,-270.3875,7656.7142,2649.8181,35,1577,0.0294542610645294,43.5711007118225,0.125,0.625,2,1
"1135",1395,1887,2232,2732,3473,3233,0.100725221595488,0.22075055187638,0.151072615570551,1.22401433691756,0.217528483786152,-154.4218,5700.5362,1941.8365,30,1573,0.0117845674976707,41.0730092525482,0,0.25,2,8
"1136",1367,1787,2177,2602,3316,2977,0.0889307386482528,0.196304849884527,0.133382152944869,1.19522278364722,0.20735481521937,-160.8402,5440.2172,1932.4977,40,1692,0.0300372242927551,40.8756136894226,0.5,0.75,3,8
"1137",1482,2061,2430,2864,3588,3299,0.0819795995466566,0.171406003159558,0.122957786382095,1.17860082304527,0.192422731804586,-219.8243,6026.9417,2100.1524,45,1648,0.0448462851345539,42.2389137744904,0.375,1.125,4,2
"1138",1365,1794,2071,2638,3456,3076,0.120407729878955,0.293630243397204,0.18059241957745,1.27378078223081,0.250588022435318,-95.8958999999999,5471.3681,1941.5115,40,1717,0.0503035522997379,44.5733725130558,-0.375,1.125,4,128
"1139",2130,2808,3320,3941,4765,4105,0.0855254097231786,0.196842906047927,0.12827928114026,1.18704819277108,0.178726035868893,-234.5782,8133.189,3027.9657,40,1614,0.0212427191436291,40.4850068092346,-0.25,0.5,2,8
"1140",1484,1784,2070,2249,2737,2439,0.0414447788840009,0.126412429378531,0.0621599722190068,1.08647342995169,0.138755980861244,-328.5588,4896.3278,1780.7141,0,1235,0.00589248817414045,42.6438055038452,-0.125,0.125,1,128
"1141",1554,1960,2352,2579,3145,2988,0.0460352869600487,0.112666269604924,0.0690459292304573,1.09651360544218,0.144260505730398,-345.8168,5582.9333,1900.8678,20,1273,0.0131753943860531,41.5366568565369,-0.25,0.25,1,16
"1142",1452,2035,2441,3074,3715,3539,0.114777878513146,0.231664470794906,0.172151210225727,1.25931995083982,0.206952566601689,-81.0518999999995,6231.5861,2070.6592,20,1636,0.0212427191436291,43.6265991926193,0.25,0.5,2,1
"1143",1716,2194,2547,2907,3622,3247,0.066006600660066,0.169172932330827,0.099000825006875,1.14134275618375,0.174258388717782,-310.887,6218.0124,2232.4575,25,1095,0.123669266700745,44.3095535635948,1.125,3.375,9,64
"1144",1981,2539,2885,3335,3690,3312,0.0723472668810289,0.194350868100544,0.108512177477695,1.15597920277296,0.122433460076046,-286.9446,6884.2416,2490.1726,30,1087,0.0416425801813602,41.2149062156677,0.875,1.375,6,8
"1145",1951,2637,3074,3524,4431,3789,0.0682024856016975,0.153342874667757,0.102295976358263,1.14638906961614,0.180812791472352,-321.7744,7473.111,2810.7131,20,1141,0.0249947942793369,41.8584072589874,0.5,0.75,3,2
"1146",1483,1852,2153,2478,2485,2244,0.0701792269488231,0.190080711194292,0.105257475979704,1.15095215977706,0.0715825786977145,-178.5473,4978.0827,1804.2889,35,1262,0.0333209969103336,40.2876110076904,0,0.75,2,16
"1147",1843,2541,3051,3527,4366,3889,0.0723624201885072,0.148536478811708,0.108535380405868,1.15601442150115,0.177295402453822,-278.1424,7402.8709,2675.9241,20,1311,1.77635683940025e-15,43.4292036294937,0,0,0,128
"1148",1869,2503,2965,3363,3868,3631,0.0628950695322377,0.13942408743782,0.0943351505095994,1.13423271500843,0.132152787940875,-322.1744,7035.7309,2434.9179,30,1210,0.0186317432671785,42.9655561447144,-0.125,0.375,2,2
"1149",1353,1827,2214,2711,3009,2793,0.100913705583756,0.21244763614602,0.151355192366257,1.22448057813911,0.152211372774268,-75.0367999999998,5398.7227,1872.4541,25,1733,0.0485530756413937,42.8887841701508,0,1,4,1
"1150",1534,1964,2269,2644,2804,2535,0.0763281090983106,0.197202355910812,0.114480512872698,1.165271044513,0.105460279913266,-185.7406,5361.1235,1930.3137,30,1571,0.0526559092104435,39.038565158844,0.5,1.25,4,64
"1151",683,938,1121,2254,2674,2022,0.335703703703704,0.734093559673448,0.503480965782847,2.0107047279215,0.409222661396574,570.8211,3743.8433,1502.7907,0,1710,0.0166651234030724,43.4292036294937,0.375,0.375,1,1
"1152",651,973,1037,1991,2015,1602,0.315059445178336,0.715893741557857,0.472511144130758,1.91996142719383,0.320445609436435,459.308,3251.8712,1248.9398,5,1696,0.0235658623278141,42.6438055038452,0.25,0.5,2,1
"1153",668,1008,1094,1958,2060,1668,0.283093053735256,0.614859094790777,0.424570024570025,1.78976234003656,0.306277742549144,382.856,3311.6966,1259.2776,15,1696,0.0235658623278141,42.6438055038452,0.25,0.5,2,1
"1154",848,1241,1511,2085,2442,2148,0.159621802002225,0.299457429048414,0.239399416098985,1.37988087359365,0.235517328611181,114.0779,3978.4943,1428.3913,5,1424,0.0506463386118412,43.2640550136566,0.5,1.25,3,1
"1155",864,1381,1680,2216,2781,2276,0.137577002053388,0.230359291731133,0.20633902219941,1.31904761904762,0.246805648957633,74.2355000000002,4343.9198,1683.0227,35,1450,0.0395079031586647,43.1074531078339,0,1,3,2
"1156",491,704,786,1859,2171,1601,0.405671077504726,0.927077933298773,0.608391608391608,2.36513994910941,0.4683801149814,579.9983,2941.4035,1197.4184,45,2228,0.0212427191436291,42.055802822113,-0.75,1,3,2
"1157",532,805,925,1761,2194,1795,0.311243484735666,0.629139072847682,0.46677833612507,1.90378378378378,0.40686117345303,370.5117,3064.1608,1143.7578,60,2276,0.0555331110954285,38.9436135292053,-0.875,1.625,6,32
"1158",1119,1531,1912,2548,2650,2441,0.142600896860987,0.282490894554499,0.213877368008071,1.3326359832636,0.161771153003069,116.328,4774.2194,1656.3003,0,1789,8.88178419700125e-16,43.4292036294937,0,0,0,128
"1159",1119,1531,1912,2548,2650,2441,0.142600896860987,0.282490894554499,0.213877368008071,1.3326359832636,0.161771153003069,116.328,4774.2194,1656.3003,15,1789,8.88178419700125e-16,43.4292036294937,0,0,0,128
"1160",887,1218,1489,1956,2466,2279,0.1355587808418,0.275451220950808,0.203308663474097,1.31363331094694,0.247029077117573,3.80090000000007,3928.3538,1333.891,0,1736,8.88178419700125e-16,40.2876110076904,0,0,0,32
"1161",853,1279,1540,2083,2168,1920,0.149875793541264,0.275550593727799,0.224782668690493,1.3525974025974,0.169363538295577,119.5816,3872.0816,1397.7064,30,1438,8.88178419700125e-16,40.2876110076904,0,0,0,32
"1162",889,1254,1520,2223,2334,2023,0.187817258883249,0.375815246444991,0.28168825965006,1.4625,0.211209133367929,227.0257,4013.9467,1459.9568,35,1689,0.00589248817414045,39.5022130012512,0.125,0.125,1,32
"1163",338,592,413,4711,1539,570,0.83879781420765,2.30827067669173,1.25807395843497,11.4067796610169,0.576844262295082,3233.5794,3859.9879,1708.5666,5,1695,0.0263462159782648,43.1074531078339,0,0.5,2,1
"1164",567,834,1066,2091,2016,1571,0.324675324675325,0.605005312241766,0.486935866983373,1.96153846153846,0.308241401687216,581.5315,3243.5165,1262.7562,0,1695,0.0242908541113138,42.8887841701508,-0.625,0.625,2,128
"1165",567,834,1066,2091,2016,1571,0.324675324675325,0.605005312241766,0.486935866983373,1.96153846153846,0.308241401687216,581.5315,3243.5165,1262.7562,40,1695,0.0242908541113138,42.8887841701508,-0.625,0.625,2,128
"1166",567,834,1066,2091,2016,1571,0.324675324675325,0.605005312241766,0.486935866983373,1.96153846153846,0.308241401687216,581.5315,3243.5165,1262.7562,15,1695,0.0242908541113138,42.8887841701508,-0.625,0.625,2,128
"1167",652,974,1123,1729,1788,1539,0.212482468443198,0.423420905533818,0.318667835232252,1.53962600178094,0.228443833734112,217.4698,3064.1598,1118.0783,10,1705,0.0186317432671785,42.9655561447144,0.125,0.375,2,1
"1168",869,1323,1576,2321,2540,2024,0.191172696946369,0.35405379716757,0.286722257857601,1.47271573604061,0.234207968901846,260.8588,4190.3318,1645.8568,0,1687,1.77635683940025e-15,40.2876110076904,0,0,0,16
"1169",535,871,1180,2223,2222,1573,0.306494269761975,0.492771425871681,0.459673865138828,1.88389830508475,0.306290417401529,624.5432,3455.9333,1464.6113,0,1696,0.0300372242927551,42.8412010669708,-0.5,0.75,3,2
"1170",851,1218,1434,1993,2471,2153,0.163116428363,0.33151464832167,0.244638949671772,1.38981868898187,0.265556978233035,84.3072999999999,3884.4029,1401.9702,40,1685,8.88178419700125e-16,43.4292036294937,0,0,0,128
"1171",807,1116,1209,1861,2289,1895,0.212377850162866,0.532071160437408,0.318514899853444,1.53928866832093,0.308747855917667,163.5917,3516.6567,1322.8772,40,1692,0.00589248817414045,41.0730092525482,-0.125,0.125,1,64
"1172",740,1152,1550,2356,2770,2090,0.206349206349206,0.32994923857868,0.309484193011647,1.52,0.282407407407407,360.8632,4185.6582,1720.9666,10,1452,0.0558435767889023,39.1804623603821,-0.5,1.25,5,32
"1173",668,1008,1206,1695,1968,1829,0.168562564632885,0.311703212646609,0.252800275719455,1.40547263681592,0.24007561436673,95.4742000000002,3230.9146,1091.1277,35,1699,8.88178419700125e-16,43.4292036294937,0,0,0,128
"1174",1411,1963,2136,2512,2613,2404,0.080895008605852,0.198040661540082,0.121329461116489,1.17602996254682,0.100442198357549,-186.0232,5096.4907,1813.973,0,1368,0.0235658623278141,42.6438055038452,-0.25,0.5,2,2
"1175",942,1408,1570,3974,2408,1817,0.433621933621934,0.949447077409163,0.650374244747047,2.5312101910828,0.210658622423328,1570.5436,5097.3527,1963.5789,0,1351,0.00589248817414045,42.6438055038452,-0.125,0.125,1,128
"1176",1231,1720,2021,2411,3621,3510,0.0879963898916968,0.183771557817359,0.131979695431472,1.19297377535873,0.283587380361574,-271.8465,5406.7782,1717.8097,40,1335,0.0117845674976707,39.5022130012512,0,0.25,2,32
"1177",1145,1588,1827,2278,3276,3150,0.109866017052375,0.242290748898678,0.164778955060285,1.24685276409414,0.283950617283951,-178.7453,4960.1159,1592.1615,35,1345,0.0372505597770214,39.8239636421204,-0.375,0.875,3,16
"1178",1140,1518,1798,2278,3414,3248,0.117762512266928,0.265663050697366,0.176622102293634,1.26696329254727,0.310053722179586,-158.0454,4979.6494,1602.9158,0,1337,0.0186317432671785,39.8239636421204,-0.5,0.5,1,32
"1179",981,1340,1656,2113,2843,2436,0.121252321570708,0.243473628129995,0.181854357341823,1.27596618357488,0.263836408090687,-26.0257,4334.602,1599.0123,5,1348,0.0131753943860531,43.1074531078339,-0.25,0.25,1,128
"1180",1098,1480,1827,2281,3052,2666,0.110516066212269,0.226592134158515,0.165753924790069,1.24849480021894,0.251076040172166,-68.4423999999999,4725.8869,1712.5536,35,1369,0.0176758281886578,42.6438055038452,-0.375,0.375,1,4
"1181",1022,1354,1665,2254,3104,2574,0.150293442204644,0.321506550218341,0.225411404515882,1.35375375375375,0.301740406793877,51.0662000000002,4548.037,1721.7328,25,1501,0.0636516436934471,40.4850068092346,0.375,1.375,5,16
"1182",1041,1453,1720,2088,2414,2052,0.0966386554621849,0.199934803868304,0.144938952343442,1.21395348837209,0.167876149008224,-63.4854,4192.3917,1582.2156,30,1340,0.0166651234030724,40.2876110076904,-0.375,0.375,1,32
"1183",721,1035,1123,2189,2208,1593,0.321859903381642,0.756994745064621,0.482716981132075,1.94924309884239,0.325728009606725,546.7288,3511.3505,1458.7673,0,1341,0.00589248817414045,39.5022130012512,0.125,0.125,1,32
"1184",989,1383,1749,2256,2716,2347,0.126591760299625,0.237648823474266,0.189863937086506,1.28987993138937,0.216573348264278,41.0700000000002,4427.4138,1627.5313,25,1350,0.0166651234030724,40.2876110076904,0.375,0.375,1,16
"1185",939,1280,1522,2390,2693,2021,0.221881390593047,0.484320946322955,0.332779552715655,1.57030223390276,0.277817319098458,343.6535,4243.643,1739.5838,0,1349,0,43.4292036294937,0,0,0,64
"1186",954,1243,1407,1786,2137,1985,0.118697150015659,0.308230318802863,0.178017848755284,1.26936744847193,0.205981941309255,-66.0612999999999,3639.0553,1244.2068,40,1342,0.0131753943860531,39.9658603668213,-0.25,0.25,1,64
"1187",1390,1972,2342,2755,3267,2967,0.0810280557190504,0.161757794140686,0.121530161844041,1.17634500426985,0.164913531823855,-175.1714,5683.2118,2018.9415,0,1316,0.0249947942793369,40.2876110076904,-0.125,0.625,2,8
"1188",1390,1972,2342,2755,3267,2967,0.0810280557190504,0.161757794140686,0.121530161844041,1.17634500426985,0.164913531823855,-175.1714,5683.2118,2018.9415,0,1316,0.0249947942793369,40.2876110076904,-0.125,0.625,2,8
"1189",834,1242,1492,2921,2899,2019,0.323815998187174,0.635789286349884,0.485668970205053,1.95777479892761,0.320428148485539,807.9436,4558.56,1945.3573,0,1302,0.0131753943860531,39.9658603668213,0.25,0.25,1,16
"1190",1517,2041,2344,2858,2879,2676,0.0988081507112649,0.231719412135966,0.148197981739548,1.21928327645051,0.102431552747463,-92.1844,5609.8567,1967.6246,0,1282,0.0166651234030724,40.2876110076904,-0.375,0.375,1,32
"1191",1114,1590,1747,2457,2393,1988,0.168886774500476,0.387131952017448,0.253300035676061,1.40641099026903,0.156038647342995,175.1068,4469.7283,1704.2018,0,1286,0.0186317432671785,39.8239636421204,-0.5,0.5,1,64
"1192",759,1029,1148,2825,1608,1037,0.422099169393405,1.04252144722119,0.633069082672707,2.46080139372822,0.166908563134978,1115.2554,3580.0699,1499.1855,0,1290,0.0131753943860531,40.6093616485596,0.25,0.25,1,16
"1193",944,1379,1805,2657,2786,2021,0.190945764231286,0.332397003745318,0.286386554621849,1.47202216066482,0.213678937050751,387.3283,4624.4958,1953.3914,0,1284,0.0131753943860531,39.9658603668213,0.25,0.25,1,16
"1194",1117,1520,1862,2189,2832,2413,0.0807208096766231,0.164008426120975,0.121066271751203,1.17561761546724,0.206646783127397,-136.5413,4585.9235,1722.254,0,1291,0.0131753943860531,41.5366568565369,0.25,0.25,1,4
"1195",1369,1835,2260,2759,3779,3464,0.0994221956565053,0.206113176373399,0.149118438091443,1.22079646017699,0.251531710548104,-161.3138,5853.3644,2010.6434,10,1342,0.0705931782722473,42.6438055038452,-0.25,1.5,6,2
"1196",1032,1449,1917,2554,3199,2477,0.142473719525833,0.252097514643027,0.213686682321369,1.33229003651539,0.250586395621579,150.5911,4908.3547,1991.152,35,1271,0.0242908541113138,42.8887841701508,-0.625,0.625,2,128
"1197",1032,1449,1917,2554,3199,2477,0.142473719525833,0.252097514643027,0.213686682321369,1.33229003651539,0.250586395621579,150.5911,4908.3547,1991.152,5,1271,0.0242908541113138,42.8887841701508,-0.625,0.625,2,128
"1198",1299,1728,2143,2656,3545,2968,0.106897270264638,0.222174101342573,0.160329200958433,1.23938404106393,0.24648382559775,-72.3089,5483.4793,2077.8481,20,1277,0.0166651234030724,41.8584072589874,0.375,0.375,1,4
"1199",1192,1633,2195,2822,3463,2836,0.124975084711979,0.222245852828584,0.187443946188341,1.28564920273349,0.224107458465889,96.8417000000002,5490.1272,2122.6985,0,1283,0.0412245281040668,42.6438055038452,-0.125,0.875,3,4
"1200",1271,1773,2271,2841,3610,3119,0.11150234741784,0.205464638454329,0.167237163814181,1.25099075297226,0.227682366944397,-18.5928000000002,5728.4669,2107.2483,0,1284,0.0294542610645294,43.2873066663742,0.125,0.625,2,1
"1201",1269,1771,2300,2907,3541,3020,0.116573842903783,0.211042347541896,0.174843975036006,1.26391304347826,0.21246361924328,34.6885999999999,5736.7816,2139.815,35,1286,0.0186317432671785,42.9655561447144,-0.125,0.375,2,2
"1202",1032,1560,1669,3342,2543,2097,0.333865495909,0.744614562933951,0.500748278958396,2.00239664469742,0.207502374169041,922.1522,4977.4557,1847.9311,0,1282,1.77635683940025e-15,40.2876110076904,0,0,0,32
"1203",878,1384,1411,3677,2728,1832,0.445361635220126,1.01906817772981,0.667976810454947,2.60595322466336,0.318192800193283,1428.096,4919.3815,2068.6774,0,1284,1.77635683940025e-15,40.2876110076904,0,0,0,32
"1204",1253,1737,2129,2639,3426,3185,0.106963087248322,0.211917227624034,0.160427807486631,1.23954908407703,0.233483348334833,-105.4646,5473.1299,1857.6087,30,1300,0.0186317432671785,43.8928512334824,-0.5,0.5,1,128
"1205",1254,1773,2215,3243,3333,2889,0.188347379992671,0.360499368775424,0.282495190986535,1.46410835214447,0.201514059120404,364.1533,5785.3438,2105.4012,0,1303,0.00589248817414045,42.6438055038452,-0.125,0.125,1,16
"1206",1173,1634,2101,2841,3357,2856,0.149736948603804,0.27817457334035,0.224582701062215,1.35221323179438,0.23012092341517,158.1579,5417.1352,2011.8103,45,1312,0.0186317432671785,40.7512588500977,0.5,0.5,1,16
"1207",555,925,805,4113,2173,1108,0.672631150874339,1.72958276691415,1.00884415980482,5.10931677018634,0.459368703828073,2359.0288,4237.9744,1911.8148,0,1301,0.0176758281886578,41.0730092525482,-0.375,0.375,1,32
"1208",922,1241,1547,1951,2549,2081,0.115494568324757,0.233850428339893,0.173217093039874,1.26115061409179,0.24462890625,-12.2331000000001,3954.5662,1534.2844,30,1391,0.0636516436934471,40.0902156829834,-0.25,1.5,4,16
"1209",1351,1763,2172,2555,3521,3295,0.0810239052253015,0.175510952250023,0.121523003701745,1.17633517495396,0.236957667310732,-232.3026,5534.5019,1863.3573,20,1273,0.0166651234030724,40.2876110076904,-0.375,0.375,1,64
"1210",1116,1525,1833,2419,3149,2736,0.137817497648166,0.290213946117274,0.206701940035273,1.31969448990726,0.264150943396226,12.4957000000001,4877.2393,1769.3287,25,1482,0.177707582712173,38.7864694595337,3,4.25,12,64
"1211",1152,1630,1805,2286,2366,1918,0.117575164996333,0.268595041322314,0.176341195160699,1.26648199445983,0.13450011987533,3.4648000000002,4403.436,1728.6038,0,1800,0.344422608613968,39.751175403595,2.5,8.25,27,32
"1212",1738,2363,2638,3104,3858,3705,0.0811563915012191,0.197524584604951,0.121723987810187,1.17664897649735,0.187807881773399,-316.7157,6635.3471,2207.7648,0,1270,8.88178419700125e-16,40.2876110076904,0,0,0,64
"1213",1621,2189,2410,3003,3742,3408,0.109551080731572,0.279374352209554,0.164311443613189,1.24605809128631,0.216514954486346,-173.6858,6250.526,2184.5766,30,1270,8.88178419700125e-16,40.2876110076904,0,0,0,64
"1214",1529,2034,2392,2816,3353,3092,0.0814132104454685,0.185915987020959,0.122108092541039,1.17725752508361,0.16727589208007,-209.2247,5855.6831,2043.2527,0,1270,8.88178419700125e-16,40.2876110076904,0,0,0,8
"1215",1412,1965,2335,2880,3352,2896,0.104506232023011,0.216235518171719,0.156744319815933,1.23340471092077,0.178828908035871,-63.7372999999998,5762.8942,2137.1983,0,1283,0.0166651234030724,43.4292036294937,-0.375,0.375,1,128
"1216",1179,1687,2024,2581,3351,2928,0.120955483170467,0.236678847624713,0.18141352730431,1.2751976284585,0.246883720930233,-36.6051999999998,5263.3048,1909.3128,0,1284,1.77635683940025e-15,40.2876110076904,0,0,0,128
"1217",1179,1687,2024,2581,3351,2928,0.120955483170467,0.236678847624713,0.18141352730431,1.2751976284585,0.246883720930233,-36.6051999999998,5263.3048,1909.3128,35,1284,1.77635683940025e-15,40.2876110076904,0,0,0,128
"1218",960,1313,1547,1850,2341,2014,0.0891963497203415,0.192601067887109,0.133774834437086,1.19586296056884,0.204218106995885,-109.1687,3853.8738,1433.2987,30,1442,0.0526559092104435,40.6093616485596,-0.25,1.25,4,8
"1219",829,1208,1237,3843,2334,1437,0.512992125984252,1.29048232148163,0.769412459403602,3.10670978172999,0.307196863623635,1760.2589,4621.3189,1977.199,0,1274,0,43.4292036294937,0,0,0,128
"1220",1302,1841,2356,3075,3934,3249,0.132388142146934,0.241372364710622,0.1985639326153,1.30517826825127,0.25087440381558,82.3925000000002,6075.5246,2326.7316,0,1275,0,43.4292036294937,0,0,0,128
"1221",1353,1806,2155,2705,3656,3348,0.113168724279835,0.250523822538034,0.169735623907005,1.25522041763341,0.258303218034762,-124.8939,5683.894,1950.2505,25,1273,8.88178419700125e-16,40.2876110076904,0,0,0,128
"1222",1536,1976,2321,2832,3857,3570,0.0991655346400155,0.24384424508494,0.148733870185311,1.22016372253339,0.248624150210424,-215.2792,6070.495,2063.2898,0,1265,0.0358276851475239,42.8089542388916,-0.75,0.75,3,128
"1223",1138,1532,1880,2553,3465,2904,0.151815926009474,0.3175127382525,0.22769820683433,1.35797872340426,0.296538821328344,65.9724000000001,5124.9455,1919.8138,15,1467,0.101034186780453,43.5943523645401,-0.375,2.375,7,1
"1224",1156,1568,2026,2790,3675,2937,0.158637873754153,0.304285486697467,0.237932108377453,1.37709772951629,0.28924750043852,164.3504,5433.5077,2133.4897,25,1467,0.101034186780453,43.5943523645401,-0.375,2.375,7,1
"1225",1578,2171,2399,2959,3533,3399,0.104516610675625,0.253669142960681,0.15676028739386,1.2334305960817,0.191166554281861,-189.9677,6135.5556,2032.4112,20,1258,8.88178419700125e-16,40.2876110076904,0,0,0,32
"1226",949,1307,1628,2080,2636,2175,0.121898597626753,0.238824896967135,0.182823243899151,1.27764127764128,0.236397748592871,13.7189999999999,4155.1554,1595.9499,5,1374,0.0317217446863651,43.8340954780579,0.25,0.75,2,64
"1227",931,1238,1685,2380,3441,2730,0.170971709717097,0.315421621130979,0.256426023859304,1.41246290801187,0.342567303940695,166.0397,4705.8031,1855.7729,20,1465,0.250717163085938,42.2419347763062,0,6,21,2
"1228",1272,1680,1970,2485,3277,2903,0.115600448933782,0.270142677297524,0.173381214229604,1.26142131979695,0.249094720792834,-95.5199999999999,5165.5758,1843.6825,25,1403,0.0448462851345539,43.8097100257874,0.5,1,3,1
"1229",1042,1399,1825,2620,3625,2868,0.178852643419573,0.345291869353718,0.268248790912158,1.43561643835616,0.330275229357798,204.4265,5099.8072,2014.4177,0,1607,0.0919728875160217,43.1074531078339,-0.625,2.125,8,2
"1230",1436,1918,2281,2719,3275,2967,0.0876,0.194286728176011,0.131386861313869,1.19202104340202,0.178905687544996,-165.8076,5618.2916,1990.2613,20,1309,0.0294542610645294,44.2146018147469,-0.375,0.625,3,128
"1231",1299,1705,2079,2617,3577,3132,0.114565587734242,0.251425366856716,0.17183008623443,1.25877825877826,0.264851485148515,-88.9216000000001,5463.9384,1968.722,20,1385,0.0294542610645294,43.5711007118225,0.625,0.875,3,1
"1232",1487,2059,2425,2886,3971,3593,0.0868009790999812,0.183387699896571,0.130189212086981,1.19010309278351,0.241713570981864,-242.5628,6224.3572,2182.9267,25,1385,0.0614426583051682,43.9231450557709,-0.25,1.5,5,128
"1233",1278,1745,2081,2751,3598,3063,0.138658940397351,0.296302848045286,0.207966890843249,1.32196059586737,0.267124493748899,18.5595000000003,5544.984,2054.5692,25,1696,0.168358385562897,43.2318080663681,3.375,4.375,13,128
"1234",1382,1915,2219,2612,3480,3227,0.08134961705651,0.176645091693635,0.122011797578392,1.17710680486706,0.221266888927882,-248.2279,5634.2545,1932.3548,25,1337,0.0917860493063927,43.3385437726974,0.375,2.125,6,1
"1235",1774,2408,2880,3321,3966,3555,0.0711175616835994,0.151089488831026,0.106667741675401,1.153125,0.15863277826468,-260.5652,6918.8676,2492.7913,0,1273,0.0242908541113138,42.8887841701508,-0.375,0.625,2,2
"1236",1160,1523,1842,2238,3058,2728,0.0970588235294118,0.215639294271401,0.14557039578483,1.21498371335505,0.248163265306122,-141.0097,4756.1856,1687.2035,15,1303,0.0294542610645294,43.2873066663742,0.125,0.625,2,1
"1237",1122,1735,1756,3689,3058,2431,0.355004591368228,0.831612459129238,0.532457992838123,2.10079726651481,0.270461154964686,1042.7915,5553.6854,2114.9012,0,1269,0.0186317432671785,42.9655561447144,-0.5,0.5,1,128
"1238",1108,1523,1871,2338,3312,2957,0.110952720361131,0.222169362511893,0.166409312269866,1.24959914484233,0.278024310245032,-100.6453,4951.0799,1743.4776,25,1331,0.0333209969103336,43.4292036294937,0,0.75,2,1
"1239",1245,1664,2042,2438,3356,3087,0.0883928571428571,0.184925749509667,0.132574489454302,1.19392752203722,0.243423490181549,-186.1149,5233.2518,1795.8028,25,1275,0.0235658623278141,42.6438055038452,0.25,0.5,2,1
