"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","elevation","ndvi","evi","satvi","tndvi","sr","ndsvi","Latitude","folded_aspect_ns","brightness","greenness","wetness","slope","tpi","tri","roughness","flowdir","index57","green_ndvi","moisture_index","SLA_index","cluster","weights"
"183",1051,1425,1829,2346,3034,2649,1366,0.123832335329341,0.23765744230946,0.371645933998149,56.1916167664671,1.28266812465828,0.247789430392762,41.79509982,45,4404.8891,-825.653,-2837.5717,1.01275038719177,-0.375,0.375,1,128,0.067745908850959,0.244232299124901,-0.127881040892193,0.523894595801697,"1",0.190919849361808
"184",842,1227,1679,2461,4044,3640,1637,0.188888888888889,0.314258157852435,0.61981305145453,59.4444444444444,1.46575342465753,0.413244801677442,41.92610459,126.085075378418,4662.4172,-822.2182,-4245.6727,16.9195098876953,-1.375,6.875,27,2,0.0525767829255596,0.334598698481562,-0.243351268255188,0.462680955066742,"2",0.0113090347801066
"185",817,1092,1449,2039,2891,2659,1838,0.169151376146789,0.320199717790079,0.498329685520101,58.4575688073395,1.4071773636991,0.332258064516129,41.71843858,169.824493408203,3795.9921,-669.2858,-2921.9359,9.37478256225586,-3.75,5,16,2,0.0418018018018018,0.302459278185883,-0.172819472616633,0.49634858812074,"1",0.0448629825438594
"186",948,1216,1591,1999,2754,2517,1641,0.113649025069638,0.229936880072137,0.401449775629962,55.6824512534819,1.25644248900063,0.267663981588032,41.83545843,40.9143981933594,3865.4854,-808.9356,-2669.4348,9.39236068725586,2.125,4.125,15,32,0.0449630051223677,0.243545878693624,-0.158847043972228,0.486611489776047,"1",0.0644952086582233
"187",1031,1403,1824,2340,2918,2397,1446,0.123919308357349,0.232327780279154,0.346020031628888,56.1959654178674,1.28289473684211,0.230704344158583,41.52779412,152.354019165039,4316.1603,-743.9866,-2624.1165,5.64121961593628,-4.625,5.875,16,2,0.0980244590780809,0.250333956719209,-0.109927729174591,0.554371002132196,"2",0.12976540631411
"188",1202,1664,2230,2821,3742,3273,1443,0.117006533359731,0.205579518575205,0.379740477187108,55.8503266679865,1.26502242152466,0.253181513730743,41.52693921,161.565048217773,5302.4656,-993.9052,-3554.801,3.01696133613586,0.25,1.25,4,4,0.0668567355666429,0.257971014492754,-0.140332165168368,0.51262947483191,"2",0.128159885522478
"189",950,1262,1571,2138,2948,2695,1659,0.152871393906713,0.319256756756757,0.457019581812147,57.6435696953357,1.3609166136219,0.30471343217526,41.45333387,88.3634262084961,4046.2454,-771.4762,-2895.7036,8.30048370361328,0.25,3.5,10,1,0.0448343079922027,0.257647058823529,-0.15926071569013,0.501172058134083,"1",0.068988434311178
"190",879,1189,1571,2035,2865,2365,1471,0.12867443150305,0.238217476126912,0.437507043840866,56.4337215751525,1.29535327816677,0.291704238052299,41.48863359,110.556045532227,3848.5751,-704.8138,-2695.6096,4.0725884437561,-0.25,1.75,5,1,0.0956022944550669,0.262406947890819,-0.169387755102041,0.517022357723577,"2",0.0159713228820081
"191",1036,1366,1813,2351,3364,3035,1445,0.129202689721422,0.246336996336996,0.449348140994689,56.4601344860711,1.29674572531715,0.299594359667761,41.5090058,99.4623184204102,4510.393,-898.4588,-3315.03,2.90182161331177,0.5,1.25,3,1,0.051414283481794,0.264998654829163,-0.177252843394576,0.484942244224422,"1",0.0474098554392109
"192",896,1278,1700,2316,3364,2744,1477,0.153386454183267,0.265654648956357,0.492842333892783,57.6693227091634,1.36235294117647,0.328593996840442,41.49205121,95.7105941772461,4310.6456,-716.8208,-3226.6038,4.78729057312012,0.5,2,5,1,0.10150622134905,0.28881469115192,-0.184507042253521,0.521152115211521,"2",0.0145454115023824
"193",669,874,1050,1795,2913,2769,1891,0.261862917398946,0.605002436251421,0.70505866027501,63.0931458699473,1.70952380952381,0.470098410295231,41.94987925,110.556045532227,3353.5449,-560.1838,-3136.4801,19.5957374572754,0.625,8.625,26,1,0.0253431890179514,0.345073061071562,-0.237468139337298,0.470018329405604,"1",0.0716021770166745
"194",925,1317,1682,2169,3137,2868,1477,0.126460659568943,0.228659968072119,0.452847805788982,56.3230329784472,1.28953626634958,0.301929860967006,41.36520309,38.3674926757812,4194.9341,-861.658,-3115.5814,14.3102388381958,-1,5.75,21,64,0.0447960033305579,0.244406196213425,-0.182434979268752,0.476703296703297,"1",0.089787087915697
"195",1018,1371,1831,2559,3514,2985,1603,0.165831435079727,0.307900524445948,0.472266392292582,58.2915717539863,1.39759694156199,0.314873713751169,41.81397594,116.07536315918,4684.1992,-747.9996,-3390.8697,12.2994165420532,-0.875,5.125,17,16,0.081397138021234,0.302290076335878,-0.15725341676272,0.531353820598007,"2",0.0370210343468545
"196",610,815,999,1971,2523,2055,1829,0.327272727272727,0.716602772043645,0.648970901348474,66.3636363636364,1.97297297297297,0.432708688245315,41.875219,43.4088592529297,3208.683,-176.4874,-2475.5482,11.9812116622925,0.375,5.125,18,128,0.102228047182176,0.414931801866475,-0.12283044058745,0.645383104125737,"1",0.046993683624062
"197",994,1314,1599,2099,3271,2601,1517,0.135208220659816,0.294880868129276,0.514936864798275,56.7604110329908,1.31269543464665,0.343326488706366,39.65174715,91.1233062744141,4125.1674,-827.6374,-3068.7511,11.9991388320923,4,6.25,19,128,0.114100817438692,0.23000292997363,-0.218249534450652,0.499761904761905,"2",0.712086883053863
"198",1123,1476,1822,2129,2558,2244,1623,0.0777018476335105,0.16542730897726,0.252026024426435,53.8850923816755,1.16849615806806,0.168036529680365,39.368415,100.491485595703,4123.4389,-897.743,-2241.2744,6.52698659896851,3.375,3.625,10,8,0.0653894210745523,0.181137309292649,-0.0915297631747386,0.523610427939006,"2",0.218701974124073
"199",1149,1544,1868,2197,2708,2376,1647,0.0809348093480935,0.171765688629007,0.275319567354966,54.0467404674047,1.17612419700214,0.183566433566434,39.36486713,135,4280.3915,-942.4714,-2396.7242,3.37228679656982,0.125,1.625,7,8,0.0653029110936271,0.174552258754344,-0.104179408766565,0.517672007540057,"1",0.2173592902058
"200",1341,1826,2310,2637,3127,2826,1867,0.0661006670709521,0.126931138886732,0.225379310344828,53.3050333535476,1.14155844155844,0.150266691189994,38.26024042,83.6598052978516,5107.4373,-1129.978,-2778.2507,2.16078901290894,0.125,0.875,3,128,0.0505627414748866,0.18171633430428,-0.0850104094378904,0.513434579439252,"1",0.731487721198354
"201",1464,1992,2417,2772,3531,3218,1806,0.0684139525920216,0.140984908657665,0.280911154072455,53.4206976296011,1.14687629292511,0.18728984532616,38.31346886,135,5507.9042,-1297.5206,-3211.0673,1.35022449493408,-0.75,0.75,2,2,0.0463772410727515,0.163727959697733,-0.120418848167539,0.491925465838509,"1",0.798316557606543
"202",1410,1753,2279,2787,3648,3120,1986,0.100276352151599,0.215729573636827,0.346436102910164,55.0138176075799,1.22290478279947,0.230976885439514,38.04362746,45,5361.4232,-1098.497,-3324.6693,0.675206005573273,0,0.25,2,128,0.0780141843971631,0.227753303964758,-0.133799533799534,0.51620670494536,"1",0.563591026637257
"203",644,828,1037,1741,2547,2059,1433,0.253419726421886,0.561582641991066,0.631887292509416,62.6709863210943,1.67888138862102,0.421316964285714,43.19526018,71.5650634765625,3086.696,-371.6278,-2495.8705,0.754894495010376,-0.25,0.25,1,128,0.105948762483717,0.355391202802647,-0.187966417910448,0.56233850129199,"2",0.174254765218975
"204",639,880,1083,1635,2575,2120,1414,0.203090507726269,0.412988178961544,0.611726117261173,60.1545253863135,1.50969529085873,0.40787315472936,43.15687893,135,3065.8251,-499.9024,-2542.9723,1.01275038719177,0.375,0.375,1,16,0.0969116080937167,0.300198807157058,-0.223277909738717,0.510458944739307,"2",0.0775058262017949
"205",592,784,920,1980,2157,1664,1777,0.36551724137931,0.865730153544593,0.602924451665313,68.2758620689655,2.15217391304348,0.402014949626259,43.48403972,151.699249267578,3019.3166,-5.52979999999997,-2003.7449,17.0979232788086,0.625,7.125,26,4,0.129023815755038,0.432706222865412,-0.0427846265409717,0.76625386996904,"2",0.469644867216061
"206",615,852,1084,1674,2808,2226,1445,0.213923132704859,0.413570727604094,0.664354527938343,60.6961566352429,1.54428044280443,0.442959917780062,43.20268127,90,3143.8963,-488.7584,-2787.487,5.08888754974322e-14,0,0,0,128,0.115613825983313,0.32541567695962,-0.253012048192771,0.505740181268882,"2",0.143356781952954
"207",605,859,1038,1807,2478,2121,1591,0.270298769771529,0.549521223381449,0.614247120716622,63.5149384885765,1.74084778420039,0.409556313993174,43.28810917,180,3125.6091,-338.6888,-2475.8181,0.954841256141663,-0.375,0.375,1,16,0.0776255707762557,0.355588897224306,-0.15659276546091,0.57201646090535,"1",0.0687951207502248
"208",625,885,1086,1741,2579,2189,1570,0.231694375663247,0.458619241002661,0.610967125903697,61.5847187831624,1.60313075506446,0.407366984993179,43.29936366,168.690063476562,3149.7633,-442.7638,-2578.5756,3.64697051048279,1.5,2.25,5,4,0.0817953020134228,0.325971058644326,-0.193981481481481,0.531603053435114,"1",0.0446259154692361
"209",610,834,1039,1569,2349,2055,1659,0.203220858895706,0.410343759677919,0.579902611775122,60.1610429447853,1.51010587102984,0.386658795749705,43.4404852,171.869903564453,2912.0362,-477.2674,-2361.4029,6.72136926651001,-0.75,2.75,8,4,0.0667574931880109,0.305867665418227,-0.199081163859112,0.507110536522301,"1",0.0903458873606785
"210",720,992,1209,1879,2872,2421,1511,0.216968911917098,0.448580610605249,0.611172363101801,60.8484455958549,1.55417700578991,0.407498162215143,43.34639522,90,3474.2502,-540.4672,-2858.8086,0.954841256141663,0.375,0.375,1,16,0.0852068770073682,0.308951584813654,-0.209008629762155,0.51763085399449,"1",0.0818412459690171
"211",677,956,1165,1775,2823,2426,1518,0.207482993197279,0.413447200759116,0.623542685220008,60.3741496598639,1.52360515021459,0.415747241725176,43.34712734,153.434951782227,3344.6113,-565.8588,-2854.0167,5.32285261154175,0.125,2.125,6,4,0.0756334539912364,0.299890150128158,-0.227925184862984,0.494291283764968,"1",0.0845788343866631
"212",670,964,1258,1914,2808,2456,1508,0.206809583858764,0.369535826949076,0.571744743637034,60.3404791929382,1.5214626391097,0.381210034431874,43.33383472,149.036239624023,3479.7898,-519.4236,-2841.1324,1.39176344871521,0.375,0.625,2,4,0.0668693009118541,0.330090340514246,-0.189326556543837,0.515347334410339,"1",0.0790035993072581
"213",605,859,1063,1738,2607,2185,1628,0.240985362370582,0.471434557899148,0.630976706170821,62.0492681185291,1.63499529633114,0.420708446866485,43.41319062,90,3127.0075,-418.098,-2610.9268,0.954841256141663,-0.375,0.375,1,64,0.0880634390651085,0.338467462456681,-0.2,0.535098522167488,"1",0.104165225027587
"214",590,877,1031,1871,2572,2020,1488,0.289455547898001,0.578034682080925,0.641459691966144,64.4727773949001,1.81474296799224,0.427699139605884,42.98732307,90,3174.6356,-267.9922,-2489.6469,5.08888754974322e-14,0,0,0,128,0.120209059233449,0.361717612809316,-0.157776277290119,0.613241560144215,"1",0.148406231757453
"215",735,1012,1228,1836,2924,2542,1427,0.198433420365535,0.411645226811104,0.61264298615292,59.9216710182768,1.49511400651466,0.408477842003854,42.97811213,90,3496.1983,-624.2628,-2956.5146,0,0,0,0,4,0.0698865715331138,0.289325842696629,-0.228571428571429,0.487002652519894,"1",0.0816536730892576
"216",668,909,1182,1809,2579,2190,1508,0.20962888665998,0.402749229188078,0.557091585803536,60.481444332999,1.53045685279188,0.371443764956129,43.24581626,71.5650634765625,3259.6152,-462.2804,-2549.3338,3.01696133613586,-0.75,1.25,4,16,0.0815684629901447,0.33112582781457,-0.175478577939836,0.536476868327402,"1",0.0451418226277596
"217",669,936,1208,1843,2804,2387,1525,0.208128482464766,0.389618358080746,0.596635514018692,60.4064241232383,1.52566225165563,0.397806580259222,43.2347299,78.690071105957,3387.4067,-517.6008,-2816.4486,1.21711814403534,0.25,0.5,2,1,0.080331342708534,0.32637639438647,-0.206800086077039,0.512656467315716,"1",0.0516418693509795
"218",617,881,1060,1708,2614,2160,1464,0.234104046242775,0.47072497457504,0.634372023404545,61.7052023121387,1.61132075471698,0.422972237343495,43.27534899,45,3115.5601,-443.0332,-2597.1815,0.337614715099335,0.125,0.125,1,128,0.0950984499371596,0.319428350714562,-0.209625173530773,0.530434782608696,"2",0.167588078837733
"219",1160,1557,1998,2532,3382,3069,1722,0.117880794701987,0.22934203745061,0.385837747421243,55.8940397350993,1.26726726726727,0.25724907063197,41.12373993,45,4838.2644,-975.1938,-3244.6213,1.6876049041748,-0.375,0.625,3,32,0.0485196093628895,0.238444607483492,-0.143726750084545,0.499703966844287,"1",0.138707941269537
"220",1288,1696,2124,2675,3616,3141,1732,0.114815586580538,0.239149305555556,0.389861510321401,55.7407793290269,1.25941619585687,0.25993031358885,41.12038542,71.5650634765625,5152.8438,-1049.6492,-3377.5124,0.754894495010376,-0.25,0.25,1,16,0.0702974692911055,0.223976206817662,-0.149578763312669,0.508072174738841,"1",0.145123968710658
"221",1159,1531,1854,2395,3520,3245,1712,0.127324076253236,0.280165717244951,0.464973485905666,56.3662038126618,1.29180151024811,0.310011164867882,41.24352039,180,4735.5657,-1045.1004,-3472.8811,0.954841256141663,0.375,0.375,1,4,0.040650406504065,0.220071319409068,-0.190194420963652,0.469699941164934,"1",0.109607580727954
"222",830,1077,1316,1871,2932,2369,1907,0.174144963915908,0.391617273497036,0.570554313287043,58.7072481957954,1.42173252279635,0.380414312617702,41.40842952,70.3461608886719,3588.8,-649.4732,-2820.0971,7.06204414367676,0.875,2.875,11,32,0.106206376155442,0.269335142469471,-0.22090360191547,0.507734056987788,"1",0.113635674597123
"223",860,1133,1465,2012,2997,2504,1952,0.157319528329019,0.314151160119458,0.514957983193277,57.865976416451,1.37337883959044,0.343343792021515,41.44207793,170.537673950195,3814.5214,-686.0934,-2899.509,2.90182161331177,0.375,1.125,4,4,0.0896200690783494,0.279491255961844,-0.19664603713316,0.506928697404888,"1",0.146759684175567
"224",1086,1395,1805,2324,3619,3144,1714,0.125696294502301,0.258982035928144,0.501613051894184,56.284814725115,1.28753462603878,0.334439528023599,41.25016471,45,4593.4748,-975.4578,-3551.4718,0.337614715099335,-0.125,0.125,1,32,0.0702351027650451,0.249798332885184,-0.217903415783274,0.46958981612447,"1",0.109596822167816
"225",790,1027,1284,1814,2159,1832,1916,0.171078114912847,0.36867000556483,0.381152896762015,58.5539057456424,1.41277258566978,0.254138832413593,41.47952953,124.99201965332,3240.084,-483.5666,-1968.9512,5.80822277069092,0.625,2.375,8,8,0.0819343522926585,0.277015135515663,-0.0868361439718097,0.582156611039795,"1",0.10971499608762
"226",1190,1502,1848,2308,3368,2816,1874,0.110683349374398,0.257155635062612,0.437074666922266,55.5341674687199,1.24891774891775,0.291411042944785,40.60966618,45,4568.9238,-986.5544,-3130.1062,1.01275038719177,0.375,0.375,1,16,0.0892626131953428,0.211548556430446,-0.186751233262861,0.494854202401372,"1",0.648181812238899
"227",1898,2431,2864,3598,4221,3558,1706,0.113587124729186,0.280238240684178,0.287276832968739,55.6793562364593,1.25628491620112,0.191531404375441,40.38623359,90,6798.7208,-1332.6114,-3617.1242,5.08888754974322e-14,0,0,0,64,0.0852294639413806,0.193564438547023,-0.0796777081468218,0.560261600747431,"1",0.690552972982993
"228",1534,2017,2436,2877,3311,2827,1770,0.08300395256917,0.184087493738521,0.228360156589822,54.1501976284585,1.18103448275862,0.152253349573691,40.30265558,0,5510.6262,-1157.145,-2800.1766,0.954841256141663,-0.375,0.375,1,128,0.0788530465949821,0.175725378013895,-0.0701357466063348,0.546646399391982,"1",0.551456308639977
"229",1588,2192,2777,3442,4214,3532,1841,0.106930374658305,0.202867602196461,0.308302939283416,55.3465187329153,1.23946705077422,0.205549992847947,40.28440407,63.4349479675293,6445.0148,-1206.2708,-3748.6408,1.06752026081085,0.5,0.5,1,64,0.0880454428091918,0.221867234646787,-0.100835945663532,0.545569820890791,"1",0.454187420919725
"230",1165,1499,1827,2151,2923,2632,1638,0.081447963800905,0.185079401348109,0.346068834859488,54.0723981900452,1.17733990147783,0.230736842105263,38.23081938,81.8698959350586,4310.1717,-1017.7688,-2710.9276,1.6876049041748,0.125,0.625,2,1,0.0523852385238524,0.178630136986301,-0.152148206543161,0.482395155864544,"1",0.380357257456881
"231",695,930,1394,2130,2497,1852,1709,0.208853575482406,0.348319924278277,0.425157394320956,60.4426787741203,1.52797704447633,0.283474685170907,41.94122938,137.642547607422,3511.2545,-260.8518,-2252.3865,20.9780178070068,-2,8.75,33,8,0.148309956311796,0.392156862745098,-0.0793170520855846,0.656192236598891,"2",0.0519437901707083
"232",473,725,864,2508,2262,1613,2016,0.487544483985765,0.991436497406827,0.67071805533344,74.3772241992882,2.90277777777778,0.44721689059501,41.93354458,61.4600143432617,3315.3117,459.3638,-2070.8007,15.128378868103,-0.875,6.375,22,128,0.167483870967742,0.551500154655119,0.0515723270440252,1.01251513928139,"2",0.108535816259422
"233",902,1192,1584,2195,2686,2156,1787,0.161682984916645,0.30952380952381,0.38707411310151,58.0841492458322,1.38573232323232,0.25807962529274,41.71004334,113.008865356445,3900.2124,-548.7362,-2428.0594,18.2864646911621,-6,9.5,22,16,0.109458901280463,0.296132270445822,-0.10059414054497,0.586898395721925,"1",0.0754318716241301
"234",1406,1871,2446,2979,3304,3047,1337,0.0982488479262673,0.187385740402194,0.223806625510825,54.9124423963134,1.21790678659035,0.149217391304348,41.74156209,96.3401947021484,5515.5232,-1053.7928,-2970.6265,2.16078901290894,0.125,0.875,3,2,0.0404660683356952,0.228453608247423,-0.0517268820627089,0.542326597487712,"1",0.0530641300104048
"235",800,1083,1437,1852,2003,1785,1682,0.126178169656431,0.231843575418994,0.24676645836361,56.3089084828215,1.28879610299235,0.16453488372093,41.75509494,171.724105834961,3308.9274,-533.8568,-1793.339,24.8515167236328,2.5,11,35,4,0.0575501583949314,0.262010221465077,-0.0391699092088197,0.5747982619491,"2",0.091956790598687
"236",873,1216,1752,2367,3115,2636,1448,0.149308084486526,0.242795104619029,0.420030816640986,57.4654042243263,1.35102739726027,0.28004931169098,41.90959401,158.198593139648,4259.4981,-640.8916,-2989.6045,2.56950283050537,-0.375,1.125,4,8,0.0832898626325856,0.321239185040469,-0.136446552353156,0.539425706472197,"2",0.0363429708457277
"237",962,1266,1797,2363,2684,2153,1497,0.136057692307692,0.238576968470747,0.296887202945442,56.8028846153846,1.3149693934335,0.197946886855613,41.64558806,133.492568969727,4150.2192,-574.2024,-2362.5732,12.625545501709,0.25,5.25,19,8,0.109778788505272,0.302287131441168,-0.0636021398850802,0.598227848101266,"2",0.131307245163709
"238",632,812,1183,2474,2306,1569,2197,0.353021602406344,0.667804676184565,0.482733916033816,67.6510801203172,2.09129332206255,0.321868730295214,41.88328875,135,3510.3772,216.8478,-1992.972,17.0357418060303,-1.375,7.875,27,8,0.190193548387097,0.505782105903834,0.0351464435146444,0.898982558139535,"2",0.117004019085019
"239",637,883,1105,2607,2730,2004,1928,0.404633620689655,0.841833875126107,0.63551036370747,70.2316810344828,2.35927601809955,0.423728813559322,41.79365075,73.7059555053711,3768.9079,193.5322,-2532.8035,15.7573003768921,-5.5,8,24,1,0.153358681875792,0.493982808022923,-0.0230466554243957,0.838533290447089,"2",0.0765886284921547
"240",655,1039,1587,2505,2816,1960,1698,0.224340175953079,0.322535310238212,0.41864426024753,61.217008797654,1.57844990548204,0.279127867363161,41.94378757,45,3967.0377,-148.935,-2498.6373,2.36199140548706,1.5,1.5,5,32,0.179229480737018,0.413656884875847,-0.0584476602142454,0.706230617423175,"2",0.0292001584875443
"241",1075,1476,2037,2706,3303,2764,1330,0.141049968374447,0.243573873152261,0.355584683082108,57.0524984187223,1.32842415316642,0.237078651685393,41.71600126,146.309936523438,4845.5193,-732.4966,-3044.6555,1.72100615501404,0.5,0.75,3,2,0.0888412724575573,0.294117647058824,-0.0993509735396905,0.563632576546553,"2",0.0560932258944364
"242",878,1178,1691,2309,2847,2317,1863,0.1545,0.263157894736842,0.382064558774926,57.725,1.36546422235364,0.254737769942706,41.19670028,146.309936523438,4069.7906,-551.325,-2629.5463,5.15065240859985,2.125,2.625,8,8,0.102633617350891,0.324347576713507,-0.104344453064391,0.576097804391218,"1",0.08246582027021
"243",1512,1785,2265,2830,3457,2870,1868,0.110893032384691,0.277996457390278,0.312450851900393,55.5446516192345,1.24944812362031,0.208318769660958,41.19848015,70.0169067382812,5351.3814,-1037.2422,-3009.0946,5.57096004486084,0.625,2.375,8,32,0.0927769875138296,0.226435536294691,-0.0997296007634802,0.55111976630964,"1",0.0836127529408745
"244",988,1178,1308,1908,2480,2049,1683,0.186567164179104,0.639113762249681,0.46403589811271,59.3283582089552,1.45871559633028,0.309398099260824,41.8439392,116.565048217773,3553.4328,-613.5854,-2238.049,2.13429999351501,2,2,5,2,0.0951644954736145,0.236552171095269,-0.130355515041021,0.568364611260054,"1",0.154097527240314
"245",1061,1388,1931,2479,3039,2950,1835,0.124263038548753,0.22427764590325,0.334372799517151,56.2131519274376,1.28379078197825,0.222937625754527,41.2406482,52.7651672363281,4575.4049,-848.9916,-2990.6907,7.45400953292847,-2,3.25,12,1,0.0148605777258307,0.282130850788725,-0.101486045668721,0.507887727924606,"1",0.154995083712512
"246",831,1064,1333,1850,2539,2200,1659,0.162425384857053,0.35738974146274,0.467140090380891,58.1212692428527,1.38784696174044,0.31146694214876,41.98766709,144.462326049805,3459.1885,-613.6166,-2431.5443,2.05277514457703,-1.75,1.75,3,8,0.0715340789196033,0.269732326698696,-0.156983367509683,0.523634305123125,"1",0.170049862949307
"247",1344,1581,1921,2291,2804,2491,1578,0.0878442545109212,0.247458533975388,0.28028780023278,54.3922127255461,1.19260801665799,0.186878306878307,41.82998,83.6598205566406,4490.9986,-1012.0268,-2461.7217,2.16078901290894,0.125,0.875,3,32,0.0591123701605288,0.183367768595041,-0.100686947988224,0.519265639165911,"1",0.174037136014652
"248",1362,1763,2133,2595,2775,2483,1475,0.0977157360406091,0.223016026259896,0.196190282163594,54.8857868020305,1.21659634317862,0.13080684596577,41.55593,156.801406860352,4856.3238,-964.5618,-2352.0206,1.8175220489502,-0.25,0.75,2,4,0.0555344237352606,0.190913262964663,-0.0335195530726257,0.562175043327556,"1",0.283166371610494
"249",1031,1418,1770,2217,2626,2442,1774,0.112114371708051,0.218881598276369,0.292050494711703,55.6057185854026,1.25254237288136,0.194722474977252,41.67505,135,4155.7857,-815.1506,-2435.4534,1.6876049041748,0.625,0.875,3,2,0.0363062352012628,0.21980742778542,-0.0844517860830064,0.526353276353276,"1",0.214906932439088
"250",843,1174,1518,1930,2568,2338,1832,0.119489559164733,0.218382274992049,0.385415392144867,55.9744779582367,1.27140974967062,0.25697503671072,41.25467,101.821502685547,3663.7599,-722.1672,-2478.9416,10.3730964660645,1.75,4.75,15,8,0.0468813697513249,0.243556701030928,-0.141840818141396,0.50051867219917,"1",0.159021539005701
"251",1008,1281,1646,2076,2751,2374,1747,0.115529285330467,0.244707489187344,0.376918703808982,55.7764642665234,1.26123936816525,0.251307709802138,41.41207,6.34019184112549,3964.271,-785.7738,-2550.281,2.16078901290894,0.375,0.875,3,64,0.0735609756097561,0.236818588025022,-0.139838408949658,0.516417910447761,"1",0.159978050704434
"252",1051,1308,1648,1906,2110,1960,1708,0.0725942599887451,0.164856230031949,0.184382067314088,53.6297129994373,1.15655339805825,0.122937732836615,41.44469,36.8699035644531,3660.0595,-804.6608,-1832.0932,2.3859441280365,-1,1,3,128,0.0368550368550369,0.186060983198507,-0.050796812749004,0.528270509977827,"1",0.108105545890438
"253",1001,1356,1712,2102,2634,2318,1489,0.102254850550603,0.200308166409861,0.31818704704935,55.1127425275302,1.22780373831776,0.212149102623102,41.12765,151.389541625977,3999.7625,-804.4116,-2408.8124,11.7957096099854,-0.5,5,16,2,0.0638126009693053,0.215731636784268,-0.112331081081081,0.521588089330025,"1",0.202554382692603
"254",873,1097,1448,1861,2655,2295,1769,0.124811121184648,0.257963772642099,0.441208724259778,56.2405560592324,1.28522099447514,0.294174993906897,41.22762,153.434951782227,3581.4905,-711.8802,-2541.7616,2.13429999351501,-0.375,0.875,3,4,0.0727272727272727,0.258282623394185,-0.175819309123118,0.497194763558643,"1",0.101622455540013
"255",1774,2300,2769,3222,3768,3389,1684,0.0756134201301953,0.173377219840784,0.229216061185468,53.7806710065098,1.16359696641387,0.152822395594309,41.71734,90,6272.9934,-1407.9494,-3274.5454,5.08888754974322e-14,0,0,0,128,0.0529551488053654,0.166968489677653,-0.0781115879828326,0.523221825267944,"1",0.23159524218698
"256",792,972,1251,1776,2558,2220,1800,0.173439048562934,0.3926114268621,0.514634466465415,58.6719524281467,1.41966426858513,0.34313468101864,41.7293,90,3332.7324,-587.8792,-2499.2016,12.680383682251,1.125,5.625,19,128,0.0707408957722897,0.292576419213974,-0.180433779418551,0.511668107173725,"1",0.259671170954574
"257",848,1149,1494,2271,3037,2533,1803,0.206374501992032,0.3983798195242,0.51075802714333,60.3187250996016,1.52008032128514,0.34054292650629,41.08711,75.0685806274414,4022.1168,-529.139,-2925.7,7.37130689620972,1.5,3.25,11,128,0.0904847396768402,0.328070175438597,-0.144310474755087,0.56394338217035,"1",0.143904599705089
"258",1323,1632,1940,2318,2687,2458,1465,0.0887740723344293,0.234113712374582,0.242139384116694,54.4387036167215,1.19484536082474,0.161443700021612,41.49127,73.6104736328125,4497.9905,-1001.4166,-2345.7469,4.22268724441528,-0.25,1.75,6,32,0.0445092322643343,0.173670886075949,-0.0737262737262737,0.527057753524329,"1",0.218859518939949
"259",943,1177,1520,1827,2269,2056,1726,0.0917239318792949,0.198038962714488,0.296477107797863,54.5861965939647,1.20197368421053,0.197677487463711,41.27691,63.4349479675293,3516.2339,-747.9296,-2078.5622,1.06752026081085,0.5,0.5,1,64,0.0492485549132948,0.216378162450067,-0.10791015625,0.510906040268456,"1",0.104746373555022
"260",914,1176,1450,1832,2470,2239,1712,0.116392443631932,0.259651984774334,0.390256344853973,55.8196221815966,1.26344827586207,0.260204081632653,41.54729,21.8014221191406,3556.8202,-755.4958,-2344.489,5.12871170043945,-0.875,2.125,7,32,0.0490550010617966,0.218085106382979,-0.148303114830311,0.496611547844944,"1",0.180908173078741
"261",1262,1517,1927,2575,3354,2784,1560,0.143936028431808,0.346672373207789,0.405282590173246,57.1968014215904,1.33627400103788,0.270213974626018,41.02142438,109.536651611328,4809.0472,-857.1926,-3055.2347,7.80418491363525,-0.125,3.125,11,16,0.0928641251221896,0.258553274682307,-0.131388092427053,0.546593080025472,"1",0.294543621666195
"262",886,1147,1445,1855,2519,2157,1629,0.124242424242424,0.264107188868848,0.406356413166856,56.2121212121212,1.28373702422145,0.270938446014127,41.03759159,123.690063476562,3547.5146,-697.175,-2350.2054,6.8532247543335,0,2.75,10,8,0.0774165953806672,0.235842771485676,-0.151806127114769,0.514991671293726,"1",0.162511866027309
"263",638,833,1060,1684,2157,1765,1874,0.227405247813411,0.478527607361963,0.511421911421911,61.3702623906705,1.58867924528302,0.34100093254585,40.87224412,3.366455078125,2919.742,-334.8184,-2042.0468,4.05866432189941,-0.125,1.625,5,64,0.099949005609383,0.338100913786253,-0.123145014319188,0.596106194690265,"1",0.143403449759589
"264",942,1163,1412,1642,1871,1693,1253,0.0753110674525213,0.188524590163934,0.209684787574235,53.7655533726261,1.1628895184136,0.139811148339933,40.17037858,79.2490234375,3190.3652,-717.1992,-1604.7404,18.5233058929443,-1.375,7.875,23,16,0.0499438832772166,0.170766488413547,-0.0651864503273555,0.528824476650564,"1",0.0934867791865962
"265",714,995,1304,2098,3121,2574,1826,0.233392122281011,0.43454465849387,0.615862614393854,61.6696061140506,1.60889570552147,0.410621468926554,40.883035,3.8140869140625,3744.2888,-476.5154,-3108.977,3.58425235748291,-0.125,1.375,4,64,0.0960491659350307,0.356611703847397,-0.196014562176662,0.541000515729758,"1",0.0824250399662073
