"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","elevation","ndvi","evi","satvi","tndvi","sr","ndsvi","Latitude","folded_aspect_ns","brightness","greenness","wetness","slope","tpi","tri","roughness","flowdir","index57","green_ndvi","moisture_index","SLA_index","cluster","weights"
"11",711,979,1385,2010,2952,2815,1926,0.184094256259205,0.313220406935953,0.541902017291066,59.2047128129602,1.45126353790614,0.36130966105603,41.74757342,81.0273742675781,3707.0171,-627.3394,-3112.3833,17.7753162384033,5.375,8.625,25,128,0.023755852262875,0.344931415189026,-0.189842805320435,0.478571428571429,"1",0.0756084989756897
"12",636,909,1290,1909,3148,3059,2021,0.193497968115036,0.317110655737705,0.627914836093275,59.6748984057518,1.47984496124031,0.418657052726453,41.81013216,135,3628.809,-673.4412,-3443.4835,12.2994165420532,-1.75,5,18,1,0.0143386499113904,0.35486160397445,-0.245006921099466,0.438951483099563,"1",0.0638014562252985
"13",1182,1588,2054,2732,3486,3228,1567,0.141663184287505,0.273740310077519,0.387690641638841,57.0831592143753,1.3300876338851,0.258483754512635,41.58657696,112.380142211914,5068.745,-924.0644,-3378.9122,4.38048696517944,-0.875,1.875,6,8,0.0384271671134942,0.264814814814815,-0.121260855580573,0.517228322605074,"1",0.106577524343441
"14",690,1023,1333,1837,2717,2376,1568,0.158990536277603,0.270328255739112,0.512529317368226,57.9495268138801,1.37809452363091,0.341728395061728,41.92514226,168.4248046875,3452.4178,-611.5872,-2708.8268,19.4436855316162,2.125,8.375,26,4,0.0669546436285097,0.284615384615385,-0.193236714975845,0.495281747101645,"2",0.0385891085131764
"15",656,1011,1352,1803,2973,2815,1550,0.142947702060222,0.225680544435548,0.562131545486071,57.1473851030111,1.3335798816568,0.374797687861272,41.87531776,98.1300964355469,3547.8632,-749.9578,-3152.631,14.8510627746582,3.375,7.125,22,8,0.0272978576364893,0.281449893390192,-0.244974874371859,0.432685385169186,"1",0.0492361395400968
"16",820,1120,1514,2011,2802,2419,1473,0.140992907801418,0.251213101496158,0.447584848835862,57.0496453900709,1.32826948480845,0.298424467099166,41.90651246,171.869903564453,3755.4038,-664.0572,-2713.761,6.72136926651001,0.625,2.625,9,4,0.073357594330588,0.284573618652188,-0.164346561396219,0.511314518179507,"2",0.0186659250204393
"17",560,833,1160,2047,2976,2553,1685,0.276582475834113,0.461210482529118,0.658527740843708,63.8291237917056,1.76465517241379,0.439071566731141,41.91602347,178.363418579102,3496.8602,-328.4932,-3078.8463,8.30048370361328,-2.125,4.125,13,4,0.0765056972327727,0.421527777777778,-0.184949233525781,0.551306221384325,"1",0.102020353053445
"18",547,788,1065,1493,2347,2088,1882,0.16731821735731,0.282956498743885,0.563516483516483,58.3659108678655,1.4018779342723,0.375732708089097,41.86919504,98.7905578613281,2833.3491,-513.3156,-2406.6279,22.2431182861328,1.375,10.125,30,16,0.0583990980834273,0.309074967119684,-0.222395833333333,0.473517285125278,"1",0.0656633536044944
"19",591,965,1468,2289,3643,3256,1820,0.218525419217461,0.307928887555322,0.638266653624181,60.926270960873,1.55926430517711,0.425552729407161,41.93153438,102.011474609375,4113.8251,-558.4184,-3885.6792,21.8228321075439,-3.375,9.375,34,1,0.0560950862443832,0.406883835279656,-0.228253540121376,0.48454699407282,"1",0.0153575094464659
"20",697,955,1318,1768,2694,2617,1733,0.145819831497084,0.252837397460389,0.514392523364486,57.2909915748542,1.34142640364188,0.342971086739781,41.80698412,163.610458374023,3407.1853,-693.8866,-2839.7669,4.22268724441528,1.5,2.25,6,4,0.0144982112596498,0.298567756151304,-0.207530255490811,0.449301143583227,"1",0.0540592738908328
"21",697,1033,1467,2046,3449,3123,1568,0.164816396242528,0.257493551543182,0.604698464354724,58.2408198121264,1.39468302658487,0.403173311635476,41.91592799,132.273681640625,3943.3419,-747.1084,-3639.6552,7.06204414367676,-1.125,2.875,10,1,0.0496043822276324,0.329002923026957,-0.255323020928116,0.445751633986928,"2",0.0283527834386797
"22",917,1327,1836,2394,3605,3040,1641,0.131914893617021,0.213514961353027,0.487641275383626,56.5957446808511,1.30392156862745,0.325124058077559,41.83294564,86.9872131347656,4547.3499,-832.5158,-3536.2316,4.53271436691284,0.625,1.875,6,1,0.0850263355906697,0.286750873421123,-0.201866977829638,0.490976210008203,"2",0.0580157710420955
"23",803,1151,1534,2021,2990,2479,1637,0.136990154711674,0.233977130777361,0.482705271300696,56.8495077355837,1.31747066492829,0.32183908045977,41.42342577,172.874984741211,3828.9901,-691.8344,-2884.8333,7.65304851531982,-0.375,3.125,9,4,0.0934357286524045,0.274274905422446,-0.193374575932948,0.503613256915026,"2",0.12623457802348
"24",811,1070,1310,1637,2078,1791,1679,0.110960298608755,0.239350021958718,0.339973439575033,55.5480149304377,1.24961832061069,0.22668240850059,41.4279866,76.2637329101562,3126.4337,-628.2288,-1879.5482,10.9249105453491,-1.75,4.75,14,16,0.0741793745153786,0.209456963428149,-0.118707940780619,0.527894227668494,"1",0.169595675583693
"25",903,1253,1694,2265,3447,3054,1640,0.144228340490023,0.252319929297393,0.511426626470874,57.2114170245011,1.3370720188902,0.340984244310445,41.36019532,174.289413452148,4333.7891,-826.6332,-3464.368,9.50865650177002,-1.25,4,13,4,0.0604522381172127,0.287663445139284,-0.206932773109244,0.477042965459141,"2",0.162251022182798
"26",969,1378,1792,2335,3294,3099,1430,0.131572570874727,0.233227385963405,0.442937186670599,56.5786285437364,1.30301339285714,0.295320487613055,41.39682567,82.8749694824219,4466.1691,-897.0228,-3314.1294,3.84366822242737,0.375,1.625,5,32,0.0305021116846551,0.257743064907083,-0.170367738497069,0.477407483132284,"2",0.104488065963278
"27",656,862,1086,1987,2448,1945,1768,0.293198828506346,0.628487723214286,0.5780166926015,64.6599414253173,1.82965009208103,0.385398981324278,41.37674319,54.8658065795898,3254.1414,-206.2732,-2327.8146,7.83262586593628,0.625,3.125,11,128,0.114500341452311,0.394875394875395,-0.103945885005637,0.655559221379083,"1",0.21006009321342
"28",717,1044,1295,1946,2504,2181,2289,0.200863930885529,0.375043207742828,0.477299644690091,60.0431965442765,1.5027027027027,0.31824164253751,41.02939887,116.995834350586,3451.6541,-478.3766,-2426.0452,13.9195909500122,-1.75,6,21,8,0.0689434364994664,0.301672240802676,-0.125393258426966,0.559838895281933,"1",0.245992998684524
"29",813,1111,1330,1815,2775,2367,1744,0.154213036565978,0.327835609030688,0.527950310559006,57.7106518282989,1.36466165413534,0.352009744214373,41.70435606,135,3526.4977,-696.9006,-2698.8062,4.38048696517944,0.625,1.875,7,8,0.0793465577596266,0.240601503759398,-0.209150326797386,0.490938598863944,"2",0.242626523175392
"30",906,1198,1587,1986,2468,2232,1787,0.111670864819479,0.21160373355961,0.325853778818888,55.583543240974,1.25141776937618,0.217262638717633,41.43490192,9.46232223510742,3721.8966,-713.8688,-2313.7936,2.90182161331177,-0.5,1.25,3,64,0.0502127659574468,0.24748743718593,-0.108217332734621,0.520031421838178,"1",0.125184053370183
"31",994,1388,1792,2190,2895,2691,1682,0.0999497739829232,0.181304664723032,0.35296,54.9974886991462,1.22209821428571,0.235331768721997,41.24774505,149.036239624023,4221.7084,-892.974,-2790.7079,4.16873979568481,0.875,1.625,7,2,0.0365198711063373,0.224147568474008,-0.138643067846608,0.488512157037698,"1",0.189888096873345
"32",972,1326,1721,2236,3041,2727,1589,0.130149102855699,0.244168405082496,0.415748031496063,56.5074551427849,1.2992446252179,0.277194456110878,41.71628536,66.0375137329102,4232.6942,-812.2544,-2944.0965,13.8323030471802,-2.25,5.75,19,128,0.0544382801664355,0.255474452554745,-0.152548796664772,0.502697841726619,"1",0.276593116663026
"33",1037,1333,1711,2052,2617,2427,1539,0.0906191868190274,0.187713310580205,0.313965576989719,54.5309593409514,1.19929865575687,0.209334565619224,41.10580198,45,3981.7363,-870.9288,-2453.4156,5.05115270614624,-0.125,1.875,7,32,0.0376685170499603,0.212407680945347,-0.121010923109874,0.495891735137748,"1",0.197167820871215
"34",957,1197,1459,1728,2084,1864,1275,0.0844053969250078,0.203448797458781,0.264568929024975,54.2202698462504,1.184372858122,0.176404177250917,40.17470535,83.6598205566406,3363.4513,-745.898,-1838.1607,2.16078901290894,0.125,0.875,3,32,0.0557244174265451,0.181538461538462,-0.093389296956978,0.520012037315679,"2",0.0726166802347021
"35",954,1333,1821,2374,3298,3015,1498,0.131823599523242,0.2249430523918,0.432757105186053,56.5911799761621,1.30367929708951,0.288532916585271,40.59481139,8.13010215759277,4468.9506,-840.1086,-3280.2515,1.6876049041748,0.125,0.625,2,64,0.0448281324251544,0.280820070137578,-0.162905500705219,0.490901571546733,"2",0.315718213010183
"36",876,1281,1805,2476,3575,2839,1538,0.156739079654286,0.248998070357726,0.493448564259827,57.8369539827143,1.37174515235457,0.328996282527881,40.56199429,122.47119140625,4520.5598,-677.6692,-3423.1524,6.20105361938477,-2,3,10,2,0.11474898659183,0.318072930529678,-0.18162287225252,0.533161068044789,"2",0.283238029844367
"37",793,1034,1371,1805,2480,2178,1644,0.136649874055416,0.265638389031705,0.431909645592626,56.8324937027708,1.31655725747629,0.287977148792521,40.93834621,50.1944274902344,3400.2303,-631.7234,-2390.5146,3.72386717796326,0,1.5,5,64,0.0648346930012881,0.271574498062698,-0.157526254375729,0.508593970132432,"2",0.137684330507535
"38",798,1048,1354,1735,2460,2289,1505,0.123340887018453,0.245806451612903,0.434919386551317,56.1670443509226,1.28138847858198,0.289984268484531,40.93872492,8.13009643554688,3365.3164,-708.0828,-2436.9192,1.6876049041748,-0.625,0.875,3,64,0.0360075805432723,0.246855910887531,-0.172824791418355,0.476255833104584,"1",0.141058432774493
"39",735,965,1243,1701,2308,2003,1759,0.155570652173913,0.313913639479095,0.449809939462199,57.7785326086957,1.36846339501207,0.299915516755843,40.90542551,176.987213134766,3162.5029,-551.8168,-2213.6847,4.53271436691284,-0.5,2,6,4,0.0707492461145906,0.276069017254314,-0.151409329009728,0.524029574861368,"2",0.157031382329602
"40",1796,2317,2705,3139,3913,3508,1250,0.0742642026009582,0.183898305084746,0.273778046385133,53.7132101300479,1.16044362292052,0.182532487156241,40.4973374,161.565048217773,6256.916,-1484.7964,-3451.2374,0.754894495010376,-0.5,0.5,2,4,0.0545748551408166,0.150659824046921,-0.109756097560976,0.505230967326573,"1",0.188571663668803
"41",1595,2056,2357,2798,3679,3446,1256,0.0855480116391853,0.221452244652004,0.328501615174356,54.2774005819593,1.18710224862113,0.219019218025182,40.69609258,141.340194702148,5644.8833,-1382.1066,-3402.5703,3.05436992645264,0.75,1.25,5,8,0.0327017543859649,0.15286361763494,-0.136019762235603,0.482164397725314,"1",0.455252295192369
"42",1024,1387,1812,2180,2757,2417,1384,0.0921843687374749,0.171226502884794,0.310208994419521,54.6092184368738,1.20309050772627,0.20682862770847,40.7046426,133.264297485352,4157.559,-843.328,-2528.9366,11.0090160369873,1.625,4.625,16,2,0.0657131812910707,0.222315671432576,-0.116872594693133,0.515488295105226,"1",0.35469010552526
"43",1544,1845,2246,2628,2820,2636,1203,0.0783750512925728,0.211049723756906,0.169939800651337,53.9187525646286,1.17008014247551,0.113304382155547,40.61853266,180,5055.5132,-1124.3064,-2390.8095,1.90915238857269,0,0.75,2,4,0.0337243401759531,0.175050301810865,-0.0352422907488987,0.538303973781237,"1",0.316362361530438
"44",1250,1669,2050,2450,3288,3047,1361,0.0888888888888889,0.186011904761905,0.347850519808935,54.4444444444444,1.19512195121951,0.231922068190333,40.48323728,148.240524291992,4852.9798,-1117.7342,-3114.0059,5.875572681427,-2.125,2.875,10,4,0.0380426203630624,0.18960912842923,-0.146043917741373,0.480674906807926,"1",0.199593741127283
"45",843,1071,1424,1692,2169,1927,1538,0.086007702182285,0.171158513220079,0.310978155002087,54.3003851091142,1.18820224719101,0.207347620372947,40.41361947,23.9624938964844,3263.5529,-690.8796,-1999.4672,9.3218355178833,0.25,4,14,64,0.05908203125,0.224755700325733,-0.123543123543124,0.504923903312444,"1",0.27188521815195
"46",1037,1384,1836,2253,2674,2684,1477,0.101980924431401,0.189804278561675,0.278683072830063,55.0990462215701,1.22712418300654,0.185809312638581,40.51200223,18.4349365234375,4244.8575,-874.907,-2599.6928,0.754894495010376,0,0.25,2,32,-0.00186636804777902,0.238933186692329,-0.0854475339963467,0.498451327433628,"1",0.0503789505630133
"47",986,1364,1835,2287,2976,2640,1464,0.10965550703542,0.19142808741318,0.355710277460251,55.482775351771,1.24632152588556,0.23716483059655,40.50280709,135,4304.0612,-822.361,-2821.9182,2.36199140548706,0.25,1,4,2,0.0598290598290598,0.252807450013695,-0.130913927417823,0.511061452513967,"2",0.0414582096448222
"48",871,1168,1577,2115,2459,2068,1424,0.145720476706392,0.266574175007432,0.327759197324415,57.2860238353196,1.34115409004439,0.218533201189296,40.50472199,90,3755.2427,-553.7656,-2226.6419,0,0,0,0,64,0.0863706648994919,0.288455680779775,-0.075207695671185,0.580246913580247,"2",0.0409472227279553
"49",906,1215,1686,2008,2347,2065,1305,0.0871683811586356,0.151031894934334,0.245816288583116,54.3584190579318,1.19098457888493,0.163897842796925,40.47431599,163.178588867188,3728.31,-702.8236,-2117.2528,10.6017007827759,-1.125,4.375,14,2,0.0639165911151405,0.246044058330748,-0.077841561423651,0.535323913623034,"2",0.0288502824076249
"50",726,934,1181,1632,2674,2485,1544,0.160327052968361,0.344379963347587,0.580858513811438,58.0163526484181,1.38187976291279,0.387289234760052,40.40190166,19.093505859375,3235.3094,-693.2622,-2771.8758,12.9135932922363,2.125,5.625,19,32,0.0366350067842605,0.272018706157444,-0.241987923827218,0.445171849427169,"1",0.069582671601377
"51",886,1185,1561,1976,2631,2265,1531,0.117331071529545,0.220838654746701,0.382826475849732,55.8665535764772,1.26585522101217,0.255248091603053,40.37887254,120.963760375977,3735.0232,-710.3176,-2467.0256,14.9627208709717,-0.625,5.875,22,8,0.0747549019607843,0.250237266687757,-0.142174951161276,0.516466283324621,"2",0.098963313382867
"52",822,1080,1400,1838,2805,2354,1414,0.13526868437307,0.268777614138439,0.501129473308762,56.7634342186535,1.31285714285714,0.334126040428062,40.49189254,125.537673950195,3565.5224,-702.101,-2710.9717,2.05277514457703,-0.5,0.75,3,8,0.0874200426439232,0.259766963673749,-0.208270514753392,0.489611081513053,"2",0.0281042641470321
"53",770,1031,1435,1805,2115,1849,1514,0.114197530864198,0.19931049342814,0.287283481199831,55.7098765432099,1.25783972125436,0.191549295774648,40.59510533,128.659805297852,3279.8866,-556.7674,-1935.5466,3.05436992645264,-1,1.25,5,8,0.0671039354187689,0.272919605077574,-0.0790816326530612,0.549634591961023,"1",0.0751413502988724
"54",766,969,1317,1769,2589,2157,1444,0.146467919637071,0.287751464222052,0.488416741328555,57.3233959818535,1.34320425208808,0.325652841781874,40.40738133,141.115509033203,3340.2042,-597.2486,-2490.7246,9.42157936096191,-0.375,3.625,14,8,0.0910240202275601,0.29218407596786,-0.188159706287288,0.509211283822683,"2",0.0310360867869039
"55",830,1093,1430,1803,2740,2354,1379,0.115372718836994,0.224212551094013,0.471166526795348,55.7686359418497,1.26083916083916,0.314148681055156,40.40169675,174.17366027832,3546.0068,-745.8594,-2656.0171,11.5975980758667,2.5,5.25,16,4,0.0757754220651747,0.245165745856354,-0.206251375742901,0.476479915433404,"2",0.0342377446170955
"56",802,1070,1451,1914,2705,2300,1540,0.137592867756315,0.251302648719062,0.452544207867196,56.8796433878157,1.31909028256375,0.301732435033686,40.69862704,139.969741821289,3595.802,-645.541,-2603.2713,7.74697351455688,-0.25,3,12,8,0.0809190809190809,0.2828418230563,-0.17124918813596,0.510263929618768,"2",0.143197859069194
"57",577,799,1095,1527,2157,2024,1693,0.164759725400458,0.286434159925739,0.489777094542659,58.2379862700229,1.39452054794521,0.326568265682657,40.72474519,113.498565673828,2830.1493,-495.7996,-2211.9522,11.8048343658447,0.875,4.625,16,1,0.0318105716335805,0.312983662940671,-0.171009771986971,0.489579993587688,"1",0.0789824498500418
"58",781,1028,1336,1769,2566,2244,1350,0.139452495974235,0.275550464553901,0.472773862908392,56.9726247987118,1.32410179640719,0.315222962583291,40.57371169,95.9061279296875,3385.0255,-654.155,-2501.7232,6.9262490272522,-0.125,2.875,8,16,0.0669438669438669,0.264926707186271,-0.183852364475202,0.49413407821229,"1",0.118027483557375
"59",932,1273,1786,2323,2848,2377,1396,0.130688732051594,0.221900826446281,0.343726399827382,56.5344366025797,1.3006718924972,0.229175658178679,40.48654211,90,4183.399,-652.3844,-2618.4019,0,0,0,0,128,0.0901435406698565,0.291991101223582,-0.101527750918584,0.558011049723757,"2",0.0134321163219996
"60",650,839,1065,1738,2894,2578,1719,0.240099892971816,0.517055931161647,0.692890516479353,62.0049946485908,1.63192488262911,0.461985349835817,40.80853973,153.434951782227,3264.1998,-537.2736,-3033.9073,1.06752026081085,-0.5,0.5,1,4,0.0577485380116959,0.348855258051998,-0.249568221070812,0.477079330222344,"1",0.159736635738144
"61",751,975,1303,1697,2175,1933,1576,0.131333333333333,0.253637182953521,0.376024148339802,56.5666666666667,1.30237912509593,0.250718803910293,40.37549572,100.304840087891,3151.2343,-569.205,-2062.8668,5.32285261154175,-0.5,2.25,7,8,0.0589094449853944,0.270209580838323,-0.123450413223141,0.524412855377009,"1",0.122565163725266
"62",702,1005,1335,1702,1987,1608,1428,0.120842937108989,0.206272482014388,0.294356659142212,56.0421468554495,1.2749063670412,0.19626730885009,40.4445815,98.1301040649414,3066.8304,-484.523,-1747.4848,1.6876049041748,-0.125,0.625,2,1,0.105424200278164,0.25748060583672,-0.077256709135267,0.578321440706762,"1",0.296485185533576
"63",899,1254,1703,2181,2863,2328,1476,0.123069001029866,0.211224038886434,0.381035804226432,56.1534500514933,1.28068115091016,0.254051686377573,40.32061078,153.434951782227,4028.3891,-683.194,-2633.1789,10.555380821228,0.875,4.375,15,8,0.103062993642843,0.269868995633188,-0.135210150674068,0.541056809724634,"2",0.0615072264503637
"64",798,1011,1353,1734,2306,2023,1518,0.123420796890185,0.246251292657704,0.390627134854488,56.1710398445092,1.28159645232816,0.260453675867723,40.46249108,149.036239624023,3271.875,-621.5262,-2184.1917,1.39176344871521,0.625,1.125,5,2,0.0653730653730654,0.263387978142076,-0.141584158415842,0.513625592417062,"1",0.0846140250884455
"65",1118,1482,1927,2524,3465,3029,1543,0.134127162435408,0.261750263065591,0.427816411682893,56.7063581217704,1.30980799169694,0.285237388724036,40.0863482,27.4744319915771,4772.8168,-899.2828,-3320.5761,6.69634675979614,1.5,2.75,10,128,0.0671388974437943,0.260109835247129,-0.157121389213558,0.509281678773204,"1",0.424436804488466
"66",696,961,1305,1803,2608,2264,1788,0.16023166023166,0.282057091073856,0.499425067075508,58.011583011583,1.3816091954023,0.332992588806542,40.3802634,110.556045532227,3352.5198,-570.4546,-2581.8469,12.0571928024292,5.5,6.25,19,2,0.0706075533661741,0.304630969609262,-0.182498299705282,0.505183524796862,"2",0.0305434836703444
"67",535,712,934,1526,2069,1912,1797,0.240650406504065,0.474587141253808,0.566838688197103,62.0325203252033,1.6338329764454,0.377955377955378,40.37804176,27.8972702026367,2679.0937,-346.6814,-2129.1015,9.10674953460693,1.25,3.75,14,64,0.0394373273046973,0.363717605004468,-0.151043115438108,0.536191145467323,"1",0.0299392405227481
"68",767,1011,1320,1768,2543,2264,1612,0.145077720207254,0.284516702654642,0.474828523359648,57.2538860103627,1.33939393939394,0.316593321252912,40.43132094,15.255126953125,3364.2789,-641.559,-2503.8158,2.71992325782776,0.375,1.125,3,64,0.0580403578115249,0.272400143936668,-0.179772674553468,0.493303571428571,"2",0.0799491839189953
"69",629,844,1052,1843,2528,2050,1921,0.273229706390328,0.57510542387669,0.618349392542941,63.6614853195164,1.75190114068441,0.412290502793296,40.90785861,120.068580627441,3158.8391,-305.2362,-2468.9594,5.22670364379883,-1.125,2.375,7,1,0.104412407164701,0.371790100483811,-0.156714710592542,0.594132817537073,"1",0.0709522037003699
"70",651,840,954,1532,2054,1698,1612,0.232502011263073,0.608549168245947,0.548446069469835,61.6251005631537,1.60587002096436,0.365691489361702,40.66652747,74.0545959472656,2745.6471,-379.1224,-1942.2428,3.47174119949341,0.5,1.5,5,32,0.0948827292110874,0.291736930860034,-0.145566090351366,0.577677224736048,"2",0.153282433505886
"71",766,1030,1369,1943,2481,2047,1577,0.173309178743961,0.325175617493768,0.433190494740943,58.6654589371981,1.41928414901388,0.288831168831169,40.83960825,91.6365737915039,3463.6978,-489.8062,-2319.7737,8.30048370361328,-1,3.5,11,1,0.0958480565371025,0.307097208207198,-0.121609403254973,0.568793911007026,"2",0.16185278417061
"72",863,1182,1543,1837,2220,2044,1372,0.0869822485207101,0.158970476911431,0.269828616978876,54.3491124260355,1.19053791315619,0.179909646558597,40.66746734,177.614059448242,3492.5605,-722.1206,-2051.8662,11.3194923400879,1.375,5.125,16,2,0.0412757973733583,0.216959258032461,-0.0944047325610057,0.512127125731809,"1",0.130063133724328
"73",560,774,1069,1541,2089,1998,1694,0.180842911877395,0.314164004259851,0.484407155295235,59.0421455938697,1.44153414405987,0.32298923369221,40.57645576,32.47119140625,2794.0732,-451.1732,-2157.3721,3.10963296890259,-0.25,1.25,4,128,0.0222657205774407,0.331317494600432,-0.150964187327824,0.502445386371047,"1",0.0764982970862858
"74",734,932,1203,1455,1485,1428,1354,0.0948081264108352,0.198800883559482,0.157336804909801,54.7404063205418,1.20947630922693,0.104910714285714,40.46238975,58.3924980163574,2682.1518,-521.7852,-1303.1775,7.2492527961731,3.5,4,13,128,0.01956745623069,0.219103477167993,-0.0102040816326531,0.553021664766249,"1",0.0237314764129037
"75",635,839,1017,1529,2029,1740,1710,0.201099764336214,0.446070744032061,0.498276710979813,60.0549882168107,1.50344149459194,0.332239001969796,40.91932519,42.6140556335449,2763.0459,-414.6512,-1944.5786,15.8061876296997,0.875,6.375,23,128,0.0766781639692226,0.291385135135135,-0.14052838673412,0.554588320638375,"1",0.183998412715385
"76",737,1065,1434,1908,2220,1891,1548,0.141831238779174,0.237689298967004,0.322615952934738,57.0915619389587,1.33054393305439,0.215106732348112,40.43445593,8.13010215759277,3383.7057,-499.1634,-2033.0029,3.37228679656982,-0.875,1.375,4,64,0.0800291899781075,0.283551967709384,-0.0755813953488372,0.573834586466165,"1",0.0610626355666779
"77",916,1238,1819,2426,2870,2245,1393,0.142991755005889,0.234507804048833,0.336176564665743,57.1495877502945,1.33369983507422,0.224141608018767,40.48559078,90,4232.3944,-543.7314,-2565.9466,0.477453768253326,-0.125,0.125,1,64,0.122189638318671,0.324235807860262,-0.0838368580060423,0.596948818897638,"2",0.0158400480083001
"78",1151,1556,1991,2343,2868,2538,1403,0.0812182741116751,0.155545735749006,0.270706862845972,54.0609137055838,1.1767955801105,0.180489812718666,39.32085749,112.380142211914,4498.0241,-948.2062,-2582.012,12.9424085617065,-4,6,21,16,0.0610432852386237,0.201846627340344,-0.100748416810593,0.517332744535217,"1",0.189186288432041
"79",915,1116,1479,1790,2416,2207,1492,0.0951361272560416,0.204470742932281,0.360800924143242,54.7568063628021,1.21027721433401,0.240564826700899,39.16019283,93.2704772949219,3497.9571,-767.313,-2298.704,16.2853260040283,-1.75,6.5,22,16,0.045208738914125,0.231933929800413,-0.148834997622444,0.485621269669018,"2",0.337502399805489
"80",1024,1348,1754,2405,3523,3031,1817,0.156528011541236,0.31,0.50279488394126,57.8264005770618,1.37115165336374,0.33522834944097,41.28487002,165.963760375977,4549.262,-826.3658,-3443.1019,1.96786379814148,0,0.75,3,2,0.0750686603600854,0.2816413535838,-0.18859649122807,0.502612330198537,"2",0.132325328592487
"81",904,1193,1518,1922,3011,2617,1830,0.117441860465116,0.237591155022348,0.49442543327078,55.8720930232558,1.26613965744401,0.329653345109296,41.28546953,15.9453954696655,3833.2542,-838.9696,-2947.6698,6.91817474365234,1.5,3,10,64,0.0700071073205402,0.234028892455859,-0.22075815933509,0.464812575574365,"1",0.0920042823688986
