"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","slope","folded_aspect","tpi","tri","roughness","flowdir","satvi"
"82",985,1291,1695,2138,2624,2325,0.115575267414558,0.225033018388703,0.173340289552628,1.26135693215339,0.215096087057189,3.76040000000017,4256.9622,1524.0767,10,1414,0.16443757712841,41.3610646724701,-1,4,12,8,0.322606783192499
"83",807,1190,1501,2007,2467,2165,0.1442417331813,0.254963216769122,0.216331765711843,1.33710859427049,0.243447580645161,75.5759000000002,3910.3335,1407.8872,15,1483,0.0212427191436291,38.914210319519,0.5,1.25,3,64,0.365125362227542
"84",1074,1534,1837,2505,3085,2849,0.153846153846154,0.305134295633108,0.230742659758204,1.36363636363636,0.253555465258025,66.6489999999999,4930.0134,1672.1837,25,1511,0.112105131149292,43.3921835422516,-1.125,2.875,8,2,0.380294565769426
"85",1651,2159,2599,2975,3228,3179,0.0674560459275206,0.151919191919192,0.101174993272939,1.1446710273182,0.107945769692809,-252.5118,6119.1975,2023.6909,0,1536,0.0131753943860531,42.1801578998566,-0.25,0.25,1,1,0.161904761904762
"86",1061,1673,2119,2705,3384,2980,0.121475953565506,0.196314907872697,0.182195046118769,1.27654554034922,0.229874613846993,30.3271999999999,5379.3274,1942.694,0,1376,0.0186317432671785,43.8928512334824,-0.5,0.5,1,128,0.344780594167348
"87",1139,1706,2147,2739,3524,3404,0.12116250511666,0.20905431174518,0.181725161158293,1.27573358174197,0.242814318462352,-39.5804999999999,5585.354,1802.1879,0,1308,0.0333209969103336,43.4292036294937,0,0.75,2,1,0.364189367892092
"88",1213,1641,2007,2572,2719,2296,0.123389386328893,0.256003624830086,0.185063871601703,1.28151469855506,0.15065594583157,63.4146000000002,4893.5801,1850.3288,35,1569,0.0503035522997379,43.0025762319565,-1.125,1.625,4,4,0.225960012694383
"89",858,1168,1343,2353,2089,1688,0.273268398268398,0.634900678903696,0.409847152712025,1.75204765450484,0.217365967365967,495.1822,3795.0243,1445.3208,5,1501,0.13280713558197,43.3667848110199,-8.875,8.875,24,2,0.326001456664239
"90",1220,1636,1949,2306,2903,2589,0.0839012925969448,0.183982683982684,0.125837151921043,1.18317085684967,0.196619950535862,-161.2158,4833.1409,1735.3835,30,1307,0.00589248817414045,39.5022130012512,0.125,0.125,1,32,0.294899536321484
"91",876,1232,1560,2041,2992,2815,0.133574007220217,0.248861754966887,0.200333194502291,1.30833333333333,0.314586994727592,-43.3241999999999,4307.7098,1402.5003,30,1527,0.0416425801813602,38.7168145179749,0.125,0.875,3,64,0.471828665568369
"92",840,1211,1519,2226,2694,2314,0.188785046728972,0.350624876016663,0.283139767721266,1.46543778801843,0.278898647044861,207.8709,4166.7078,1517.1351,10,1675,0.343735635280609,42.0695006847382,-2.25,9,25,4,0.418298326806693
"93",1079,1449,1715,2226,2626,2316,0.129662522202487,0.288733190190982,0.19446911074464,1.29795918367347,0.209859479382631,5.45780000000019,4401.9837,1586.06,5,1585,0.0474716164171696,44.3389568328857,0.125,1.125,4,128,0.314752965564897
"94",896,1232,1511,1952,2021,1688,0.127346231591106,0.256454989532449,0.19099177132958,1.29185969556585,0.144394110985277,69.7504,3670.7448,1401.3656,70,1254,0.275756448507309,40.5254468917847,-2.125,6.875,20,16,0.21656050955414
"95",1151,1580,1991,2453,2366,2114,0.103960396039604,0.200260078023407,0.155923050961863,1.23204419889503,0.0860683956851044,30.2040999999999,4626.2016,1683.0479,25,1361,0.0665681660175323,41.8584072589874,0,1.5,4,4,0.129087779690189
"96",938,1305,1569,2088,2275,1984,0.141919606234619,0.290398388540734,0.21285030758715,1.33078393881453,0.18366285119667,79.0551000000002,3967.314,1449.1579,35,1294,0.0542733334004879,42.8624744415283,-0.5,1.25,4,1,0.275458447132267
"97",1006,1406,1656,2197,2607,2289,0.140410070075266,0.294726519938985,0.210587777345271,1.32669082125604,0.223082336382829,39.2664000000001,4307.7962,1555.7087,0,1433,0.0956312716007233,40.2441601753235,-1.375,2.625,11,16,0.334584261756773
"98",801,1123,1484,2029,2700,2256,0.15513805863934,0.276565513041713,0.232673971822969,1.36725067385445,0.290630975143403,108.1688,3978.235,1495.3788,0,1419,0.0784551426768303,40.8462104797363,-0.5,2,7,8,0.435894372087466
"99",742,995,1231,1923,2300,1921,0.219403931515536,0.461949265687583,0.32905373276272,1.5621445978879,0.302747097139621,242.7369,3510.2366,1304.686,0,1622,0.133570894598961,43.3048486709595,0.375,3.125,9,1,0.454056349992921
"100",844,1143,1348,1889,2092,1952,0.167130058696324,0.370751096491228,0.250656370656371,1.4013353115727,0.216279069767442,95.4171000000001,3579.8851,1208.1809,30,1643,0.0212427191436291,40.0902156829834,-0.25,0.5,2,32,0.324371457636971
