"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","slope","folded_aspect","tpi","tri","roughness","flowdir","split"
"500",770,1102,1228,2097,2408,1930,0.261353383458647,0.588593876998104,0.391971132160577,1.70765472312704,0.324532453245325,346.4416,3694.4957,1422.0044,30,1844,0.0395079031586647,39.038565158844,-0.25,1,3,64,TRUE
"501",651,970,1175,1967,2227,1865,0.252068746021642,0.478781284004353,0.378042959427208,1.67404255319149,0.30922986478542,335.0211,3439.8743,1270.936,45,1942,0.139644548296928,44.7909770607948,-2.25,3.25,13,64,TRUE
"502",701,1040,1288,1968,2365,2061,0.208845208845209,0.382926005180764,0.313219714417319,1.52795031055901,0.29482617027101,223.9989,3630.4406,1296.0564,50,1990,0.0176758281886578,42.6438055038452,0.375,0.375,1,4,TRUE
"503",626,908,984,2438,2442,1711,0.42489772063121,0.996436403508772,0.637253469685902,2.47764227642276,0.425569176882662,847.0312,3605.5797,1513.8551,0,2020,0.0835539847612381,43.3295350074768,-0.5,2,5,1,TRUE
"504",892,1256,1437,2414,2816,2238,0.253700337574656,0.561881757533931,0.380501103466182,1.67988865692415,0.324241711732894,387.5946,4279.2864,1661.86,30,1876,0.273013293743134,42.7916548252106,-2.875,6.125,26,2,TRUE
"505",571,843,901,2276,2192,1517,0.432798237330815,1.01088075283047,0.649095200629426,2.52608213096559,0.417394115745231,814.4978,3305.6846,1395.7813,0,2245,0.169348016381264,42.6782746315002,-1.625,3.875,15,4,TRUE
"506",677,1006,1123,2177,2698,2104,0.319393939393939,0.686466067474274,0.479018330555976,1.93855743544078,0.41219576027218,478.6365,3754.1732,1470.9317,60,1880,0.469612717628479,41.2954564094543,1.625,11.625,38,4,TRUE
"507",586,871,955,2076,2353,1778,0.369844935664797,0.821365767878077,0.554675903018308,2.1738219895288,0.422611850060459,581.0481,3345.8058,1336.9151,35,1944,0.0657857209444046,43.7509542703629,0.25,1.5,5,128,TRUE
"508",570,807,842,1813,2216,1649,0.365725047080979,0.936896950984176,0.548484277913764,2.15320665083135,0.449313276651406,467.2127,3030.0088,1232.0658,0,2341,0.107753969728947,38.9898233413696,1.125,2.625,8,64,TRUE
"509",570,807,842,1813,2216,1649,0.365725047080979,0.936896950984176,0.548484277913764,2.15320665083135,0.449313276651406,467.2127,3030.0088,1232.0658,35,2341,0.107753969728947,38.9898233413696,1.125,2.625,8,64,TRUE
"510",640,878,957,1712,2375,2005,0.282877482203072,0.710922787193974,0.424236748454767,1.7889237199582,0.425570228091237,247.596,3211.0319,1158.9285,35,2355,0.0471055805683136,39.5022130012512,0,1,4,32,TRUE
"511",582,936,951,2334,2301,1644,0.421004566210046,0.940560391730141,0.631410744178968,2.45425867507886,0.415129151291513,789.5574,3470.8188,1436.2794,40,1841,0.0636516436934471,40.0902156829834,0,1.5,4,16,TRUE
"512",862,1177,1402,2234,3008,2551,0.228822882288229,0.497369679579149,0.343187130482607,1.59343794579173,0.364172335600907,243.8013,4249.7019,1544.8636,0,1859,0.0968783050775528,42.8887841701508,0.5,2.25,8,1,TRUE
"513",744,1074,1288,2201,2893,2453,0.261679564345085,0.524712643678161,0.392463103596504,1.70885093167702,0.383879454675915,335.9458,4042.3528,1461.3065,40,1854,0.0242908541113138,42.8887841701508,-0.625,0.625,2,128,TRUE
"514",844,1211,1373,2300,2916,2258,0.252382248842908,0.550605844618674,0.378521845651286,1.67516387472688,0.359757519235253,346.1641,4185.814,1669.0711,0,1864,0.135210201144218,43.9065490961075,0.5,3.25,11,1,TRUE
"515",677,1010,1151,2134,2686,2160,0.29923896499239,0.620032799293554,0.448790138487293,1.85403996524761,0.400052124055251,421.4517,3755.7653,1431.1939,45,2034,0.140610009431839,42.6854481697083,-5.125,5.625,18,1,TRUE
"516",608,897,1089,2099,2366,1900,0.316813048933501,0.619783996072656,0.475145052532539,1.92745638200184,0.369609261939219,504.6999,3480.4949,1322.4137,45,1891,0.0131753943860531,40.6093616485596,0.25,0.25,1,16,TRUE
"517",762,1174,1454,2427,2727,2124,0.250708580262819,0.447397461835571,0.376014427412083,1.66918844566713,0.304472614207127,449.9502,4181.4281,1657.6076,35,1895,0.0625570043921471,40.2210426330566,0.875,1.625,6,32,TRUE
"518",640,1000,1228,2656,3045,2317,0.367662203913491,0.683253588516746,0.551422319474836,2.1628664495114,0.425228176924877,784.0476,4234.5719,1683.5237,50,1905,0.0300372242927551,40.8756136894226,0.125,0.625,2,4,TRUE
"519",618,876,1041,1709,1959,1708,0.242909090909091,0.502860584161397,0.364297400472641,1.6416906820365,0.306,250.7218,3052.0275,1081.7176,60,2244,0.101034186780453,38.8819632530212,0.375,2.375,7,64,TRUE
"520",552,738,758,1972,2323,1643,0.444688644688645,1.27467450650987,0.666910822193737,2.60158311345646,0.507951963648166,658.1298,3074.5665,1293.3313,0,2177,0.0718041583895683,43.2545315027237,0.25,1.75,5,1,TRUE
"521",524,775,816,1874,2300,1740,0.393308550185874,0.931010207673355,0.589853187139937,2.29656862745098,0.476251604621309,531.7279,3075.162,1227.3863,35,2257,0.101034186780453,38.8819632530212,0.375,2.375,7,64,TRUE
"522",1075,1476,1757,2456,3021,2736,0.165915024922858,0.353995745973868,0.248843004627982,1.39783722253842,0.264545835077438,99.7319000000001,4787.7609,1653.3401,30,1708,0.0317217446863651,43.0243119001389,-0.5,0.75,3,1,TRUE
"523",913,1305,1619,2458,2863,2447,0.205788570026981,0.393859731480612,0.308645003065604,1.51822112415071,0.277554663096832,285.3404,4492.5636,1640.2045,30,1782,0.0235658623278141,42.6438055038452,0.25,0.5,2,1,TRUE
"524",984,1445,1705,2394,3024,2610,0.168089777994633,0.328408007626311,0.252103915111599,1.40410557184751,0.278917318672024,117.7071,4663.8802,1697.2105,40,1764,0.0294542610645294,43.5711007118225,-0.125,0.625,2,1,TRUE
"525",900,1273,1480,2195,2773,2318,0.194557823129252,0.413199260286639,0.291797034417086,1.48310810810811,0.304020691276746,174.8411,4191.0055,1565.8399,30,1770,0.0176758281886578,44.2146018147469,0.25,0.5,2,1,TRUE
"526",934,1376,1676,2326,3113,2641,0.162418790604698,0.302156935663816,0.243597751405372,1.38782816229117,0.300062643558154,101.025,4604.8595,1703.4911,25,1741,0.0670846626162529,39.2359609603882,0.875,1.875,5,64,TRUE
"527",1016,1410,1676,2359,2999,2673,0.169268897149938,0.356025854879066,0.25387188700285,1.40751789976134,0.282994652406417,99.8477999999999,4626.4506,1621.0685,40,1788,8.88178419700125e-16,43.4292036294937,0,0,0,128,TRUE
"528",531,865,892,2461,2683,1769,0.467939158962123,1.02375048936448,0.701804085284032,2.75896860986547,0.500979020979021,929.6976,3619.3211,1605.8925,50,2034,1.77635683940025e-15,40.2876110076904,0,0,0,64,TRUE
"529",554,799,839,2099,2296,1802,0.428863172226004,1.05740181268882,0.643185298621746,2.50178784266985,0.464752791068581,678.4891,3246.1769,1235.5831,5,2085,0.0743980258703232,40.7512588500977,-0.75,1.75,6,16,TRUE
"530",571,834,923,2593,2706,1963,0.474971558589306,1.08455643590077,0.712356035831082,2.80931744312026,0.491319922843759,993.4893,3759.3723,1528.6836,40,2080,0.0929013043642044,41.3947596549988,0.125,2.125,8,4,TRUE
"531",554,835,866,2363,2296,1607,0.463611025085166,1.09911894273128,0.695308871342313,2.72863741339492,0.45224541429475,892.8319,3382.7144,1412.4412,65,2161,0.136581182479858,41.6134285926819,-3.375,5.125,13,4,TRUE
"532",635,902,1063,1869,2502,2028,0.274897680763984,0.578109309998565,0.41227621483376,1.758231420508,0.403646563814867,310.6891,3413.6494,1293.9139,5,1999,0.0471055805683136,42.6438055038452,0,1.25,4,2,TRUE
"533",779,1142,1403,2535,2873,2197,0.287455561198578,0.553653526362125,0.431128602259744,1.80684248039914,0.34377923292797,556.6347,4267.8483,1707.8428,40,2005,0.115552835166454,42.2255811691284,-0.625,2.625,9,4,TRUE
"534",611,907,1010,2136,2527,1965,0.357914812460267,0.778807580578227,0.536786906086127,2.11485148514851,0.42889454339836,560.3898,3528.1338,1375.7893,0,2288,0.0657857209444046,44.6782494485378,0.25,1.5,5,64,TRUE
"535",509,733,783,2003,2161,1415,0.437903804737976,1.05737562835847,0.656737843172439,2.5581098339719,0.468070652173913,711.6476,2992.1925,1332.6907,10,2169,0.0499583967030048,41.8584072589874,-1.625,2.125,6,4,TRUE
"536",570,870,952,2369,2301,1644,0.426678711231557,0.930522721302863,0.639921722113503,2.48844537815126,0.414694128496772,837.383,3461.5703,1428.452,50,1828,0.132167145609856,39.7256894111633,-2.75,3.25,11,64,TRUE
"537",410,658,611,2633,1753,995,0.623304562268804,1.56744186046512,0.934812760055479,4.30932896890344,0.483079526226734,1394.395,2983.2668,1340.3755,0,1819,0.275756448507309,40.5254468917847,-2.125,6.875,18,16,TRUE
"538",668,904,1037,2138,2554,1937,0.346771653543307,0.821396598030439,0.520075578649032,2.06171648987464,0.42244500139237,544.4188,3556.5809,1421.1541,40,1880,0.166158869862556,42.3220548629761,1.875,4.125,13,2,TRUE
"539",412,631,587,2039,1754,1124,0.552932216298553,1.46844660194175,0.829240434037693,3.47359454855196,0.498504912430585,923.2381,2648.1969,1154.7279,20,1955,0.346472710371017,39.0458645820618,3.625,8.625,28,32,TRUE
"540",705,1044,1235,2369,2371,1840,0.31465038845727,0.631051752921536,0.471910112359551,1.91821862348178,0.315030504714365,598.7321,3784.836,1483.5621,35,2034,0.211290836334229,41.4382107257843,-1.75,5,17,8,TRUE
"541",705,1044,1235,2369,2371,1840,0.31465038845727,0.631051752921536,0.471910112359551,1.91821862348178,0.315030504714365,598.7321,3784.836,1483.5621,5,2034,0.211290836334229,41.4382107257843,-1.75,5,17,8,TRUE
"542",653,974,1065,2172,2532,1937,0.341983317886932,0.755012958668667,0.512895752895753,2.03943661971831,0.407839866555463,540.2667,3610.7362,1433.9606,45,2045,0.123255923390388,39.0598387718201,0,3,9,32,TRUE
"543",649,936,1035,2134,2480,1803,0.346797096875986,0.790079079798706,0.520113582584004,2.06183574879227,0.411095305832148,555.6161,3508.6258,1457.261,30,1874,0.0588575042784214,38.8587117195129,-1.25,1.75,4,64,TRUE
"544",883,1272,1564,2228,2908,2577,0.175105485232068,0.332632000801523,0.262623599208965,1.42455242966752,0.300536672629696,125.1801,4354.2852,1530.0772,40,1784,0.0176758281886578,42.6438055038452,-0.375,0.375,1,8,TRUE
"545",918,1342,1564,2327,2886,2447,0.19609354921614,0.395172985291071,0.294102531157651,1.48785166240409,0.297078651685393,197.2362,4410.5658,1625.5511,50,1807,0.0186317432671785,39.1804623603821,-0.5,0.5,1,128,TRUE
"546",956,1347,1569,2300,2778,2290,0.188937710002585,0.402090209020902,0.283369944437266,1.46590184831103,0.278122843340235,188.5109,4337.7732,1647.4123,30,1767,0.0956312716007233,43.4726545810699,-0.375,2.375,6,1,TRUE
"547",807,1209,1345,2103,2598,2227,0.219837587006961,0.459784059201747,0.329708568943019,1.5635687732342,0.317778341364443,214.4752,3942.3759,1429.9211,40,1877,0.0212427191436291,41.6610116958618,-1,1.25,4,8,TRUE
"548",747,1074,1233,2204,2827,2326,0.282513820192028,0.606799150106237,0.423709090909091,1.7875101378751,0.392610837438424,383.3349,3964.4395,1477.4829,45,2097,0.133570894598961,40.1632561683655,-4.5,5,16,8,TRUE
"549",922,1347,1569,2268,2665,2292,0.182173573103987,0.366505872483221,0.273224755700326,1.44550669216061,0.258856872933396,168.2413,4277.6152,1563.1109,45,1842,0.0710800811648369,41.4996366500854,1.125,1.625,6,8,TRUE
"550",872,1174,1399,2167,2527,2193,0.215367358384745,0.477374440576827,0.323005747932146,1.54896354538956,0.28731533367295,242.9968,3977.6638,1424.2955,0,1718,0.0649937465786934,42.7344653606415,0.125,1.375,6,2,TRUE
"551",645,900,1035,2004,2414,1772,0.318854886475814,0.717246484085862,0.478203651916434,1.93623188405797,0.399826036532328,467.6551,3390.4491,1403.1557,55,1959,0.0956312716007233,44.3999497890472,0.5,2.25,9,128,TRUE
"552",759,1071,1204,2531,2414,1804,0.35528781793842,0.816414421065584,0.532860393521617,2.10215946843854,0.334438916528469,731.6022,3888.117,1558.1846,60,1781,0.0166651234030724,43.4292036294937,-0.125,0.375,2,2,TRUE
"553",640,940,982,2072,2669,2034,0.35690897184021,0.860979462875198,0.535275822556883,2.10997963340122,0.46206518761983,499.4886,3555.8218,1418.978,45,2032,0.0358276851475239,44.0494531393051,0.25,0.75,3,128,TRUE
"554",757,1027,1111,1665,2018,1732,0.199567723342939,0.521755509512149,0.299297676931388,1.4986498649865,0.289868967721317,112.9406,3180.5774,1156.8074,50,1634,0,43.4292036294937,0,0,0,128,TRUE
"555",1089,1542,1784,2422,2906,2541,0.15168806466952,0.321605000504083,0.227505051705694,1.35762331838565,0.239232409381663,66.7385,4732.6248,1710.932,40,1666,0.0448462851345539,43.8097100257874,-0.5,1,3,1,TRUE
"556",908,1212,1404,2474,3315,2787,0.275915420319752,0.654194179505992,0.413819775686477,1.76210826210826,0.40495867768595,382.07,4562.7991,1657.0343,0,1747,1.77635683940025e-15,40.2876110076904,0,0,0,32,TRUE
"557",884,1245,1461,2113,2885,2467,0.182428651371013,0.383529411764706,0.273604699958036,1.44626967830253,0.327657616198804,108.0427,4187.826,1525.9156,80,1819,0.0235658623278141,42.6438055038452,-0.25,0.5,2,2,TRUE
"558",967,1419,1661,2313,2978,2533,0.164066431806744,0.324216807558429,0.246068687885269,1.39253461770018,0.283897391679241,96.2822000000002,4546.6851,1680.5919,0,1855,0.0235658623278141,41.0730092525482,0,0.5,2,16,TRUE
"559",951,1385,1660,2414,2910,2664,0.185076092292587,0.359561278016214,0.277580071174377,1.45421686746988,0.273522975929978,170.1628,4595.6369,1562.697,25,1800,0,43.4292036294937,0,0,0,128,TRUE
"560",917,1350,1632,2381,2956,2566,0.186643408921007,0.353535353535354,0.279930235455338,1.45894607843137,0.288578901482127,187.2727,4531.5262,1631.7825,15,1797,0.0263462159782648,42.1801578998566,0,0.5,2,4,TRUE
"561",705,1010,1210,2115,2656,2076,0.27218045112782,0.553381435734377,0.408209291835814,1.74793388429752,0.374030005173306,384.9071,3754.4522,1478.2467,25,2324,0.198891684412956,40.1632561683655,0,4.75,14,16,TRUE
"562",599,903,981,2247,2288,1684,0.392193308550186,0.869147329397226,0.588198853956946,2.29051987767584,0.399816457632303,706.4684,3432.3466,1392.3,50,2133,0.187790170311928,41.1973640918732,-0.5,4.25,16,8,TRUE
"563",666,860,1005,2245,2380,1847,0.381538461538462,0.944833892106065,0.572219658514075,2.23383084577114,0.406203840472674,670.869,3506.5444,1355.8847,5,1717,0.0736997947096825,43.7152551412582,-0.25,1.75,6,128,TRUE
"564",784,1072,1235,2182,2452,1882,0.277143693298215,0.637624562348505,0.415654718361375,1.7668016194332,0.330078654732845,423.6402,3740.2384,1491.3724,80,1665,0.220726013183594,41.4779009819031,-0.25,5.5,15,4,TRUE
"565",567,861,921,2312,2195,1488,0.430250541292917,0.969608253171616,0.64527601670017,2.51031487513572,0.408857509627728,832.9748,3338.3259,1430.9934,30,1751,0.0176758281886578,41.0730092525482,0.625,0.625,1,4,TRUE
"566",689,971,1095,2481,2659,2012,0.38758389261745,0.892006693268117,0.581294561722354,2.26575342465753,0.416622269579116,755.066,3867.7598,1533.6676,0,1858,0.356733381748199,40.4674644470215,-4,8.75,24,16,TRUE
"567",973,1455,1810,2629,3570,3204,0.184501013741834,0.330641905530884,0.276720351390922,1.4524861878453,0.327137546468401,165.6512,5166.075,1777.648,20,1624,0.0176758281886578,42.6438055038452,0.375,0.375,1,1,TRUE
"568",672,900,980,1983,2339,1785,0.338508268646642,0.88792492917847,0.507676733592036,2.0234693877551,0.40946068092799,471.8952,3333.091,1324.6111,60,1750,0.105832666158676,39.4467144012451,0.125,2.375,8,16,TRUE
"569",687,1026,1116,2030,2656,2096,0.290527654164018,0.639250244789481,0.435722231050373,1.81899641577061,0.408271474019088,359.2797,3661.3095,1425.9875,45,1694,0.0558435767889023,40.7512588500977,-1.75,2,7,16,TRUE
"570",893,1238,1523,2334,3071,2622,0.210267046927664,0.424562872997592,0.315359688917693,1.53250164149705,0.336961253809317,231.0807,4441.6819,1611.1463,30,1595,0.0176758281886578,42.6438055038452,-0.375,0.375,1,8,TRUE
"571",772,1038,1320,2144,2722,2138,0.237875288683603,0.48187134502924,0.35676143743686,1.62424242424242,0.346857991093518,326.0738,3892.0926,1531.8044,45,1712,0.0710800811648369,41.4996366500854,-0.375,1.625,6,8,TRUE
"572",865,1216,1492,2213,2953,2466,0.194601889338731,0.385273057603933,0.291863446228579,1.48324396782842,0.328683914510686,183.5263,4267.4334,1591.9041,45,1809,0.0317217446863651,42.2632992267609,-0.75,0.75,2,8,TRUE
"573",884,1246,1435,2184,2820,2406,0.206963249516441,0.449579831932773,0.310401989225031,1.5219512195122,0.325499412455934,185.7708,4180.2862,1522.3958,35,1734,0.0588575042784214,44.2146018147469,-0.125,1.375,5,1,TRUE
"574",741,1105,1370,2000,2410,2094,0.186943620178042,0.337729173367642,0.280373831775701,1.45985401459854,0.275132275132275,179.4498,3750.9655,1351.4574,30,1762,0.0242908541113138,42.8887841701508,-0.375,0.625,2,2,TRUE
"575",776,1071,1315,1869,2160,1932,0.173994974874372,0.351522842639594,0.260951483749411,1.4212927756654,0.243165467625899,129.9221,3522.9811,1236.5619,45,1806,0.0353406183421612,42.6438055038452,-0.375,0.875,3,1,TRUE
"576",724,1036,1230,1902,2297,1996,0.21455938697318,0.436023877498053,0.321787709497207,1.54634146341463,0.302523390983839,207.0382,3527.3338,1260.8882,40,1848,0.0333209969103336,43.4292036294937,0,0.75,2,1,TRUE
"577",752,1212,1400,2033,2227,1931,0.184386833673172,0.330100125156446,0.27653997378768,1.45214285714286,0.228012131237938,182.4564,3738.5126,1363.0217,30,1928,0.221461266279221,42.5389285087585,1.375,5.625,19,2,TRUE
"578",1504,2043,2322,2793,3637,3400,0.0920821114369502,0.216213734851267,0.138109666699247,1.20284237726098,0.220674609833865,-235.9583,5962.0995,2024.0371,15,1072,0.0186317432671785,39.8239636421204,-0.5,0.5,1,64,TRUE
"579",1578,2139,2529,3097,4499,4084,0.100959829363669,0.220599658225882,0.151426286323647,1.22459470146303,0.28030734206033,-234.3747,6732.8217,2327.2603,0,1181,0.0372505597770214,39.1804623603821,-0.375,0.875,3,64,TRUE
"580",1248,1665,1978,2752,3261,2867,0.163636363636364,0.367800798327314,0.245428601627735,1.39130434782609,0.244894063752625,125.8089,5298.8503,1896.0392,35,1454,0.0333209969103336,40.2876110076904,0,0.75,2,16,TRUE
"581",750,1078,1288,2490,2607,1894,0.318157755426151,0.654114061819765,0.477173481540294,1.9332298136646,0.338639281129653,644.0966,3993.0726,1655.212,35,2081,0.588902652263641,41.2773251533508,0.375,15.125,56,8,TRUE
"582",1563,2083,2530,3161,4067,3622,0.110876823053945,0.238311050683586,0.166300623737152,1.24940711462451,0.232984690010611,-99.1423999999998,6502.4118,2314.1986,30,1794,0.0235658623278141,42.6438055038452,0.25,0.5,2,1,TRUE
"583",1142,1575,1893,3197,3594,2562,0.256188605108055,0.544149557669838,0.384245162557705,1.68885367142102,0.310005467468562,607.6103,5482.0807,2332.0415,0,1777,0.0591503791511059,42.544136762619,0.25,1.25,5,2,TRUE
"584",942,1232,1501,1886,2731,2592,0.113669914378506,0.251436781609195,0.170479704797048,1.25649566955363,0.290642722117202,-115.6698,4066.7232,1320.1646,50,1775,0.00589248817414045,44.2146018147469,0.125,0.125,1,128,TRUE
"585",879,1144,1340,2018,2775,2334,0.201905896366885,0.488965815664215,0.302813756141134,1.50597014925373,0.348724179829891,140.7973,3958.4349,1459.0525,30,1889,0.0972315967082977,39.9388399124146,0.25,2.25,7,16,TRUE
"586",1158,1615,1922,2672,3342,3074,0.163256421419242,0.339673913043478,0.244857982370225,1.39021852237253,0.269756838905775,88.5253000000001,5255.7874,1781.6483,20,1792,0.0831412300467491,40.2876110076904,0.625,2.125,5,16,TRUE
"587",1158,1615,1922,2672,3342,3074,0.163256421419242,0.339673913043478,0.244857982370225,1.39021852237253,0.269756838905775,88.5253000000001,5255.7874,1781.6483,0,1792,0.0831412300467491,40.2876110076904,0.625,2.125,5,16,TRUE
"588",925,1347,1618,2345,3001,2558,0.183446883673984,0.355223297175804,0.275135612463732,1.44932014833127,0.299415457891318,166.3254,4515.7276,1656.8612,0,1793,0.0131753943860531,41.5366568565369,-0.25,0.25,1,2,TRUE
"589",1173,1572,1777,2343,2684,2397,0.137378640776699,0.3362243079482,0.206042955951948,1.31851435002814,0.203317641784353,6.3221000000002,4610.5233,1641.7534,55,1787,0,43.4292036294937,0,0,0,16,TRUE
"590",1164,1574,1806,2341,2818,2460,0.12900892211237,0.300696942446043,0.193490054249548,1.29623477297896,0.218858131487889,-17.7785999999999,4680.7581,1703.2648,45,1855,0.0166651234030724,40.2876110076904,-0.875,0.875,2,16,TRUE
"591",885,1234,1417,1950,2864,2461,0.158301158301158,0.34923339011925,0.237416481069042,1.37614678899083,0.338005138986218,4.13430000000017,4057.6304,1473.4658,45,1830,0.0235658623278141,44.2146018147469,0.25,0.5,2,1,TRUE
"592",1016,1405,1667,2211,2953,2621,0.140278494069108,0.296038310840226,0.210390614928452,1.32633473305339,0.278354978354978,-4.30409999999989,4508.0872,1594.1342,25,1857,0.0235658623278141,44.2146018147469,0.25,0.5,2,1,TRUE
"593",920,1377,1558,2178,2680,2330,0.165952890792291,0.334990274475902,0.248896025692493,1.39794608472401,0.264747522416234,88.5805000000001,4245.3726,1538.3475,30,2520,0.372955799102783,38.8556995391846,0,9,28,64,TRUE
"594",626,934,973,2667,2432,1785,0.465384615384615,1.11125688795592,0.697981046559539,2.7410071942446,0.42848751835536,1016.2528,3755.7012,1500.1875,70,2554,0.239750549197197,41.3413753509521,-3.125,6.875,21,8,TRUE
"595",778,1107,1310,1950,2705,2331,0.196319018404908,0.402414486921529,0.294433369115166,1.48854961832061,0.347447073474471,128.6477,3844.2463,1382.4388,35,2060,0.219469681382179,41.285947561264,0.5,5.25,18,8,TRUE
"596",1063,1471,1777,2244,2932,2653,0.116140263616016,0.236599452832101,0.174188735546438,1.26280247608329,0.245275005308983,-63.147,4625.6506,1614.4941,0,1820,8.88178419700125e-16,43.4292036294937,0,0,0,128,TRUE
"597",877,1367,1500,2897,2797,2172,0.317716624971572,0.656423268489804,0.476520750426379,1.93133333333333,0.301838491971143,720.6658,4613.3318,1807.7414,0,1796,8.88178419700125e-16,40.2876110076904,0,0,0,8,TRUE
"598",1156,1572,1889,2571,3227,2782,0.152914798206278,0.32563025210084,0.229346485819975,1.36103758602435,0.261532447224394,79.256,5058.1125,1846.6728,0,1794,1.77635683940025e-15,40.2876110076904,0,0,0,128,TRUE
"599",1122,1607,1834,2474,3001,2591,0.148560817084494,0.315955766192733,0.22281536497621,1.34896401308615,0.241365046535677,52.5321,4865.0599,1783.0188,0,1780,0.00589248817414045,44.2146018147469,-0.125,0.125,1,64,TRUE
"600",2190,3089,3464,4393,4354,3745,0.118238513427517,0.265337598537644,0.177346484250716,1.2681870669746,0.113839856740854,16.4021000000006,8390.0212,3143.5608,45,1787,0,43.4292036294937,0,0,0,64,TRUE
"601",878,1197,1388,1885,2821,2462,0.151848457073022,0.342380821162855,0.227737895219184,1.35806916426513,0.340460917082442,-21.7679,3974.2767,1416.5341,45,1808,1.77635683940025e-15,43.4292036294937,0,0,0,128,TRUE
"602",1302,1845,2196,2898,3385,3072,0.137809187279152,0.278129952456418,0.206693492982628,1.31967213114754,0.213044257301559,45.1553000000002,5674.9174,1984.1741,20,1801,0.0333209969103336,43.4292036294937,-0.5,0.75,3,128,TRUE
"603",927,1195,1386,2011,2115,1720,0.183985869885193,0.462894386016886,0.275938189845475,1.45093795093795,0.208226221079692,179.124,3663.2506,1409.9216,15,1880,0.0968783050775528,42.8887841701508,1.25,2.5,8,2,TRUE
"604",854,1236,1531,2347,2620,2080,0.210417741103662,0.397738350555664,0.315585922392678,1.53298497713912,0.262346422548783,322.554,4179.0501,1638.2246,0,1768,0.211290836334229,40.7947096824646,-0.25,5.25,16,16,TRUE
"605",860,1238,1532,2477,3072,2401,0.235719630830631,0.452586206896552,0.353535353535354,1.6168407310705,0.334491746307559,377.4288,4471.424,1771.3823,25,1861,0.177707582712173,41.9280619621277,0.125,4.125,11,4,TRUE
"606",981,1542,1754,2575,3208,2819,0.18965118965119,0.357422725293862,0.284443931169881,1.46807297605473,0.293027005239823,180.1965,4940.1939,1758.3232,55,1796,0.00589248817414045,39.5022130012512,-0.125,0.125,1,16,TRUE
"607",1181,1679,1949,2771,3344,2852,0.174152542372881,0.366408130516181,0.261201143946616,1.4217547460236,0.263555639523899,164.1826,5308.3464,1956.4442,0,1792,0.0416425801813602,40.2876110076904,0.375,0.875,3,16,TRUE
"608",1181,1679,1949,2771,3344,2852,0.174152542372881,0.366408130516181,0.261201143946616,1.4217547460236,0.263555639523899,164.1826,5308.3464,1956.4442,50,1792,0.0416425801813602,40.2876110076904,0.375,0.875,3,16,TRUE
"609",830,1130,1362,2183,2620,2176,0.231593794076164,0.496853062212539,0.347341700747426,1.60279001468429,0.31592164741336,295.5696,3964.6729,1478.8342,50,1776,0.0263462159782648,39.038565158844,0,0.5,2,64,TRUE
"610",799,1062,1222,1690,2439,2047,0.160714285714286,0.386074905131166,0.241030042918455,1.38297872340426,0.332422835290904,15.9593000000002,3483.4448,1297.7202,65,1761,0.0131753943860531,39.038565158844,0.25,0.25,1,64,TRUE
"611",1334,1777,2058,2965,3501,3076,0.180569380848099,0.427104916180072,0.270827112570917,1.44071914480078,0.259579060982191,179.9269,5652.5737,2015.8175,10,1717,0.0131753943860531,39.9658603668213,0.25,0.25,1,16,TRUE
"612",957,1332,1553,2112,2773,2460,0.152523874488404,0.328552956388856,0.228754603737553,1.35994848679974,0.282015718908923,26.6185000000002,4252.5603,1502.2259,40,1838,0.0474716164171696,42.5194504261017,0.125,1.125,4,2,TRUE
"613",881,1177,1608,2680,3281,2503,0.25,0.468408634099449,0.374956278419028,1.66666666666667,0.342196768255267,500.2346,4697.6574,1895.5827,0,1599,0.128917276859283,42.6438055038452,0.5,3.25,12,2,TRUE
"614",809,1105,1314,2225,2700,2056,0.257417349533767,0.563388991960421,0.386071479022461,1.69330289193303,0.345291479820628,380.3826,3944.9406,1592.6814,30,1916,0.140970259904861,38.7755703926086,-0.375,3.375,13,32,TRUE
"615",763,1072,1230,2127,2769,2315,0.267202859696157,0.592392022189935,0.400744601638124,1.72926829268293,0.384846211552888,323.2551,3900.3613,1431.6234,35,1931,0.0816798806190491,41.6010835170746,0.375,1.875,6,4,TRUE
"616",849,1177,1315,1996,2338,1928,0.205678042887345,0.48373348487001,0.308470481654839,1.51787072243346,0.280043799616753,189.7908,3709.5665,1404.1182,45,1893,0.0317217446863651,43.0243119001389,-0.25,0.75,2,1,TRUE
"617",1144,1521,1831,2377,3162,2793,0.129752851711027,0.285326086956522,0.194606154211714,1.29819770617149,0.266573202483477,-31.4658999999997,4873.2678,1736.1136,20,1476,0.0294542610645294,42.6438055038452,-0.625,0.875,3,2,TRUE
"618",1090,1588,1913,2706,3341,2822,0.171682182290539,0.329866888519135,0.257495399935058,1.41453214845792,0.271792919680244,174.9126,5186.8682,1929.9436,0,1462,0.0212427191436291,42.055802822113,-0.25,0.5,2,2,TRUE
"619",773,1067,1338,2219,2805,2179,0.247680629744166,0.494888214807325,0.371468728039353,1.65844544095665,0.354091238233164,362.4952,3992.7273,1586.6783,5,1733,0.0412245281040668,44.2146018147469,-0.25,1,4,128,TRUE
