"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","slope","folded_aspect","tpi","tri","roughness","flowdir","satvi"
"1",907,1261,1390,1813,1807,1455,0.132063690290353,0.315530359540504,0.198064616825347,1.30431654676259,0.130434782608696,42.7964000000002,3417.8965,1344.5735,30,1553,0.502891659736633,38.7319650650024,-2,12.5,33,64,0.195621579358874
"2",1497,2084,2373,2711,3115,2824,0.0664830841856806,0.147662734818698,0.0997148195496116,1.14243573535609,0.135204081632653,-253.4803,5663.0878,2031.4573,55,1355,0.0166651234030724,45,-0.375,0.375,1,64,0.20278764689806
"3",1283,1775,2065,2613,3231,2987,0.117144078666097,0.254575861748583,0.17569733889067,1.26537530266344,0.220166163141994,-81.4603999999996,5338.2617,1830.4775,40,1389,0.0176758281886578,39.5022130012512,-0.375,0.375,1,8,0.330218068535826
"4",1113,1504,1860,2382,2832,2470,0.123055162659123,0.25117890482148,0.184560989982322,1.28064516129032,0.207161125319693,14.5969000000001,4701.2771,1714.2169,45,1280,0.0343457013368607,43.1842249631882,-0.25,0.75,3,1,0.310708577517315
"5",974,1505,1803,2486,3066,2671,0.15924457915598,0.284583333333333,0.238839025527451,1.37881308929562,0.25939617991374,118.2787,4820.9067,1745.4062,0,1337,0.0448462851345539,43.0486973524094,-0.5,1,3,1,0.389054317691755
"6",976,1435,1891,2589,3161,2771,0.155803571428571,0.263754534461911,0.233679276866421,1.36911686938128,0.2513855898654,161.6129,4952.6608,1778.605,0,1284,0.0294542610645294,43.2873066663742,0.125,0.625,2,1,0.377041068777833
"7",991,1470,1862,2692,3091,2639,0.1822573561704,0.32258064516129,0.273356021517181,1.44575725026853,0.248132444982839,264.5057,4961.1234,1826.5702,35,1286,0.0186317432671785,42.9655561447144,-0.125,0.375,2,2,0.372161098213385
"8",566,852,804,4255,1829,913,0.682150622652698,1.78438469493278,1.02312481470501,5.29228855721393,0.389289783516901,2519.2138,4138.464,1804.7317,0,1285,0.0131753943860531,43.1074531078339,-0.25,0.25,1,8,0.583823808619708
"9",1204,1830,2124,3238,3138,2738,0.207758299142111,0.400546526679131,0.311608391608392,1.52448210922787,0.192702394526796,418.825,5649.9972,2045.8496,0,1282,1.77635683940025e-15,40.2876110076904,0,0,0,32,0.289026128266033
"10",638,1035,1217,4053,2367,1810,0.538140417457305,1.07898341196165,0.807134048003036,3.3303204601479,0.320870535714286,1962.3237,4716.0883,1758.0833,0,1284,1.77635683940025e-15,40.2876110076904,0,0,0,32,0.481238666480681
"11",638,1035,1217,4053,2367,1810,0.538140417457305,1.07898341196165,0.807134048003036,3.3303204601479,0.320870535714286,1962.3237,4716.0883,1758.0833,0,1284,1.77635683940025e-15,40.2876110076904,0,0,0,32,0.481238666480681
