"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","folded_aspect_ns","slope","tpi","tri","roughness","flowdir","satvi","tndvi","weights"
"33",1314,1821,2311,2755,3673,3409,0.0876431109356494,0.164031328505985,0.131451692489885,1.19212462137603,0.227606951871658,-1203.9762,5396.2882,-3509.2418,60.67,1893,18.4349365234375,0.754894495010376,-0.25,0.25,1,128,0.341381903250063,54.3821555467825,0.118625292558445
"34",1580,2218,2776,3207,3913,3604,0.0720374394116664,0.134452208634889,0.108047129606418,1.15525936599424,0.169980565106892,-1387.7072,6231.0844,-3569.8443,42.66,1867,90,1.01777750994864e-13,0,0,0,1,0.254951790118843,53.6018719705833,0.117342108752141
"35",862,1078,1381,1879,3171,2622,0.152760736196319,0.336395568765199,0.229105965342739,1.36060825488776,0.39323374340949,-756.8924,3726.5554,-3123.5855,3.33,1414,90,0.954841256141663,0.375,0.375,1,16,0.589785831960461,57.638036809816,0.131274546379394
"36",768,1026,1439,1997,3186,2704,0.162398137369034,0.286330049261084,0.243561763422086,1.38776928422516,0.37772972972973,-673.185,3793.7858,-3201.9166,3.33,1565,146.309936523438,1.72100615501404,0.5,0.75,3,8,0.56653334774619,58.1199068684517,0.0612976892032848
"37",740,1039,1300,2099,3246,2390,0.235069137981759,0.459195402298851,0.352551845859685,1.61461538461538,0.428068631764188,-452.9174,3769.3678,-3089.2571,2,1378,90,5.08888754974322e-14,0,0,0,1,0.64203233256351,61.753456899088,0.233202219422229
"38",724,974,1183,1775,2941,2454,0.200135226504395,0.429732868757259,0.300152104106811,1.50042265426881,0.426285160038797,-606.3752,3406.9684,-2941.2625,35.34,1536,90,1.01777750994864e-13,0,0,0,4,0.639350224269608,60.0067613252197,0.0411573294188696
"39",741,1054,1309,2028,2911,2458,0.215462990710219,0.415558894925442,0.32314606741573,1.54927425515661,0.379620853080569,-521.9038,3664.0087,-2870.6741,16.67,1510,111.801406860352,2.56950283050537,0.375,1.125,4,8,0.569363819452671,60.7731495355109,0.0781366539147502
"40",1441,1874,2299,2739,3849,3236,0.0873362445414847,0.192089408888501,0.130991366478118,1.19138755980861,0.252114508783344,-1229.6668,5459.3569,-3507.7631,35.33,1343,171.869903564453,5.05115270614624,-1.125,2.375,8,4,0.37814101000244,54.3668122270742,0.41564492044134
"41",2423,3267,3996,4449,4972,4417,0.0536412078152753,0.110450090213098,0.0804570481321414,1.11336336336336,0.108831400535236,-1971.4736,8661.2469,-4175.3899,13.33,1526,90,5.08888754974322e-14,0,0,0,16,0.163237999665496,52.6820603907638,0.303886982630992
"42",696,957,1208,1602,1859,1568,0.140213523131673,0.271275130817957,0.210282867817114,1.32615894039735,0.212259537006847,-463.6866,2890.7426,-1658.4542,4,1403,108.434951782227,0.754894495010376,-0.25,0.25,1,128,0.318337408312958,57.0106761565836,0.15612283200698
"43",901,1129,1494,1965,3166,2963,0.136166522116219,0.28220491312163,0.204220263043792,1.31526104417671,0.358798283261803,-869.1456,3918.0039,-3266.2359,0,1614,12.5288076400757,12.9793500900269,-1.375,5.375,17,64,0.538139684583199,56.8083261058109,0.054063101902208
"44",1055,1504,2062,2721,3671,2994,0.137779636211583,0.229408897862564,0.20664785199122,1.319592628516,0.280655852084424,-806.0684,4990.5607,-3445.2849,0,1499,125.53768157959,10.1604080200195,-0.875,4.125,14,2,0.420947065492282,56.8889818105791,0.242087797524152
"45",1031,1403,1824,2340,2918,2397,0.123919308357349,0.232327780279154,0.185856645455637,1.28289473684211,0.230704344158583,-743.9866,4316.1603,-2624.1165,0,1446,152.354019165039,5.64121961593628,-4.625,5.875,16,2,0.346020031628888,56.1959654178674,0.11340640629495
"46",452,673,739,1970,2043,1473,0.454411221853082,1.02072968490879,0.681491050009227,2.66576454668471,0.468727534148095,209.114,2791.201,-1891.8092,2,2053,14.9816284179688,17.0268363952637,-8.75,9.75,28,32,0.702964959568733,72.7205610926541,0.0465910262139275
"47",896,1278,1700,2316,3364,2744,0.153386454183267,0.265654648956357,0.230051039462218,1.36235294117647,0.328593996840442,-716.8208,4310.6456,-3226.6038,0,1477,95.7105941772461,4.78729057312012,0.5,2,5,1,0.492842333892783,57.6693227091634,0.0295158043701219
"48",1018,1371,1831,2559,3514,2985,0.165831435079727,0.307900524445948,0.248718824735224,1.39759694156199,0.314873713751169,-747.9996,4684.1992,-3390.8697,0,1603,116.07536315918,12.2994165420532,-0.875,5.125,17,16,0.472266392292582,58.2915717539863,0.0525344504971153
"49",610,815,999,1971,2523,2055,0.327272727272727,0.716602772043645,0.490826460191887,1.97297297297297,0.432708688245315,-176.4874,3208.683,-2475.5482,0,1829,43.4088592529297,11.9812116622925,0.375,5.125,18,128,0.648970901348474,66.3636363636364,0.0483172838638627
"50",1353,1696,2018,2262,2560,2290,0.0570093457943925,0.144429975139103,0.0855040299030487,1.1209117938553,0.118392311052862,-1061.4192,4469.6909,-2133.2106,16.67,1397,96.3401794433594,8.58248329162598,-0.125,3.625,11,16,0.17756907284045,52.8504672897196,0.237936428132819
"51",1410,1753,2279,2787,3648,3120,0.100276352151599,0.215729573636827,0.150399684200138,1.22290478279947,0.230976885439514,-1098.497,5361.4232,-3324.6693,56,1986,45,0.675206005573273,0,0.25,2,128,0.346436102910164,55.0138176075799,1
"52",639,880,1083,1635,2575,2120,0.203090507726269,0.412988178961544,0.30457973146956,1.50969529085873,0.40787315472936,-499.9024,3065.8251,-2542.9723,56.66,1414,135,1.01275038719177,0.375,0.375,1,16,0.611726117261173,60.1545253863135,0.0791300901617217
"53",677,956,1165,1775,2823,2426,0.207482993197279,0.413447200759116,0.311171569460976,1.52360515021459,0.415747241725176,-565.8588,3344.6113,-2854.0167,33.33,1518,153.434951782227,5.32285261154175,0.125,2.125,6,4,0.623542685220008,60.3741496598639,0.11374076711407
"54",668,909,1182,1809,2579,2190,0.20962888665998,0.402749229188078,0.314390773859268,1.53045685279188,0.371443764956129,-462.2804,3259.6152,-2549.3338,6.67,1508,71.5650634765625,3.01696133613586,-0.75,1.25,4,16,0.557091585803536,60.481444332999,0.0483908505909116
"55",1288,1696,2124,2675,3616,3141,0.114815586580538,0.239149305555556,0.172205438066465,1.25941619585687,0.25993031358885,-1049.6492,5152.8438,-3377.5124,18.66,1732,71.5650634765625,0.754894495010376,-0.25,0.25,1,16,0.389861510321401,55.7407793290269,0.129642220565509
"56",1158,1449,1780,2324,3487,3075,0.132553606237817,0.314814814814815,0.198806188329882,1.30561797752809,0.324093411809379,-985.9408,4589.6152,-3385.4382,26.67,1702,116.565048217773,1.06752026081085,0.125,0.375,2,1,0.48609397247271,56.6276803118908,0.102250646753655
"57",1898,2431,2864,3598,4221,3558,0.113587124729186,0.280238240684178,0.17036750483559,1.25628491620112,0.191531404375441,-1332.6114,6798.7208,-3617.1242,16.67,1706,90,5.08888754974322e-14,0,0,0,64,0.287276832968739,55.6793562364593,0.579703219967982
"58",695,930,1394,2130,2497,1852,0.208853575482406,0.348319924278277,0.313235919988651,1.52797704447633,0.283474685170907,-260.8518,3511.2545,-2252.3865,0,1709,137.642547607422,20.9780178070068,-2,8.75,33,8,0.425157394320956,60.4426787741203,0.0601410067294805
"59",1406,1871,2446,2979,3304,3047,0.0982488479262673,0.187385740402194,0.14735969035112,1.21790678659035,0.149217391304348,-1053.7928,5515.5232,-2970.6265,0,1337,96.3401947021484,2.16078901290894,0.125,0.875,3,2,0.223806625510825,54.9124423963134,0.0575452472250392
"60",844,1268,1775,2572,3392,2657,0.183344835518749,0.289061366603801,0.274985623921794,1.44901408450704,0.312947551770853,-529.525,4488.2816,-3193.147,0,1523,76.8274459838867,11.3719148635864,-0.875,4.875,17,1,0.469375907111756,59.1672417759374,0.0432241724997437
"61",878,1178,1691,2309,2847,2317,0.1545,0.263157894736842,0.231721034870641,1.36546422235364,0.254737769942706,-551.325,4069.7906,-2629.5463,1.34,1863,146.309936523438,5.15065240859985,2.125,2.625,8,8,0.382064558774926,57.725,0.0885637595108968
"62",1512,1785,2265,2830,3457,2870,0.110893032384691,0.277996457390278,0.166323226376214,1.24944812362031,0.208318769660958,-1037.2422,5351.3814,-3009.0946,42.66,1868,70.0169067382812,5.57096004486084,0.625,2.375,8,32,0.312450851900393,55.5446516192345,0.0884878194069847
"63",943,1177,1520,1827,2269,2056,0.0917239318792949,0.198038962714488,0.137565347274085,1.20197368421053,0.197677487463711,-747.9296,3516.2339,-2078.5622,42.66,1726,63.4349479675293,1.06752026081085,0.5,0.5,1,64,0.296477107797863,54.5861965939647,0.110985537119758
"64",935,1267,1679,1987,2301,2066,0.0840152755046372,0.15249034557877,0.12600572753307,1.18344252531269,0.156281407035176,-741.5392,3731.5739,-2065.9754,24.66,1305,163.178588867188,10.6017007827759,-1.125,4.375,14,2,0.234392664238161,54.2007637752319,0.0793963565134306
"65",929,1196,1563,2023,2280,1914,0.128276631344116,0.259330251437592,0.192388122124634,1.29430582213692,0.186572989851678,-595.959,3651.9675,-1993.2136,0,1613,86.9872131347656,4.53271436691284,1.25,2,6,1,0.279823077923767,56.4138315672058,0.0628435546975361
"66",962,1269,1679,2055,2727,2304,0.100696304231387,0.191251271617497,0.15102423349846,1.22394282310899,0.237857467090331,-776.8112,3924.7202,-2507.226,18.67,1342,113.198593139648,5.43800783157349,0.25,2.25,8,1,0.356745716555089,55.0348152115694,0.0662156829237171
"67",837,1119,1443,1922,2475,2025,0.142347696879643,0.278261879865226,0.213489823206061,1.33194733194733,0.263399693721286,-587.502,3533.7099,-2260.1684,22,1577,91.6365737915039,8.30048370361328,-1,3.5,11,1,0.395049125941049,57.1173848439822,0.140036397731472
"68",669,931,1322,1922,2390,1982,0.184956843403206,0.310077519379845,0.277392510402219,1.45385779122542,0.287715517241379,-396.202,3325.6793,-2267.7257,11.33,1693,113.498565673828,11.8048343658447,0.875,4.625,16,1,0.431515151515152,59.2478421701603,0.0919690508329486
"69",865,1193,1528,2315,2855,2505,0.204787926099401,0.393775642950065,0.307141927930272,1.51505235602094,0.302760666210358,-523.489,4043.4973,-2751.8464,32.67,1830,18.4349365234375,0.754894495010376,0.5,0.5,1,64,0.454089198129349,60.2393963049701,0.103041734164994
"70",1127,1513,2098,2795,3888,3155,0.14244839566728,0.251388588328645,0.213650761213855,1.33222116301239,0.299031072502506,-845.7824,5160.6793,-3668.5589,4.67,1408,45,0.337614715099335,0.125,0.125,1,32,0.44850914557755,57.122419783364,0.172003169768369
"71",869,1119,1391,2104,2777,2232,0.204005722460658,0.453158764459133,0.305964811901016,1.51258087706686,0.33253358925144,-509.4798,3753.6599,-2586.5686,56,2188,173.884490966797,13.2065668106079,0,5.5,15,4,0.498740554156171,60.2002861230329,0.175480049770629
"72",1634,2149,2507,3095,3661,3111,0.104962513388076,0.249872514023457,0.157429718875502,1.23454327881931,0.187094682230869,-1201.0166,5903.5802,-3144.8142,28,1959,142.125015258789,2.71992325782776,-0.625,1.125,4,4,0.280619275350571,55.2481256694038,0.420626721214881
"73",1333,1861,2276,2728,3499,3096,0.0903277378097522,0.176908023483366,0.135478069737237,1.19859402460457,0.211774891774892,-1140.8382,5296.7387,-3199.3116,42,1977,90,0,0,0,0,64,0.317634836810666,54.5163868904876,0.336776162990765
"74",1319,1953,2485,2954,4161,3580,0.0862290862290862,0.147068046409533,0.129331740049637,1.1887323943662,0.252181763466747,-1249.8626,5795.9005,-3914.9308,17.33,1857,18.4349365234375,0.754894495010376,0.25,0.25,1,64,0.378244188670729,54.3114543114543,0.464094826021506
"75",2064,2959,3629,4113,4791,4144,0.0625161456987858,0.116256725595696,0.0937681627381337,1.13337007440066,0.138004750593824,-1732.942,7948.7876,-4106.4546,0,1830,90,0,0,0,0,32,0.206994834035984,53.1258072849393,0.423801797213698
"76",1788,2413,2951,3616,4178,3510,0.101263895233744,0.210097308226968,0.151884278644842,1.22534733988478,0.172113900967878,-1302.882,6781.4132,-3581.9599,2.67,1720,45,0.337614715099335,-0.125,0.125,1,128,0.258152745634336,55.0631947616872,0.520063475747686
"77",561,755,985,1646,2257,1804,0.251235271759787,0.493357217495148,0.376781303439103,1.67106598984772,0.392350400987045,-286.4042,2834.6743,-2185.7078,32,1921,120.068580627441,5.22670364379883,-1.125,2.375,7,1,0.588434849653045,62.5617635879894,0.109420541381479
"78",808,1157,1703,2442,3184,2414,0.178287092882992,0.279881836085442,0.267398383789651,1.43394010569583,0.30304890525885,-466.9604,4226.3744,-2951.9493,0.67,1712,119.05460357666,21.1108837127686,0.125,8.875,29,1,0.454526854219949,58.9143546441496,0.062433190087856
"79",998,1357,1792,2191,3196,3004,0.100175746924429,0.182725773951273,0.150244759633488,1.22265625,0.281475541299118,-972.2318,4330.2796,-3194.5063,0,1416,146.113037109375,18.5872249603271,0.5,8,27,16,0.422170993284554,55.0087873462214,0.0399979717864231
"80",1013,1403,1927,2653,3922,3125,0.158515283842795,0.274231321296366,0.23774697085471,1.37675142708874,0.341083945973671,-782.6192,4913.7007,-3756.9707,0.67,1675,145.00798034668,5.80822277069092,0.625,2.375,8,8,0.511582186511668,57.9257641921397,0.0758384521086365
"81",812,1064,1424,1979,2541,1961,0.163091389950044,0.312922868741543,0.244601145879242,1.38974719101124,0.28171500630517,-496.0526,3540.1232,-2292.3973,0,1579,88.0250625610352,13.5937662124634,-2.625,6.375,19,1,0.422519228344471,58.1545694975022,0.0297784212901906
"82",1011,1416,1943,2648,3524,3010,0.153561315617513,0.262101271469998,0.23031688990526,1.36284096757591,0.289189683555881,-757.4536,4811.5787,-3387.9628,0,1593,150.945388793945,7.33339262008667,0.875,2.875,11,4,0.433744855967078,57.6780657808756,0.0470527391389684
"83",1273,1709,2234,2853,3715,3360,0.121682720660507,0.230608747485284,0.182506142506142,1.27708146821844,0.248949403261052,-1035.3544,5377.1885,-3550.3296,0,1512,86.633544921875,4.05866432189941,1.625,1.875,6,32,0.373392722077485,56.0841360330254,0.152661391725757
"84",987,1363,1723,2509,3285,2678,0.185727788279773,0.360848406941511,0.278558771411695,1.45618107951248,0.311900958466454,-634.1404,4491.6427,-3073.8882,2,1609,47.3859558105469,8.05635929107666,0.125,3.125,12,32,0.467804731955675,59.2863894139887,0.0479638567854349
"85",1148,1494,1991,2508,3437,2944,0.114914425427873,0.221129170230967,0.17235248360929,1.25966850828729,0.266396462785556,-930.839,4782.1394,-3238.0929,1.33,1417,99.4623107910156,2.90182161331177,-0.375,1.125,4,8,0.399557888919591,55.7457212713936,0.140090631569143
"86",1420,1942,2376,2888,3736,3449,0.0972644376899696,0.19707467282525,0.145882799886029,1.21548821548822,0.222513089005236,-1231.3158,5620.9056,-3510.371,0,1272,90,5.08888754974322e-14,0,0,0,16,0.333742331288344,54.8632218844985,0.160790148974882
"87",1025,1358,1820,2474,3590,2922,0.152305542617606,0.28646517739816,0.228431714984282,1.35934065934066,0.327171903881701,-785.2028,4625.3417,-3422.4454,0,1716,106.440376281738,27.9237060546875,2.75,12.5,41,2,0.490712503465484,57.6152771308803,0.144799743468348
"88",1081,1515,2073,2626,3626,2941,0.117684613747606,0.198706431908013,0.176508139163741,1.26676314520019,0.272503948061063,-874.8218,4923.5601,-3378.4287,8,1560,56.3099365234375,3.4389123916626,1.5,2.25,8,8,0.408720063163435,55.8842306873803,0.160847229276572
"89",926,1288,1617,2501,2498,2061,0.214667314230209,0.420231983266781,0.321961879324997,1.54669140383426,0.214094775212637,-363.1248,4114.794,-2183.4628,8.67,1270,116.565048217773,1.06752026081085,0.5,0.5,1,4,0.321103146640748,60.7333657115104,0.0749380801684147
"90",460,705,784,2283,1914,1317,0.488751222693186,1.05921424533635,0.733007334963325,2.91198979591837,0.41882876204596,436.7816,2987.977,-1675.6905,68.66,1829,43.4088592529297,11.9812116622925,0.375,5.125,18,128,0.628126737076153,74.4375611346593,0.048299455782426
"91",976,1231,1601,2241,2853,2167,0.166579906298803,0.353356890459364,0.249837345478204,1.3997501561524,0.281095644364616,-569.9394,4020.6668,-2529.0164,30,1318,57.0947570800781,4.82254219055176,-1,2,7,32,0.42159613873611,58.3289953149401,0.344285799761128
"92",612,806,870,1979,2156,1717,0.389259389259389,1.06226053639847,0.583786629233199,2.27471264367816,0.424983476536682,-11.846,3023.1906,-2026.2718,112,2135,57.9946174621582,17.4565906524658,3.125,7.375,25,128,0.637369899223525,69.4629694629695,0.105486232352148
"93",758,1087,1442,2351,3357,2437,0.239651990508832,0.427241962774958,0.359430604982206,1.63037447988904,0.399041466972286,-380.147,4058.699,-3154.5786,25.34,1488,127.40535736084,14.9766092300415,2.875,6.875,23,2,0.598499843733722,61.9825995254416,0.0775541005503608
"94",939,1204,1451,1997,2659,2143,0.158352668213457,0.37279803359279,0.237494562853415,1.3762922122674,0.293917274939173,-638.6214,3720.0575,-2413.4759,32,1305,164.744888305664,2.71992325782776,0.375,1.125,3,4,0.440822284393626,57.9176334106729,0.238253018951089
"95",624,829,1105,1800,2150,1515,0.239242685025818,0.463209810717142,0.358802271553949,1.6289592760181,0.321044546850998,-202.4962,2970.0412,-1894.7627,6,1571,86.4677124023438,18.6825752258301,1.25,8.75,27,32,0.481492858239902,61.9621342512909,0.206431389910467
"96",851,1188,1578,2643,3178,2473,0.252309879175551,0.464700235622655,0.378419992893521,1.67490494296578,0.336417157275021,-310.7312,4353.2613,-2959.6216,0,1738,57.9946174621582,4.49514865875244,1.125,1.875,7,128,0.504572690003154,62.6154939587775,0.119492522548814
"97",582,803,917,2515,2340,1572,0.465617715617716,1.09362168081029,0.698324836125273,2.74263904034896,0.436905127417869,384.8958,3421.9628,-2057.5259,44.67,2330,119.248825073242,13.4293937683105,3.375,5.875,20,8,0.655257099002302,73.2808857808858,0.212337342107385
"98",1153,1603,2081,2828,3436,3044,0.152169484620086,0.280089988751406,0.228230980751604,1.35896203748198,0.245604495196665,-815.5084,5100.9941,-3237.2341,30.66,2027,108.434951782227,3.76924395561218,-0.25,1.5,5,1,0.368373357498867,57.6084742310043,0.140143949020898
"99",950,1252,1558,2253,2935,2486,0.18236683285227,0.388094706276524,0.273514364423455,1.44608472400513,0.306476741598041,-626.6188,4080.979,-2768.9775,53.34,1496,123.690063476562,1.72100615501404,-0.125,0.625,2,16,0.459663959051964,59.1183416426135,0.0987747797051682
"100",970,1291,1712,2636,3308,2726,0.212511499540018,0.410010649627263,0.318730596757503,1.53971962616822,0.31792828685259,-522.6396,4554.083,-3129.8641,6,1504,97.431396484375,5.52021265029907,-1.5,2.5,7,16,0.47684493576337,60.6255749770009,0.235878488453452
"101",995,1379,1696,2410,3214,2793,0.173891865562591,0.348326666016197,0.260806039206137,1.42099056603774,0.309164969450102,-727.675,4423.4659,-3085.1525,28,1529,7.12503051757812,3.84366822242737,0,1.5,5,64,0.463700234192037,58.6945932781296,0.129443724309011
